,Age
41768,17.0
41769,17.0
41770,17.0
41771,17.0
41772,37.0
41773,37.0
41774,37.0
41775,37.0
41776,45.0
41777,45.0
41778,45.0
41779,45.0
41780,36.0
41781,37.0
41782,37.0
41783,37.0
41784,36.0
41785,36.0
41786,36.0
41787,36.0
41788,56.0
41789,56.0
41790,56.0
41791,56.0
41792,25.0
41793,25.0
41794,25.0
41795,25.0
41796,30.0
41797,30.0
41798,31.0
41799,31.0
41800,29.0
41801,29.0
41802,29.0
41803,29.0
41804,48.0
41805,48.0
41806,48.0
41807,48.0
41808,29.0
41809,29.0
41810,29.0
41811,29.0
41812,23.0
41813,23.0
41814,23.0
41815,23.0
41816,33.0
41817,33.0
41818,33.0
41819,33.0
41820,20.0
41821,20.0
41822,20.0
41823,20.0
41824,44.0
41825,45.0
41826,45.0
41827,45.0
41828,19.0
41829,19.0
41830,19.0
41831,19.0
41832,52.0
41833,52.0
41834,52.0
41835,52.0
41836,32.0
41837,32.0
41838,32.0
41839,32.0
41840,34.0
41841,34.0
41842,34.0
41843,34.0
41844,21.0
41845,21.0
41846,21.0
41847,21.0
41848,32.0
41849,32.0
41850,32.0
41851,32.0
41852,43.0
41853,44.0
41854,44.0
41855,44.0
41856,45.0
41857,45.0
41858,45.0
41859,45.0
41860,36.0
41861,36.0
41862,36.0
41863,36.0
41864,28.0
41865,28.0
41866,28.0
41867,28.0
41868,37.0
41869,37.0
41870,38.0
41871,38.0
41872,34.0
41873,34.0
41874,34.0
41875,34.0
41876,29.0
41877,29.0
41878,29.0
41879,29.0
41880,47.0
41881,47.0
41882,47.0
41883,47.0
41884,17.0
41885,17.0
41886,17.0
41887,17.0
41888,39.0
41889,39.0
41890,39.0
41891,39.0
41892,26.0
41893,26.0
41894,26.0
41895,26.0
41896,40.0
41897,40.0
41898,40.0
41899,40.0
41900,31.0
41901,31.0
41902,31.0
41903,31.0
41904,38.0
41905,38.0
41906,38.0
41907,38.0
41908,21.0
41909,21.0
41910,21.0
41911,21.0
41912,17.0
41913,17.0
41914,17.0
41915,17.0
41916,15.0
41917,15.0
41918,15.0
41919,15.0
41920,45.0
41921,45.0
41922,45.0
41923,45.0
41924,20.0
41925,20.0
41926,21.0
41927,21.0
41928,20.0
41929,20.0
41930,20.0
41931,20.0
41932,41.0
41933,41.0
41934,41.0
41935,42.0
41936,16.0
41937,16.0
41938,16.0
41939,16.0
41940,47.0
41941,47.0
41942,47.0
41943,47.0
41944,19.0
41945,19.0
41946,19.0
41947,19.0
41948,45.0
41949,45.0
41950,46.0
41951,46.0
41952,34.0
41953,34.0
41954,34.0
41955,34.0
41956,17.0
41957,17.0
41958,17.0
41959,17.0
41960,24.0
41961,24.0
41962,24.0
41963,24.0
41964,22.0
41965,22.0
41966,22.0
41967,22.0
41968,37.0
41969,37.0
41970,37.0
41971,37.0
41972,42.0
41973,42.0
41974,42.0
41975,42.0
41976,14.0
41977,14.0
41978,15.0
41979,15.0
41980,37.0
41981,37.0
41982,37.0
41983,37.0
41984,31.0
41985,31.0
41986,31.0
41987,31.0
41988,22.0
41989,22.0
41990,23.0
41991,23.0
41992,15.0
41993,15.0
41994,16.0
41995,16.0
41996,29.0
41997,29.0
41998,29.0
41999,29.0
42000,34.0
42001,34.0
42002,34.0
42003,34.0
42004,21.0
42005,21.0
42006,21.0
42007,21.0
42008,35.0
42009,35.0
42010,35.0
42011,35.0
42012,34.0
42013,34.0
42014,34.0
42015,34.0
42016,49.0
42017,49.0
42018,49.0
42019,49.0
42020,34.0
42021,34.0
42022,34.0
42023,34.0
42024,35.0
42025,35.0
42026,35.0
42027,36.0
42028,39.0
42029,39.0
42030,39.0
42031,39.0
42032,22.0
42033,22.0
42034,22.0
42035,22.0
42036,37.0
42037,37.0
42038,37.0
42039,37.0
42040,28.0
42041,28.0
42042,28.0
42043,28.0
42044,44.0
42045,44.0
42046,44.0
42047,44.0
42048,34.0
42049,34.0
42050,34.0
42051,34.0
42052,19.0
42053,19.0
42054,19.0
42055,20.0
42056,21.0
42057,21.0
42058,21.0
42059,21.0
42060,22.0
42061,22.0
42062,22.0
42063,22.0
42064,24.0
42065,24.0
42066,24.0
42067,24.0
42068,30.0
42069,30.0
42070,30.0
42071,30.0
42072,45.0
42073,45.0
42074,45.0
42075,45.0
42076,34.0
42077,34.0
42078,34.0
42079,34.0
42080,17.0
42081,17.0
42082,17.0
42083,17.0
42084,47.0
42085,47.0
42086,47.0
42087,47.0
42088,19.0
42089,19.0
42090,20.0
42091,20.0
42092,30.0
42093,30.0
42094,30.0
42095,30.0
42096,52.0
42097,52.0
42098,52.0
42099,52.0
42100,36.0
42101,36.0
42102,37.0
42103,37.0
42104,31.0
42105,31.0
42106,31.0
42107,31.0
42108,34.0
42109,34.0
42110,34.0
42111,35.0
42112,36.0
42113,36.0
42114,36.0
42115,36.0
42116,27.0
42117,27.0
42118,27.0
42119,27.0
42120,28.0
42121,28.0
42122,28.0
42123,29.0
42124,39.0
42125,39.0
42126,39.0
42127,39.0
42128,44.0
42129,44.0
42130,44.0
42131,44.0
42132,20.0
42133,20.0
42134,20.0
42135,20.0
42136,26.0
42137,26.0
42138,26.0
42139,26.0
42140,20.0
42141,20.0
42142,20.0
42143,20.0
42144,36.0
42145,36.0
42146,36.0
42147,36.0
42148,43.0
42149,43.0
42150,43.0
42151,43.0
42152,38.0
42153,39.0
42154,39.0
42155,39.0
42156,28.0
42157,28.0
42158,28.0
42159,28.0
42160,35.0
42161,35.0
42162,35.0
42163,35.0
42164,42.0
42165,42.0
42166,42.0
42167,42.0
42168,23.0
42169,23.0
42170,23.0
42171,23.0
42172,35.0
42173,35.0
42174,35.0
42175,35.0
42176,44.0
42177,44.0
42178,44.0
42179,44.0
42180,29.0
42181,29.0
42182,29.0
42183,29.0
42184,24.0
42185,25.0
42186,25.0
42187,25.0
42188,46.0
42189,46.0
42190,46.0
42191,46.0
42192,41.0
42193,41.0
42194,41.0
42195,41.0
42196,31.0
42197,31.0
42198,32.0
42199,32.0
42200,22.0
42201,22.0
42202,22.0
42203,22.0
42204,23.0
42205,23.0
42206,23.0
42207,23.0
42208,29.0
42209,29.0
42210,29.0
42211,29.0
42212,29.0
42213,29.0
42214,29.0
42215,29.0
42216,43.0
42217,43.0
42218,43.0
42219,43.0
42220,36.0
42221,36.0
42222,36.0
42223,36.0
42224,21.0
42225,21.0
42226,21.0
42227,21.0
42228,41.0
42229,41.0
42230,41.0
42231,41.0
42232,44.0
42233,44.0
42234,44.0
42235,44.0
42236,49.0
42237,49.0
42238,49.0
42239,49.0
42240,31.0
42241,31.0
42242,31.0
42243,31.0
42244,25.0
42245,25.0
42246,25.0
42247,26.0
42248,50.0
42249,50.0
42250,50.0
42251,50.0
42252,20.0
42253,20.0
42254,20.0
42255,20.0
42256,29.0
42257,29.0
42258,29.0
42259,29.0
42260,16.0
42261,16.0
42262,16.0
42263,16.0
42264,41.0
42265,41.0
42266,41.0
42267,41.0
42268,44.0
42269,44.0
42270,44.0
42271,44.0
42272,48.0
42273,48.0
42274,48.0
42275,48.0
42276,24.0
42277,24.0
42278,24.0
42279,24.0
42280,47.0
42281,47.0
42282,47.0
42283,47.0
42284,19.0
42285,19.0
42286,19.0
42287,19.0
42288,37.0
42289,37.0
42290,37.0
42291,37.0
42292,41.0
42293,41.0
42294,41.0
42295,41.0
42296,56.0
42297,56.0
42298,56.0
42299,56.0
42300,41.0
42301,41.0
42302,41.0
42303,41.0
42304,34.0
42305,34.0
42306,34.0
42307,34.0
42308,28.0
42309,28.0
42310,28.0
42311,28.0
42312,41.0
42313,41.0
42314,41.0
42315,41.0
42316,41.0
42317,41.0
42318,41.0
42319,41.0
42320,24.0
42321,24.0
42322,24.0
42323,24.0
42324,18.0
42325,18.0
42326,18.0
42327,18.0
42328,23.0
42329,23.0
42330,23.0
42331,23.0
42332,22.0
42333,22.0
42334,22.0
42335,22.0
42336,27.0
42337,27.0
42338,28.0
42339,28.0
42340,46.0
42341,46.0
42342,46.0
42343,46.0
42344,37.0
42345,37.0
42346,37.0
42347,37.0
42348,51.0
42349,51.0
42350,51.0
42351,52.0
42352,36.0
42353,36.0
42354,36.0
42355,36.0
42356,43.0
42357,43.0
42358,43.0
42359,43.0
42360,48.0
42361,48.0
42362,48.0
42363,48.0
42364,28.0
42365,28.0
42366,28.0
42367,28.0
42368,31.0
42369,31.0
42370,31.0
42371,31.0
42372,22.0
42373,22.0
42374,22.0
42375,22.0
42376,34.0
42377,34.0
42378,34.0
42379,34.0
42380,42.0
42381,43.0
42382,43.0
42383,43.0
42384,20.0
42385,20.0
42386,20.0
42387,20.0
42388,40.0
42389,40.0
42390,40.0
42391,40.0
42392,44.0
42393,44.0
42394,44.0
42395,44.0
42396,35.0
42397,35.0
42398,35.0
42399,35.0
42400,22.0
42401,22.0
42402,22.0
42403,22.0
42404,21.0
42405,21.0
42406,21.0
42407,21.0
42408,40.0
42409,40.0
42410,40.0
42411,40.0
42412,16.0
42413,16.0
42414,16.0
42415,16.0
42416,38.0
42417,38.0
42418,38.0
42419,38.0
42420,38.0
42421,38.0
42422,38.0
42423,38.0
42424,18.0
42425,18.0
42426,18.0
42427,18.0
42428,55.0
42429,55.0
42430,55.0
42431,55.0
42432,35.0
42433,35.0
42434,35.0
42435,35.0
42436,28.0
42437,28.0
42438,28.0
42439,28.0
42440,26.0
42441,26.0
42442,26.0
42443,26.0
42444,26.0
42445,26.0
42446,26.0
42447,26.0
42448,42.0
42449,42.0
42450,42.0
42451,42.0
42452,28.0
42453,28.0
42454,28.0
42455,28.0
42456,29.0
42457,30.0
42458,30.0
42459,30.0
42460,15.0
42461,15.0
42462,15.0
42463,15.0
42464,55.0
42465,55.0
42466,55.0
42467,55.0
42468,45.0
42469,45.0
42470,45.0
42471,45.0
42472,17.0
42473,17.0
42474,17.0
42475,17.0
42476,19.0
42477,19.0
42478,19.0
42479,19.0
42480,50.0
42481,50.0
42482,50.0
42483,50.0
42484,36.0
42485,36.0
42486,36.0
42487,36.0
42488,29.0
42489,29.0
42490,29.0
42491,29.0
42492,26.0
42493,26.0
42494,26.0
42495,26.0
42496,21.0
42497,21.0
42498,21.0
42499,21.0
42500,40.0
42501,40.0
42502,40.0
42503,40.0
42504,19.0
42505,19.0
42506,19.0
42507,19.0
42508,43.0
42509,43.0
42510,43.0
42511,43.0
42512,48.0
42513,48.0
42514,48.0
42515,48.0
42516,39.0
42517,39.0
42518,39.0
42519,39.0
42520,54.0
42521,54.0
42522,54.0
42523,54.0
42524,45.0
42525,45.0
42526,45.0
42527,45.0
42528,46.0
42529,46.0
42530,46.0
42531,46.0
42532,21.0
42533,21.0
42534,21.0
42535,21.0
42536,25.0
42537,25.0
42538,25.0
42539,25.0
42540,19.0
42541,19.0
42542,19.0
42543,19.0
42544,43.0
42545,43.0
42546,43.0
42547,43.0
42548,52.0
42549,52.0
42550,52.0
42551,52.0
42552,44.0
42553,44.0
42554,44.0
42555,44.0
42556,43.0
42557,43.0
42558,44.0
42559,44.0
42560,45.0
42561,45.0
42562,45.0
42563,45.0
42564,34.0
42565,34.0
42566,34.0
42567,34.0
42568,29.0
42569,29.0
42570,29.0
42571,29.0
42572,29.0
42573,29.0
42574,29.0
42575,29.0
42576,20.0
42577,20.0
42578,20.0
42579,20.0
42580,17.0
42581,17.0
42582,17.0
42583,17.0
42584,30.0
42585,30.0
42586,30.0
42587,30.0
42588,56.0
42589,56.0
42590,56.0
42591,56.0
42592,19.0
42593,19.0
42594,19.0
42595,19.0
42596,45.0
42597,45.0
42598,45.0
42599,45.0
42600,46.0
42601,46.0
42602,46.0
42603,46.0
42604,38.0
42605,38.0
42606,38.0
42607,38.0
42608,19.0
42609,19.0
42610,19.0
42611,19.0
42612,36.0
42613,36.0
42614,36.0
42615,36.0
42616,23.0
42617,24.0
42618,24.0
42619,24.0
42620,25.0
42621,25.0
42622,25.0
42623,25.0
42624,50.0
42625,50.0
42626,50.0
42627,50.0
42628,29.0
42629,29.0
42630,29.0
42631,29.0
42632,22.0
42633,22.0
42634,22.0
42635,22.0
42636,47.0
42637,47.0
42638,47.0
42639,47.0
42640,38.0
42641,38.0
42642,38.0
42643,38.0
42644,24.0
42645,24.0
42646,24.0
42647,24.0
42648,20.0
42649,20.0
42650,20.0
42651,20.0
42652,31.0
42653,31.0
42654,31.0
42655,31.0
42656,20.0
42657,20.0
42658,20.0
42659,20.0
42660,21.0
42661,21.0
42662,21.0
42663,21.0
42664,40.0
42665,40.0
42666,40.0
42667,40.0
42668,28.0
42669,28.0
42670,28.0
42671,29.0
42672,56.0
42673,56.0
42674,56.0
42675,56.0
42676,31.0
42677,31.0
42678,31.0
42679,31.0
42680,55.0
42681,55.0
42682,55.0
42683,55.0
42684,17.0
42685,17.0
42686,17.0
42687,17.0
42688,55.0
42689,55.0
42690,55.0
42691,55.0
42692,26.0
42693,26.0
42694,26.0
42695,26.0
42696,34.0
42697,34.0
42698,34.0
42699,34.0
42700,25.0
42701,25.0
42702,25.0
42703,25.0
42704,16.0
42705,16.0
42706,16.0
42707,16.0
42708,37.0
42709,37.0
42710,37.0
42711,37.0
42712,32.0
42713,32.0
42714,32.0
42715,32.0
42716,30.0
42717,30.0
42718,30.0
42719,30.0
42720,45.0
42721,45.0
42722,45.0
42723,45.0
42724,18.0
42725,18.0
42726,18.0
42727,18.0
42728,48.0
42729,48.0
42730,48.0
42731,48.0
42732,37.0
42733,37.0
42734,37.0
42735,37.0
42736,39.0
42737,39.0
42738,39.0
42739,40.0
42740,40.0
42741,40.0
42742,40.0
42743,40.0
42744,52.0
42745,52.0
42746,52.0
42747,52.0
42748,33.0
42749,33.0
42750,33.0
42751,33.0
42752,22.0
42753,22.0
42754,22.0
42755,22.0
42756,22.0
42757,22.0
42758,22.0
42759,22.0
42760,19.0
42761,19.0
42762,19.0
42763,19.0
42764,34.0
42765,34.0
42766,34.0
42767,34.0
42768,36.0
42769,36.0
42770,36.0
42771,36.0
42772,15.0
42773,15.0
42774,15.0
42775,15.0
42776,25.0
42777,26.0
42778,26.0
42779,26.0
42780,35.0
42781,35.0
42782,35.0
42783,35.0
42784,32.0
42785,32.0
42786,32.0
42787,32.0
42788,41.0
42789,41.0
42790,41.0
42791,41.0
42792,37.0
42793,37.0
42794,37.0
42795,37.0
42796,42.0
42797,42.0
42798,42.0
42799,42.0
42800,39.0
42801,39.0
42802,39.0
42803,39.0
42804,38.0
42805,38.0
42806,38.0
42807,38.0
42808,42.0
42809,42.0
42810,42.0
42811,42.0
42812,28.0
42813,28.0
42814,28.0
42815,28.0
42816,35.0
42817,36.0
42818,36.0
42819,36.0
42820,50.0
42821,50.0
42822,50.0
42823,50.0
42824,43.0
42825,43.0
42826,43.0
42827,43.0
42828,30.0
42829,30.0
42830,30.0
42831,30.0
42832,49.0
42833,49.0
42834,49.0
42835,49.0
42836,44.0
42837,44.0
42838,44.0
42839,44.0
42840,23.0
42841,23.0
42842,23.0
42843,23.0
42844,30.0
42845,30.0
42846,30.0
42847,30.0
42848,32.0
42849,32.0
42850,33.0
42851,33.0
42852,25.0
42853,25.0
42854,25.0
42855,25.0
42856,20.0
42857,20.0
42858,20.0
42859,20.0
42860,18.0
42861,18.0
42862,18.0
42863,18.0
42864,15.0
42865,15.0
42866,15.0
42867,15.0
42868,36.0
42869,36.0
42870,36.0
42871,36.0
42872,51.0
42873,51.0
42874,51.0
42875,51.0
42876,42.0
42877,42.0
42878,42.0
42879,42.0
42880,42.0
42881,42.0
42882,42.0
42883,42.0
42884,19.0
42885,19.0
42886,19.0
42887,19.0
42888,40.0
42889,40.0
42890,40.0
42891,40.0
42892,19.0
42893,19.0
42894,19.0
42895,19.0
42896,24.0
42897,24.0
42898,24.0
42899,24.0
42900,43.0
42901,43.0
42902,43.0
42903,43.0
42904,22.0
42905,22.0
42906,22.0
42907,22.0
42908,44.0
42909,44.0
42910,44.0
42911,44.0
42912,24.0
42913,24.0
42914,24.0
42915,24.0
42916,20.0
42917,20.0
42918,20.0
42919,20.0
42920,31.0
42921,31.0
42922,31.0
42923,31.0
42924,56.0
42925,56.0
42926,56.0
42927,56.0
42928,54.0
42929,54.0
42930,54.0
42931,55.0
42932,22.0
42933,22.0
42934,22.0
42935,22.0
42936,30.0
42937,30.0
42938,31.0
42939,31.0
42940,41.0
42941,41.0
42942,41.0
42943,41.0
42944,27.0
42945,27.0
42946,27.0
42947,27.0
42948,25.0
42949,25.0
42950,25.0
42951,25.0
42952,26.0
42953,26.0
42954,26.0
42955,26.0
42956,23.0
42957,23.0
42958,23.0
42959,23.0
42960,37.0
42961,37.0
42962,37.0
42963,37.0
42964,31.0
42965,31.0
42966,31.0
42967,31.0
42968,18.0
42969,18.0
42970,18.0
42971,18.0
42972,17.0
42973,17.0
42974,17.0
42975,17.0
42976,26.0
42977,26.0
42978,26.0
42979,26.0
42980,41.0
42981,41.0
42982,41.0
42983,41.0
42984,44.0
42985,44.0
42986,44.0
42987,44.0
42988,54.0
42989,54.0
42990,54.0
42991,54.0
42992,37.0
42993,37.0
42994,37.0
42995,37.0
42996,44.0
42997,44.0
42998,44.0
42999,44.0
43000,41.0
43001,41.0
43002,41.0
43003,41.0
43004,15.0
43005,15.0
43006,15.0
43007,15.0
43008,44.0
43009,44.0
43010,44.0
43011,44.0
43012,20.0
43013,20.0
43014,20.0
43015,20.0
43016,22.0
43017,22.0
43018,22.0
43019,22.0
43020,15.0
43021,15.0
43022,15.0
43023,15.0
43024,35.0
43025,35.0
43026,35.0
43027,35.0
43028,46.0
43029,46.0
43030,46.0
43031,46.0
43032,42.0
43033,42.0
43034,42.0
43035,42.0
43036,45.0
43037,45.0
43038,46.0
43039,46.0
43040,38.0
43041,38.0
43042,38.0
43043,38.0
43044,16.0
43045,16.0
43046,16.0
43047,16.0
43048,27.0
43049,27.0
43050,27.0
43051,27.0
43052,54.0
43053,54.0
43054,54.0
43055,54.0
43056,36.0
43057,36.0
43058,36.0
43059,36.0
43060,42.0
43061,42.0
43062,42.0
43063,42.0
43064,30.0
43065,30.0
43066,30.0
43067,30.0
43068,46.0
43069,46.0
43070,46.0
43071,46.0
43072,36.0
43073,36.0
43074,36.0
43075,36.0
43076,20.0
43077,20.0
43078,20.0
43079,20.0
43080,35.0
43081,35.0
43082,35.0
43083,35.0
43084,45.0
43085,45.0
43086,45.0
43087,45.0
43088,20.0
43089,20.0
43090,20.0
43091,20.0
43092,17.0
43093,17.0
43094,17.0
43095,17.0
43096,34.0
43097,34.0
43098,34.0
43099,34.0
43100,38.0
43101,38.0
43102,38.0
43103,38.0
43104,35.0
43105,35.0
43106,35.0
43107,35.0
43108,25.0
43109,26.0
43110,26.0
43111,26.0
43112,33.0
43113,33.0
43114,33.0
43115,33.0
43116,23.0
43117,23.0
43118,23.0
43119,23.0
43120,23.0
43121,23.0
43122,23.0
43123,23.0
43124,22.0
43125,22.0
43126,22.0
43127,22.0
43128,54.0
43129,54.0
43130,54.0
43131,54.0
43132,28.0
43133,28.0
43134,28.0
43135,28.0
43136,49.0
43137,49.0
43138,49.0
43139,49.0
43140,44.0
43141,44.0
43142,44.0
43143,44.0
43144,23.0
43145,23.0
43146,23.0
43147,23.0
43148,15.0
43149,15.0
43150,15.0
43151,15.0
43152,45.0
43153,45.0
43154,45.0
43155,45.0
43156,41.0
43157,41.0
43158,41.0
43159,41.0
43160,53.0
43161,53.0
43162,53.0
43163,53.0
43164,16.0
43165,16.0
43166,16.0
43167,16.0
43168,24.0
43169,24.0
43170,24.0
43171,24.0
43172,20.0
43173,20.0
43174,20.0
43175,20.0
43176,26.0
43177,26.0
43178,26.0
43179,26.0
43180,34.0
43181,35.0
43182,35.0
43183,35.0
43184,28.0
43185,28.0
43186,28.0
43187,28.0
43188,33.0
43189,33.0
43190,33.0
43191,33.0
43192,34.0
43193,34.0
43194,34.0
43195,34.0
43196,15.0
43197,15.0
43198,15.0
43199,15.0
43200,36.0
43201,36.0
43202,36.0
43203,36.0
43204,53.0
43205,53.0
43206,53.0
43207,53.0
43208,53.0
43209,53.0
43210,53.0
43211,53.0
43212,36.0
43213,36.0
43214,36.0
43215,36.0
43216,25.0
43217,25.0
43218,25.0
43219,25.0
43220,27.0
43221,27.0
43222,28.0
43223,28.0
43224,17.0
43225,17.0
43226,17.0
43227,17.0
43228,27.0
43229,27.0
43230,27.0
43231,27.0
43232,53.0
43233,53.0
43234,53.0
43235,53.0
43236,37.0
43237,37.0
43238,37.0
43239,37.0
43240,27.0
43241,27.0
43242,27.0
43243,27.0
43244,19.0
43245,19.0
43246,19.0
43247,19.0
43248,28.0
43249,28.0
43250,28.0
43251,28.0
43252,41.0
43253,41.0
43254,41.0
43255,41.0
43256,36.0
43257,36.0
43258,36.0
43259,36.0
43260,32.0
43261,32.0
43262,32.0
43263,32.0
43264,25.0
43265,25.0
43266,25.0
43267,26.0
43268,24.0
43269,24.0
43270,24.0
43271,24.0
43272,14.0
43273,14.0
43274,14.0
43275,14.0
43276,27.0
43277,27.0
43278,27.0
43279,27.0
43280,45.0
43281,45.0
43282,45.0
43283,45.0
43284,16.0
43285,16.0
43286,16.0
43287,16.0
43288,23.0
43289,23.0
43290,23.0
43291,23.0
43292,42.0
43293,42.0
43294,42.0
43295,43.0
43296,48.0
43297,48.0
43298,48.0
43299,48.0
43300,39.0
43301,39.0
43302,39.0
43303,39.0
43304,22.0
43305,22.0
43306,22.0
43307,22.0
43308,30.0
43309,30.0
43310,30.0
43311,30.0
43312,31.0
43313,31.0
43314,31.0
43315,31.0
43316,35.0
43317,35.0
43318,35.0
43319,35.0
43320,22.0
43321,22.0
43322,22.0
43323,22.0
43324,30.0
43325,30.0
43326,30.0
43327,30.0
43328,30.0
43329,30.0
43330,30.0
43331,30.0
43332,25.0
43333,25.0
43334,25.0
43335,25.0
43336,37.0
43337,37.0
43338,37.0
43339,37.0
43340,17.0
43341,17.0
43342,17.0
43343,17.0
43344,41.0
43345,41.0
43346,41.0
43347,41.0
43348,32.0
43349,32.0
43350,32.0
43351,32.0
43352,14.0
43353,14.0
43354,14.0
43355,14.0
43356,51.0
43357,51.0
43358,51.0
43359,51.0
43360,15.0
43361,15.0
43362,15.0
43363,15.0
43364,49.0
43365,49.0
43366,49.0
43367,49.0
43368,45.0
43369,45.0
43370,45.0
43371,45.0
43372,28.0
43373,28.0
43374,28.0
43375,29.0
43376,40.0
43377,40.0
43378,40.0
43379,40.0
43380,21.0
43381,21.0
43382,21.0
43383,21.0
43384,29.0
43385,29.0
43386,29.0
43387,29.0
43388,41.0
43389,41.0
43390,42.0
43391,42.0
43392,28.0
43393,28.0
43394,29.0
43395,29.0
43396,33.0
43397,33.0
43398,33.0
43399,33.0
43400,40.0
43401,40.0
43402,40.0
43403,40.0
43404,35.0
43405,35.0
43406,35.0
43407,35.0
43408,49.0
43409,49.0
43410,49.0
43411,49.0
43412,18.0
43413,18.0
43414,18.0
43415,18.0
43416,42.0
43417,42.0
43418,42.0
43419,42.0
43420,54.0
43421,54.0
43422,54.0
43423,54.0
43424,19.0
43425,19.0
43426,19.0
43427,19.0
43428,37.0
43429,38.0
43430,38.0
43431,38.0
43432,22.0
43433,22.0
43434,23.0
43435,23.0
43436,33.0
43437,33.0
43438,33.0
43439,33.0
43440,40.0
43441,40.0
43442,40.0
43443,40.0
43444,42.0
43445,42.0
43446,42.0
43447,42.0
43448,39.0
43449,39.0
43450,39.0
43451,39.0
43452,50.0
43453,50.0
43454,50.0
43455,50.0
43456,22.0
43457,22.0
43458,22.0
43459,22.0
43460,30.0
43461,30.0
43462,30.0
43463,30.0
43464,46.0
43465,46.0
43466,46.0
43467,46.0
43468,18.0
43469,18.0
43470,18.0
43471,18.0
43472,21.0
43473,21.0
43474,21.0
43475,21.0
43476,22.0
43477,22.0
43478,22.0
43479,22.0
43480,28.0
43481,28.0
43482,28.0
43483,28.0
43484,15.0
43485,16.0
43486,16.0
43487,16.0
43488,46.0
43489,46.0
43490,46.0
43491,46.0
43492,20.0
43493,21.0
43494,21.0
43495,21.0
43496,19.0
43497,19.0
43498,19.0
43499,19.0
43500,19.0
43501,19.0
43502,19.0
43503,19.0
43504,26.0
43505,26.0
43506,26.0
43507,26.0
43508,54.0
43509,54.0
43510,54.0
43511,54.0
43512,20.0
43513,20.0
43514,20.0
43515,20.0
43516,41.0
43517,41.0
43518,41.0
43519,41.0
43520,51.0
43521,51.0
43522,51.0
43523,51.0
43524,30.0
43525,30.0
43526,30.0
43527,30.0
43528,47.0
43529,47.0
43530,47.0
43531,47.0
43532,44.0
43533,44.0
43534,44.0
43535,44.0
43536,46.0
43537,46.0
43538,46.0
43539,46.0
43540,29.0
43541,29.0
43542,29.0
43543,29.0
43544,39.0
43545,39.0
43546,39.0
43547,39.0
43548,46.0
43549,46.0
43550,46.0
43551,46.0
43552,26.0
43553,27.0
43554,27.0
43555,27.0
43556,42.0
43557,42.0
43558,42.0
43559,42.0
43560,39.0
43561,39.0
43562,39.0
43563,39.0
43564,50.0
43565,50.0
43566,51.0
43567,51.0
43568,28.0
43569,28.0
43570,28.0
43571,28.0
43572,43.0
43573,43.0
43574,43.0
43575,43.0
43576,37.0
43577,37.0
43578,37.0
43579,37.0
43580,41.0
43581,41.0
43582,41.0
43583,41.0
43584,41.0
43585,41.0
43586,41.0
43587,41.0
43588,43.0
43589,43.0
43590,43.0
43591,43.0
43592,49.0
43593,49.0
43594,49.0
43595,49.0
43596,35.0
43597,35.0
43598,35.0
43599,35.0
43600,38.0
43601,38.0
43602,38.0
43603,38.0
43604,23.0
43605,23.0
43606,23.0
43607,23.0
43608,45.0
43609,45.0
43610,45.0
43611,46.0
43612,40.0
43613,40.0
43614,40.0
43615,40.0
43616,20.0
43617,20.0
43618,20.0
43619,20.0
43620,19.0
43621,19.0
43622,19.0
43623,19.0
43624,43.0
43625,43.0
43626,43.0
43627,43.0
43628,37.0
43629,37.0
43630,37.0
43631,37.0
43632,52.0
43633,52.0
43634,52.0
43635,52.0
43636,46.0
43637,46.0
43638,46.0
43639,46.0
43640,47.0
43641,47.0
43642,48.0
43643,48.0
43644,40.0
43645,40.0
43646,40.0
43647,40.0
43648,37.0
43649,37.0
43650,37.0
43651,37.0
43652,18.0
43653,18.0
43654,19.0
43655,19.0
43656,34.0
43657,34.0
43658,34.0
43659,34.0
43660,47.0
43661,47.0
43662,47.0
43663,47.0
43664,25.0
43665,25.0
43666,25.0
43667,25.0
43668,44.0
43669,44.0
43670,44.0
43671,44.0
43672,30.0
43673,30.0
43674,30.0
43675,30.0
43676,44.0
43677,44.0
43678,44.0
43679,45.0
43680,34.0
43681,34.0
43682,34.0
43683,34.0
43684,27.0
43685,27.0
43686,27.0
43687,27.0
43688,20.0
43689,20.0
43690,20.0
43691,20.0
43692,53.0
43693,53.0
43694,53.0
43695,53.0
43696,46.0
43697,46.0
43698,46.0
43699,46.0
43700,38.0
43701,38.0
43702,38.0
43703,38.0
43704,19.0
43705,19.0
43706,19.0
43707,19.0
43708,17.0
43709,17.0
43710,17.0
43711,17.0
43712,16.0
43713,16.0
43714,16.0
43715,16.0
43716,40.0
43717,40.0
43718,40.0
43719,40.0
43720,44.0
43721,44.0
43722,44.0
43723,44.0
43724,22.0
43725,22.0
43726,22.0
43727,22.0
43728,41.0
43729,41.0
43730,41.0
43731,41.0
43732,46.0
43733,46.0
43734,46.0
43735,46.0
43736,17.0
43737,17.0
43738,17.0
43739,17.0
43740,38.0
43741,38.0
43742,38.0
43743,38.0
43744,53.0
43745,54.0
43746,54.0
43747,54.0
43748,31.0
43749,31.0
43750,31.0
43751,31.0
43752,24.0
43753,24.0
43754,24.0
43755,24.0
43756,46.0
43757,46.0
43758,46.0
43759,46.0
43760,54.0
43761,54.0
43762,54.0
43763,54.0
43764,27.0
43765,27.0
43766,27.0
