,Amount_invested_monthly
22768,81.49038941
22769,81.49038941
22770,81.49038941
22771,81.49038941
22772,45.47985406
22773,45.47985406
22774,45.47985406
22775,45.47985406
22776,41.33112458
22777,41.33112458
22778,41.33112458
22779,41.33112458
22780,42.79968459
22781,42.79968459
22782,42.79968459
22783,42.79968459
22784,59.56784052
22785,59.56784052
22786,59.56784052
22787,59.56784052
22788,47.26365867
22789,27.5483168
22790,87.87052139
22791,119.3718892
22792,85.08254901
22793,85.08254901
22794,85.08254901
22795,85.08254901
22796,152.6064362
22797,152.6064362
22798,152.6064362
22799,152.6064362
22800,101.1286519
22801,101.1286519
22802,101.1286519
22803,101.1286519
22804,120.0780397
22805,120.0780397
22806,120.0780397
22807,120.0780397
22808,33.16277328
22809,33.16277328
22810,33.16277328
22811,33.16277328
22812,74.93673132
22813,283.2615037
22814,117.3585108
22815,270.596385
22816,58.86299527
22817,58.86299527
22818,58.86299527
22819,58.86299527
22820,21.15943495
22821,21.15943495
22822,21.15943495
22823,21.15943495
22824,51.25212277
22825,51.25212277
22826,51.25212277
22827,51.25212277
22828,54.7997601
22829,54.7997601
22830,54.7997601
22831,54.7997601
22832,118.7304913
22833,118.7304913
22834,118.7304913
22835,118.7304913
22836,86.67972629
22837,112.9310011
22838,99.66940483
22839,29.10339711
22840,36.26639575
22841,36.26639575
22842,36.26639575
22843,36.26639575
22844,10.93534952
22845,10.93534952
22846,10.93534952
22847,10.93534952
22848,110.1237222
22849,110.1237222
22850,110.1237222
22851,110.1237222
22852,26.22881285
22853,26.22881285
22854,26.22881285
22855,26.22881285
22856,47.66802758
22857,47.66802758
22858,47.66802758
22859,47.66802758
22860,29.00669465
22861,29.00669465
22862,29.00669465
22863,29.00669465
22864,498.1009466
22865,657.0994375
22866,228.079672
22867,166.8676901
22868,88.68732151
22869,88.68732151
22870,88.68732151
22871,88.68732151
22872,65.66933897
22873,65.66933897
22874,65.66933897
22875,65.66933897
22876,35.2427988
22877,35.2427988
22878,35.2427988
22879,35.2427988
22880,41.9466295
22881,41.9466295
22882,41.9466295
22883,41.9466295
22884,42.59828099
22885,42.59828099
22886,42.59828099
22887,42.59828099
22888,102.6693863
22889,120.2779364
22890,317.1230858
22891,60.66534006
22892,74.94666127
22893,74.94666127
22894,74.94666127
22895,74.94666127
22896,71.96023605
22897,71.96023605
22898,71.96023605
22899,71.96023605
22900,175.3660973
22901,235.2712204
22902,179.7647654
22903,190.0027087
22904,100.5530719
22905,100.5530719
22906,100.5530719
22907,100.5530719
22908,563.1877563
22909,654.0116745
22910,267.9786528
22911,404.4454204
22912,1071.933348
22913,400.7355037
22914,517.820468
22915,135.6738579
22916,111.222871
22917,111.222871
22918,111.222871
22919,111.222871
22920,261.5646872
22921,327.6027635
22922,195.2328076
22923,58.39328293
22924,110.5663629
22925,132.6973806
22926,106.7753949
22927,119.2393083
22928,378.1658849
22929,692.7022352
22930,388.0470826
22931,833.9265792
22932,100.6152613
22933,100.6152613
22934,100.6152613
22935,100.6152613
22936,42.99627939
22937,42.99627939
22938,42.99627939
22939,42.99627939
22940,107.7978509
22941,107.7978509
22942,107.7978509
22943,107.7978509
22944,51.34676261
22945,51.34676261
22946,51.34676261
22947,51.34676261
22948,33.74817122
22949,100.7472919
22950,16.5692834
22951,54.28382953
22952,248.8464696
22953,196.6551496
22954,128.0389237
22955,135.9265621
22956,23.07766312
22957,23.07766312
22958,23.07766312
22959,23.07766312
22960,85.44689333
22961,85.44689333
22962,85.44689333
22963,85.44689333
22964,62.34696555
22965,62.34696555
22966,62.34696555
22967,62.34696555
22968,50.4940555
22969,50.4940555
22970,50.4940555
22971,50.4940555
22972,16.88061146
22973,16.88061146
22974,16.88061146
22975,16.88061146
22976,93.31413687
22977,73.64998631
22978,250.6942647
22979,48.72308409
22980,106.9837737
22981,185.8541683
22982,293.5753882
22983,165.6976419
22984,16.97189021
22985,16.97189021
22986,16.97189021
22987,16.97189021
22988,109.8750641
22989,109.8750641
22990,109.8750641
22991,109.8750641
22992,45.26009202
22993,45.26009202
22994,45.26009202
22995,45.26009202
22996,212.6631173
22997,737.9614191
22998,259.3209978
22999,965.0703002
23000,27.38563892
23001,27.38563892
23002,27.38563892
23003,27.38563892
23004,142.5411228
23005,142.5411228
23006,142.5411228
23007,142.5411228
23008,97.46267162
23009,150.6772953
23010,189.9334933
23011,145.4428536
23012,85.76801047
23013,85.76801047
23014,85.76801047
23015,85.76801047
23016,73.84709359
23017,73.84709359
23018,73.84709359
23019,73.84709359
23020,218.4135439
23021,102.3822239
23022,247.7890184
23023,285.6092919
23024,23.51045529
23025,23.51045529
23026,23.51045529
23027,23.51045529
23028,73.3817939
23029,73.3817939
23030,73.3817939
23031,73.3817939
23032,92.50765895
23033,152.8549462
23034,70.89032532
23035,89.76850042
23036,60.14239166
23037,60.14239166
23038,60.14239166
23039,60.14239166
23040,110.2710193
23041,90.09250191
23042,72.51324025
23043,155.9436841
23044,28.41054365
23045,28.41054365
23046,28.41054365
23047,28.41054365
23048,282.2375491
23049,286.1487714
23050,408.4497478
23051,173.8738832
23052,73.5247158
23053,73.5247158
23054,73.5247158
23055,73.5247158
23056,23.55102652
23057,23.55102652
23058,23.55102652
23059,23.55102652
23060,15.2866024
23061,15.2866024
23062,15.2866024
23063,15.2866024
23064,280.7257484
23065,442.4679213
23066,355.7509089
23067,623.5882131
23068,50.45615604
23069,50.45615604
23070,50.45615604
23071,50.45615604
23072,54.5610985
23073,54.5610985
23074,54.5610985
23075,54.5610985
23076,140.5898377
23077,140.5898377
23078,140.5898377
23079,140.5898377
23080,0.0
23081,0.0
23082,0.0
23083,0.0
23084,27.91401445
23085,27.91401445
23086,27.91401445
23087,27.91401445
23088,120.8559297
23089,305.7002827
23090,111.6709365
23091,434.0145197
23092,63.66273099
23093,26.9668113
23094,41.98865556
23095,172.6253853
23096,78.12453616
23097,78.12453616
23098,78.12453616
23099,78.12453616
23100,132.5851642
23101,132.5851642
23102,132.5851642
23103,132.5851642
23104,0.0
23105,0.0
23106,0.0
23107,0.0
23108,56.33670827
23109,56.33670827
23110,56.33670827
23111,56.33670827
23112,120.7397092
23113,77.21813629
23114,116.3724371
23115,61.44575961
23116,65.28042047
23117,65.28042047
23118,65.28042047
23119,65.28042047
23120,106.0972691
23121,143.0081569
23122,822.261709
23123,720.6008769
23124,17.00375485
23125,17.00375485
23126,17.00375485
23127,17.00375485
23128,113.8990301
23129,64.38966091
23130,31.98790193
23131,63.73281157
23132,34.53306566
23133,34.53306566
23134,34.53306566
23135,34.53306566
23136,86.02183951
23137,114.0511277
23138,65.36994684
23139,32.85727482
23140,27.01562855
23141,27.01562855
23142,27.01562855
23143,27.01562855
23144,40.49479816
23145,60.40801475
23146,203.4978078
23147,127.4288551
23148,62.63453254
23149,62.63453254
23150,62.63453254
23151,62.63453254
23152,59.07493417
23153,59.07493417
23154,59.07493417
23155,59.07493417
23156,101.6228678
23157,128.0104061
23158,256.2800287
23159,101.7796504
23160,124.4805305
23161,124.4805305
23162,124.4805305
23163,124.4805305
23164,96.67461218
23165,96.67461218
23166,96.67461218
23167,96.67461218
23168,161.3963818
23169,161.3963818
23170,161.3963818
23171,161.3963818
23172,58.8181099
23173,58.8181099
23174,58.8181099
23175,58.8181099
23176,87.24667391
23177,29.86729602
23178,60.49565057
23179,13.83648532
23180,63.41997657
23181,63.41997657
23182,63.41997657
23183,63.41997657
23184,36.96023015
23185,36.96023015
23186,36.96023015
23187,36.96023015
23188,135.3638617
23189,37.82329066
23190,111.5243215
23191,189.315258
23192,244.9853905
23193,440.1429756
23194,405.2822858
23195,502.9986392
23196,39.97234594
23197,39.97234594
23198,39.97234594
23199,39.97234594
23200,185.1482383
23201,78.72131703
23202,162.1348455
23203,47.91741297
23204,36.99855863
23205,36.99855863
23206,36.99855863
23207,36.99855863
23208,37.65329193
23209,37.65329193
23210,37.65329193
23211,37.65329193
23212,159.3816689
23213,314.0293402
23214,75.19833032
23215,281.4127083
23216,430.2033587
23217,227.1647916
23218,237.0242771
23219,159.5332637
23220,89.04896582
23221,89.04896582
23222,89.04896582
23223,89.04896582
23224,116.220628
23225,116.220628
23226,116.220628
23227,116.220628
23228,137.1532503
23229,31.32431888
23230,40.92745546
23231,38.60167161
23232,99.06971771
23233,201.3411983
23234,588.7086469
23235,222.288976
23236,178.041964
23237,134.4625435
23238,129.1737512
23239,126.2544787
23240,32.09821231
23241,32.09821231
23242,32.09821231
23243,32.09821231
23244,78.80349008
23245,78.80349008
23246,78.80349008
23247,78.80349008
23248,68.23007882
23249,68.23007882
23250,68.23007882
23251,68.23007882
23252,42.25424403
23253,42.25424403
23254,42.25424403
23255,42.25424403
23256,101.4739432
23257,316.8304019
23258,272.4691739
23259,170.2200642
23260,50.42191729
23261,50.42191729
23262,50.42191729
23263,50.42191729
23264,206.8490854
23265,132.0002418
23266,97.63378974
23267,24.62247513
23268,67.97003479
23269,67.97003479
23270,67.97003479
23271,67.97003479
23272,27.40160668
23273,27.40160668
23274,27.40160668
23275,27.40160668
23276,65.36942552
23277,65.36942552
23278,65.36942552
23279,65.36942552
23280,38.654599
23281,38.654599
23282,38.654599
23283,38.654599
23284,294.6595305
23285,439.9560469
23286,54.84732767
23287,85.04512097
23288,51.22271302
23289,51.22271302
23290,51.22271302
23291,51.22271302
23292,71.72810996
23293,71.72810996
23294,71.72810996
23295,71.72810996
23296,40.91511055
23297,40.91511055
23298,40.91511055
23299,40.91511055
23300,127.0378004
23301,127.0378004
23302,127.0378004
23303,127.0378004
23304,19.02966878
23305,19.02966878
23306,19.02966878
23307,19.02966878
23308,12.75196974
23309,12.75196974
23310,12.75196974
23311,12.75196974
23312,55.01412861
23313,23.6315352
23314,23.36996476
23315,106.777124
23316,15.95634479
23317,15.95634479
23318,15.95634479
23319,15.95634479
23320,495.4815304
23321,150.8497394
23322,152.8886863
23323,163.5489182
23324,28.090525
23325,28.090525
23326,28.090525
23327,28.090525
23328,110.6578699
23329,110.6578699
23330,110.6578699
23331,110.6578699
23332,153.5482464
23333,565.3913963
23334,410.9864504
23335,65.48568287
23336,85.21720619
23337,85.21720619
23338,85.21720619
23339,85.21720619
23340,401.8814749
23341,23.72595199
23342,193.7875589
23343,78.5639142
23344,38.32647707
23345,38.32647707
23346,38.32647707
23347,38.32647707
23348,48.40217195
23349,44.91567127
23350,96.6222961
23351,108.249694
23352,20.85121477
23353,20.85121477
23354,20.85121477
23355,20.85121477
23356,81.04299873
23357,81.04299873
23358,81.04299873
23359,81.04299873
23360,267.2700115
23361,210.8979804
23362,662.0636136
23363,71.91025553
23364,28.02706878
23365,28.02706878
23366,28.02706878
23367,28.02706878
23368,56.73897457
23369,56.73897457
23370,56.73897457
23371,56.73897457
23372,71.93764975
23373,71.93764975
23374,71.93764975
23375,71.93764975
23376,75.63625939
23377,75.63625939
23378,75.63625939
23379,75.63625939
23380,324.3986387
23381,134.1130095
23382,229.283355
23383,157.1104561
23384,16.36551496
23385,16.36551496
23386,16.36551496
23387,16.36551496
23388,46.96833013
23389,46.96833013
23390,46.96833013
23391,46.96833013
23392,186.3645836
23393,203.1565081
23394,35.61752222
23395,13.76546675
23396,143.1294474
23397,223.9350725
23398,789.7098725
23399,1377.170635
23400,699.7639894
23401,77.9856521
23402,804.2395192
23403,179.7033211
23404,39.37383352
23405,21.22339011
23406,45.35892031
23407,89.93666702
23408,30.74888772
23409,30.74888772
23410,30.74888772
23411,30.74888772
23412,37.58032928
23413,37.58032928
23414,37.58032928
23415,37.58032928
23416,13.28714711
23417,13.28714711
23418,13.28714711
23419,13.28714711
23420,180.4460986
23421,165.7113349
23422,38.12960032
23423,45.59189125
23424,51.23779957
23425,51.23779957
23426,51.23779957
23427,51.23779957
23428,193.028569
23429,74.0545773
23430,60.4281144
23431,73.29949592
23432,201.4247709
23433,201.4247709
23434,201.4247709
23435,201.4247709
23436,35.44266214
23437,35.44266214
23438,35.44266214
23439,35.44266214
23440,18.39131513
23441,18.39131513
23442,18.39131513
23443,18.39131513
23444,30.25929884
23445,30.25929884
23446,30.25929884
23447,30.25929884
23448,517.7248971
23449,553.6634493
23450,205.4183756
23451,368.728334
23452,70.15318622
23453,70.15318622
23454,70.15318622
23455,70.15318622
23456,28.5126196
23457,28.5126196
23458,28.5126196
23459,28.5126196
23460,214.9968084
23461,612.4265152
23462,412.3061309
23463,200.5068908
23464,46.18726257
23465,204.3859646
23466,63.05208947
23467,289.9695625
23468,51.1993736
23469,51.1993736
23470,51.1993736
23471,51.1993736
23472,98.72222024
23473,98.72222024
23474,98.72222024
23475,98.72222024
23476,0.0
23477,0.0
23478,0.0
23479,0.0
23480,76.02022645
23481,265.6937656
23482,298.1034217
23483,407.3675083
23484,315.8493843
23485,256.421895
23486,360.7779492
23487,273.82451
23488,62.78507954
23489,119.6911338
23490,98.77285755
23491,17.42665507
23492,61.10881016
23493,61.10881016
23494,61.10881016
23495,61.10881016
23496,50.14942719
23497,50.14942719
23498,50.14942719
23499,50.14942719
23500,98.99265801
23501,98.99265801
23502,98.99265801
23503,98.99265801
23504,61.10421481
23505,61.10421481
23506,61.10421481
23507,61.10421481
23508,42.95940658
23509,42.95940658
23510,42.95940658
23511,42.95940658
23512,79.26041941
23513,79.26041941
23514,79.26041941
23515,79.26041941
23516,72.31004872
23517,72.31004872
23518,72.31004872
23519,72.31004872
23520,133.63144
23521,164.0284513
23522,162.2821117
23523,94.74854605
23524,49.43763648
23525,83.6808758
23526,83.7941115
23527,76.43184795
23528,105.0570516
23529,105.0570516
23530,105.0570516
23531,105.0570516
23532,163.8758704
23533,163.8758704
23534,163.8758704
23535,163.8758704
23536,80.54033276
23537,175.7816268
23538,33.98485373
23539,131.4322833
23540,124.630459
23541,319.1066004
23542,262.6034933
23543,243.1214654
23544,96.8078826
23545,96.8078826
23546,96.8078826
23547,96.8078826
23548,82.74189186
23549,82.74189186
23550,82.74189186
23551,82.74189186
23552,20.8585533
23553,20.8585533
23554,20.8585533
23555,20.8585533
23556,400.3236147
23557,362.6051037
23558,208.7188376
23559,371.4010457
23560,141.9634946
23561,141.9634946
23562,141.9634946
23563,141.9634946
23564,74.57205626
23565,74.57205626
23566,74.57205626
23567,74.57205626
23568,46.55858944
23569,43.98310503
23570,55.80811232
23571,54.08663204
23572,751.5696488
23573,100.4579337
23574,223.5088505
23575,334.86384
23576,59.07515369
23577,59.07515369
23578,59.07515369
23579,59.07515369
23580,293.0473365
23581,198.6224431
23582,156.3889698
23583,123.9716166
23584,152.1514281
23585,97.68476455
23586,86.41362989
23587,22.10850287
23588,99.73038059
23589,93.30814171
23590,12.60726806
23591,53.12381227
23592,35.69936001
23593,35.69936001
23594,35.69936001
23595,35.69936001
23596,94.86964268
23597,94.86964268
23598,94.86964268
23599,94.86964268
23600,86.1425618
23601,86.1425618
23602,86.1425618
23603,86.1425618
23604,23.0030935
23605,23.0030935
23606,23.0030935
23607,23.0030935
23608,56.3316599
23609,100.1050928
23610,90.56325202
23611,80.52804686
23612,98.47589903
23613,98.47589903
23614,98.47589903
23615,98.47589903
23616,59.50653954
23617,59.50653954
23618,59.50653954
23619,59.50653954
23620,44.92923152
23621,44.92923152
23622,44.92923152
23623,44.92923152
23624,47.66530618
23625,293.6416894
23626,159.2278429
23627,258.6435568
23628,36.12695748
23629,57.99134668
23630,26.98501338
23631,32.63403588
23632,44.79415794
23633,44.79415794
23634,44.79415794
23635,44.79415794
23636,228.6438345
23637,579.6520677
23638,480.1107572
23639,117.4892459
23640,41.40779759
23641,41.40779759
23642,41.40779759
23643,41.40779759
23644,43.22209758
23645,80.78621843
23646,49.68517174
23647,83.50764644
23648,142.0120188
23649,168.8820331
23650,309.1250878
23651,436.2282859
23652,97.18651345
23653,97.18651345
23654,97.18651345
23655,97.18651345
23656,199.8542891
23657,173.0436772
23658,203.7027846
23659,320.0450455
23660,52.49329105
23661,162.0297259
23662,83.26383116
23663,185.7855726
23664,58.73775989
23665,58.73775989
23666,58.73775989
23667,58.73775989
23668,53.9303357
23669,53.9303357
23670,53.9303357
23671,53.9303357
23672,41.97448776
23673,41.97448776
23674,41.97448776
23675,41.97448776
23676,128.2732472
23677,186.0647821
23678,40.55198518
23679,62.98040944
23680,38.73307698
23681,38.73307698
23682,38.73307698
23683,38.73307698
23684,27.79462679
23685,27.79462679
23686,27.79462679
23687,27.79462679
23688,34.59420765
23689,34.59420765
23690,34.59420765
23691,34.59420765
23692,51.17550919
23693,51.17550919
23694,51.17550919
23695,51.17550919
23696,29.4669813
23697,70.21492922
23698,37.01529911
23699,41.46990341
23700,131.1845056
23701,267.8648511
23702,201.7754569
23703,250.6770771
23704,104.8159759
23705,53.14318237
23706,133.5696327
23707,93.93438203
23708,53.6708666
23709,53.6708666
23710,53.6708666
23711,53.6708666
23712,101.0987332
23713,91.51466868
23714,102.1102268
23715,98.49337431
23716,84.44568788
23717,84.44568788
23718,84.44568788
23719,84.44568788
23720,43.50828831
23721,43.50828831
23722,43.50828831
23723,43.50828831
23724,115.5828588
23725,31.60336251
23726,230.3279503
23727,179.0597893
23728,178.5909891
23729,44.53029636
23730,350.0576815
23731,266.3559887
23732,34.93482126
23733,34.93482126
23734,34.93482126
23735,34.93482126
23736,134.2591292
23737,54.92119268
23738,83.04093016
23739,98.07511963
23740,97.97475083
23741,27.76953842
23742,72.24969989
23743,100.4743535
23744,98.47878868
23745,203.8906819
23746,76.65820682
23747,148.3389971
23748,126.5841151
23749,126.5841151
23750,126.5841151
23751,126.5841151
23752,59.12905962
23753,31.40065344
23754,87.86012223
23755,48.62310141
23756,36.41106809
23757,36.41106809
23758,36.41106809
23759,36.41106809
23760,110.7642308
23761,136.2128193
23762,140.7241851
23763,64.88425253
23764,104.6291727
23765,104.6291727
23766,104.6291727
23767,104.6291727
23768,558.0757707
23769,94.49104569
23770,124.9224729
23771,178.1906789
23772,18.63046881
23773,18.63046881
23774,18.63046881
23775,18.63046881
23776,52.04319904
23777,52.04319904
23778,52.04319904
23779,52.04319904
23780,46.20083138
23781,46.20083138
23782,46.20083138
23783,46.20083138
23784,167.2312832
23785,974.4767408
23786,291.9536682
23787,249.0322113
23788,14.63044875
23789,14.63044875
23790,14.63044875
23791,14.63044875
23792,343.5743018
23793,98.07942658
23794,206.4134371
23795,328.7060938
23796,27.667426
23797,27.667426
23798,27.667426
23799,27.667426
23800,61.54775504
23801,61.54775504
23802,61.54775504
23803,61.54775504
23804,43.45634543
23805,43.45634543
23806,43.45634543
23807,43.45634543
23808,62.7193914
23809,90.63455479
23810,42.45482498
23811,241.2524611
23812,46.66503749
23813,46.66503749
23814,46.66503749
23815,46.66503749
23816,143.4992606
23817,492.4611537
23818,700.0279107
23819,809.7378308
23820,26.93475957
23821,26.93475957
23822,26.93475957
23823,26.93475957
23824,61.47943019
23825,158.0624657
23826,145.5728907
23827,74.36734121
23828,102.1945346
23829,79.8325616
23830,44.21945332
23831,341.3157255
23832,32.68534796
23833,32.68534796
23834,32.68534796
23835,32.68534796
23836,14.19335223
23837,14.19335223
23838,14.19335223
23839,14.19335223
23840,32.36834188
23841,32.36834188
23842,32.36834188
23843,32.36834188
23844,40.58704577
23845,40.58704577
23846,40.58704577
23847,40.58704577
23848,11.17195914
23849,11.17195914
23850,11.17195914
23851,11.17195914
23852,37.99393598
23853,37.99393598
23854,37.99393598
23855,37.99393598
23856,125.9539913
23857,202.2534148
23858,42.33817394
23859,72.10928042
23860,53.30764344
23861,53.30764344
23862,53.30764344
23863,53.30764344
23864,73.28864502
23865,73.28864502
23866,73.28864502
23867,73.28864502
23868,32.16371711
23869,32.16371711
23870,32.16371711
23871,32.16371711
23872,35.31967991
23873,35.31967991
23874,35.31967991
23875,35.31967991
23876,43.61769391
23877,43.61769391
23878,43.61769391
23879,43.61769391
23880,146.2077589
23881,22.72441142
23882,11.25124986
23883,139.9420506
23884,130.7924163
23885,130.7924163
23886,130.7924163
23887,130.7924163
23888,69.84459494
23889,69.84459494
23890,69.84459494
23891,69.84459494
23892,126.3250756
23893,126.3250756
23894,126.3250756
23895,126.3250756
23896,53.89938622
23897,53.89938622
23898,53.89938622
23899,53.89938622
23900,97.75271237
23901,97.75271237
23902,97.75271237
23903,97.75271237
23904,13.68904279
23905,13.68904279
23906,13.68904279
23907,13.68904279
23908,819.1391242
23909,194.6132216
23910,170.8406521
23911,293.3437828
23912,79.09610978
23913,164.8253574
23914,203.1467366
23915,363.0794475
23916,139.8189046
23917,347.0338161
23918,68.28017461
23919,141.629913
23920,42.49924752
23921,42.49924752
23922,42.49924752
23923,42.49924752
23924,10.91777319
23925,10.91777319
23926,10.91777319
23927,10.91777319
23928,90.05661016
23929,90.05661016
23930,90.05661016
23931,90.05661016
23932,21.04935116
23933,21.04935116
23934,21.04935116
23935,21.04935116
23936,47.48350994
23937,47.48350994
23938,47.48350994
23939,47.48350994
23940,31.66045177
23941,31.66045177
23942,31.66045177
23943,31.66045177
23944,15.15732653
23945,15.15732653
23946,15.15732653
23947,15.15732653
23948,98.62830931
23949,113.6641121
23950,167.2981244
23951,265.3885289
23952,84.05880641
23953,84.05880641
23954,84.05880641
23955,84.05880641
23956,10.23798313
23957,10.23798313
23958,10.23798313
23959,10.23798313
23960,31.54426018
23961,31.54426018
23962,31.54426018
23963,31.54426018
23964,34.36335742
23965,34.36335742
23966,34.36335742
23967,34.36335742
23968,747.3353802
23969,415.1841802
23970,695.4305552
23971,168.8690993
23972,53.99590649
23973,265.8297272
23974,62.09017744
23975,83.02082549
23976,41.64125226
23977,41.64125226
23978,41.64125226
23979,41.64125226
23980,23.0960204
23981,23.0960204
23982,23.0960204
23983,23.0960204
23984,27.96053647
23985,27.96053647
23986,27.96053647
23987,27.96053647
23988,126.0103143
23989,126.0103143
23990,126.0103143
23991,126.0103143
23992,220.6383192
23993,72.19759679
23994,43.07446036
23995,114.5041632
23996,119.7183906
23997,84.7422976
23998,120.860274
23999,40.73950079
24000,33.885418
24001,33.885418
24002,33.885418
24003,33.885418
24004,64.55839158
24005,64.55839158
24006,64.55839158
24007,64.55839158
24008,89.5416833
24009,386.0189639
24010,123.8697371
24011,47.72320012
24012,18.48425231
24013,18.48425231
24014,18.48425231
24015,18.48425231
24016,186.5019084
24017,547.0288868
24018,174.4380045
24019,421.7136286
24020,92.06523179
24021,92.06523179
24022,92.06523179
24023,92.06523179
24024,46.10179783
24025,33.12043702
24026,98.49138221
24027,55.70414337
24028,21.32233378
24029,21.32233378
24030,21.32233378
24031,21.32233378
24032,150.7655005
24033,150.7655005
24034,150.7655005
24035,150.7655005
24036,54.11832492
24037,54.11832492
24038,54.11832492
24039,54.11832492
24040,43.16717872
24041,43.16717872
24042,43.16717872
24043,43.16717872
24044,91.05123767
24045,91.05123767
24046,91.05123767
24047,91.05123767
24048,0.0
24049,0.0
24050,0.0
24051,0.0
24052,25.62003603
24053,25.62003603
24054,25.62003603
24055,25.62003603
24056,16.33888852
24057,16.33888852
24058,16.33888852
24059,16.33888852
24060,97.87821116
24061,97.87821116
24062,97.87821116
24063,97.87821116
24064,40.84860614
24065,40.84860614
24066,40.84860614
24067,40.84860614
24068,89.60454072
24069,89.60454072
24070,89.60454072
24071,89.60454072
24072,675.4150625
24073,601.1986692
24074,165.6515289
24075,58.66101246
24076,39.17697631
24077,39.17697631
24078,39.17697631
24079,39.17697631
24080,41.23612785
24081,41.23612785
24082,41.23612785
24083,41.23612785
24084,50.20683918
24085,54.30651665
24086,52.73578571
24087,78.36381486
24088,32.41598893
24089,32.41598893
24090,32.41598893
24091,32.41598893
24092,22.24065748
24093,187.6323732
24094,73.5038217
24095,179.7446975
24096,57.75621317
24097,73.46059312
24098,97.32663285
24099,98.17157623
24100,19.81394024
24101,19.81394024
24102,19.81394024
24103,19.81394024
24104,81.20756646
24105,81.20756646
24106,81.20756646
24107,81.20756646
24108,12.35982243
24109,12.35982243
24110,12.35982243
24111,12.35982243
24112,25.10774722
24113,134.2881955
24114,161.0831227
24115,31.96435916
24116,135.1031096
24117,678.5898459
24118,173.2479
24119,546.390576
24120,59.45861781
24121,59.45861781
24122,59.45861781
24123,59.45861781
24124,63.93032614
24125,200.3747193
24126,33.32516239
24127,141.3374902
24128,16.39111423
24129,16.39111423
24130,16.39111423
24131,16.39111423
24132,95.83482874
24133,95.83482874
24134,95.83482874
24135,95.83482874
24136,47.69569043
24137,47.69569043
24138,47.69569043
24139,47.69569043
24140,257.2721214
24141,134.1287288
24142,120.7554425
24143,1011.324135
24144,52.65861871
24145,52.65861871
24146,52.65861871
24147,52.65861871
24148,39.63190519
24149,39.63190519
24150,39.63190519
24151,39.63190519
24152,34.07368002
24153,34.07368002
24154,34.07368002
24155,34.07368002
24156,56.72675394
24157,58.17988748
24158,69.06685509
24159,10.82094607
24160,186.5568795
24161,138.6373345
24162,34.71953964
24163,40.30550489
24164,53.18264936
24165,190.5298033
24166,101.5982601
24167,228.4173598
24168,20.38562348
24169,20.38562348
24170,20.38562348
24171,20.38562348
24172,45.8541689
24173,45.8541689
24174,45.8541689
24175,45.8541689
24176,35.37617349
24177,35.37617349
24178,35.37617349
24179,35.37617349
24180,35.44777758
24181,35.44777758
24182,35.44777758
24183,35.44777758
24184,44.9597741
24185,44.9597741
24186,44.9597741
24187,44.9597741
24188,20.00512395
24189,20.00512395
24190,20.00512395
24191,20.00512395
24192,176.5255015
24193,510.3983702
24194,267.0594569
24195,285.8033195
24196,102.1888605
24197,102.1888605
24198,102.1888605
24199,102.1888605
24200,11.55487947
24201,11.55487947
24202,11.55487947
24203,11.55487947
24204,37.9280783
24205,37.9280783
24206,37.9280783
24207,37.9280783
24208,41.67214152
24209,32.55020548
24210,95.6874425
24211,118.817741
24212,239.5646302
24213,133.8758495
24214,83.46058363
24215,99.03086056
24216,22.78630341
24217,22.78630341
24218,22.78630341
24219,22.78630341
24220,27.18510559
24221,27.18510559
24222,27.18510559
24223,27.18510559
24224,25.63566661
24225,25.63566661
24226,25.63566661
24227,25.63566661
24228,17.44599791
24229,17.44599791
24230,17.44599791
24231,17.44599791
24232,31.75452536
24233,31.75452536
24234,31.75452536
24235,31.75452536
24236,30.49952836
24237,30.49952836
24238,30.49952836
24239,30.49952836
24240,39.11062873
24241,39.11062873
24242,39.11062873
24243,39.11062873
24244,278.0176626
24245,198.2378493
24246,135.5842075
24247,92.19915768
24248,83.2498576
24249,102.460298
24250,93.94989373
24251,185.2612502
24252,29.61703488
24253,29.61703488
24254,29.61703488
24255,29.61703488
24256,22.06877965
24257,22.06877965
24258,22.06877965
24259,22.06877965
24260,20.02023773
24261,20.02023773
24262,20.02023773
24263,20.02023773
24264,70.24430294
24265,172.0790407
24266,49.53894233
24267,301.109824
24268,45.28252739
24269,45.28252739
24270,45.28252739
24271,45.28252739
24272,243.2544541
24273,201.3856574
24274,148.7991222
24275,238.1980917
24276,43.66029687
24277,40.26989729
24278,451.3337907
24279,359.391075
24280,78.17593521
24281,78.17593521
24282,78.17593521
24283,78.17593521
24284,0.0
24285,0.0
24286,0.0
24287,0.0
24288,124.705628
24289,124.705628
24290,124.705628
24291,124.705628
24292,65.61307203
24293,65.61307203
24294,65.61307203
24295,65.61307203
24296,203.8967296
24297,89.74896162
24298,197.9067399
24299,170.1992237
24300,693.9934614
24301,479.9547754
24302,132.9903747
24303,438.4823084
24304,72.46496843
24305,71.12617072
24306,62.23175598
24307,69.21060223
24308,107.2701467
24309,107.2701467
24310,107.2701467
24311,107.2701467
24312,97.80599475
24313,97.80599475
24314,97.80599475
24315,97.80599475
24316,47.98814856
24317,47.98814856
24318,47.98814856
24319,47.98814856
24320,48.80114451
24321,53.44965974
24322,119.3665591
24323,105.3570258
24324,25.02405939
24325,25.02405939
24326,25.02405939
24327,25.02405939
24328,46.61138423
24329,46.61138423
24330,46.61138423
24331,46.61138423
