,Changed_Credit_Limit
43277,1.61
43278,1.61
43279,1.61
43280,11.5
43281,11.5
43282,11.5
43283,11.5
43284,18.08
43285,18.08
43286,18.08
43287,18.08
43288,5.36
43289,5.36
43290,5.36
43291,5.36
43292,3.04
43293,0.04
43294,3.04
43295,3.04
43296,11.95
43297,11.95
43298,11.95
43299,11.95
43300,17.92
43301,18.92
43302,17.92
43303,17.92
43304,15.02
43305,18.02
43306,15.02
43307,15.02
43308,3.18
43309,3.18
43310,3.18
43311,3.18
43312,4.77
43313,4.77
43314,8.77
43315,9.77
43316,8.87
43317,8.87
43318,8.87
43319,8.87
43320,9.89
43321,9.89
43322,9.89
43323,9.89
43324,9.69
43325,15.69
43326,9.69
43327,8.69
43328,7.62
43329,5.62
43330,7.62
43331,10.62
43332,9.92
43333,9.92
43334,9.92
43335,9.92
43336,21.65
43337,21.65
43338,21.65
43339,21.65
43340,10.92
43341,10.92
43342,7.92
43343,4.92
43344,6.28
43345,6.28
43346,6.28
43347,6.28
43348,8.78
43349,11.78
43350,14.78
43351,8.78
43352,3.88
43353,3.88
43354,3.88
43355,3.88
43356,9.18
43357,11.18
43358,11.18
43359,11.18
43360,27.97
43361,27.97
43362,27.97
43363,27.97
43364,3.01
43365,5.01
43366,10.01
43367,7.01
43368,10.27
43369,10.27
43370,10.27
43371,10.27
43372,8.72
43373,8.72
43374,8.72
43375,8.72
43376,10.68
43377,10.68
43378,17.68
43379,10.68
43380,18.78
43381,22.78
43382,18.78
43383,18.78
43384,3.57
43385,3.57
43386,3.57
43387,3.57
43388,32.05
43389,28.05
43390,32.05
43391,28.05
43392,12.25
43393,9.25
43394,12.25
43395,12.25
43396,17.33
43397,22.33
43398,17.33
43399,11.33
43400,5.11
43401,5.11
43402,5.11
43403,4.11
43404,17.05
43405,17.05
43406,17.05
43407,17.05
43408,1.63
43409,1.63
43410,1.63
43411,1.63
43412,19.11
43413,19.11
43414,24.11
43415,19.11
43416,6.44
43417,6.44
43418,6.44
43419,6.44
43420,6.85
43421,6.85
43422,6.85
43423,6.85
43424,4.21
43425,4.21
43426,4.21
43427,4.21
43428,5.32
43429,5.32
43430,5.32
43431,5.32
43432,1.39
43433,1.39
43434,1.39
43435,1.39
43436,13.08
43437,7.08
43438,7.08
43439,7.08
43440,13.33
43441,13.33
43442,13.33
43443,13.33
43444,26.08
43445,26.08
43446,26.08
43447,26.08
43448,0.69
43449,0.69
43450,0.69
43451,2.69
43452,13.61
43453,13.61
43454,13.61
43455,13.61
43456,5.14
43457,5.14
43458,5.14
43459,5.14
43460,27.26
43461,27.26
43462,27.26
43463,24.26
43464,10.97
43465,10.97
43466,10.97
43467,10.97
43468,8.53
43469,8.53
43470,8.53
43471,8.53
43472,3.17
43473,3.17
43474,3.17
43475,3.17
43476,0.67
43477,0.67
43478,0.67
43479,0.67
43480,10.43
43481,10.43
43482,10.43
43483,10.43
43484,11.61
43485,17.61
43486,17.61
43487,17.61
43488,20.28
43489,20.28
43490,20.28
43491,20.28
43492,1.18
43493,1.18
43494,1.18
43495,1.18
43496,15.54
43497,17.54
43498,10.54
43499,10.54
43500,2.59
43501,2.59
43502,2.59
43503,2.59
43504,6.33
43505,1.33
43506,1.33
43507,1.33
43508,18.34
43509,20.34
43510,18.34
43511,18.34
43512,7.74
43513,7.74
43514,7.74
43515,7.74
43516,8.01
43517,10.01
43518,8.01
43519,8.01
43520,7.59
43521,7.59
43522,7.59
43523,7.59
43524,7.91
43525,7.91
43526,7.91
43527,0.91
43528,11.96
43529,11.96
43530,11.96
43531,11.96
43532,12.24
43533,13.24
43534,13.24
43535,13.24
43536,11.5
43537,11.5
43538,13.5
43539,11.5
43540,9.52
43541,9.52
43542,9.52
43543,9.52
43544,24.71
43545,24.71
43546,24.71
43547,24.71
43548,19.69
43549,18.69
43550,18.69
43551,13.69
43552,11.49
43553,11.49
43554,11.49
43555,11.49
43556,9.41
43557,9.41
43558,9.41
43559,7.41
43560,2.59
43561,2.59
43562,2.59
43563,2.59
43564,19.81
43565,21.81
43566,15.81
43567,15.81
43568,7.58
43569,7.58
43570,7.58
43571,7.58
43572,8.19
43573,8.19
43574,8.19
43575,5.19
43576,18.14
43577,18.14
43578,18.14
43579,18.14
43580,12.35
43581,8.35
43582,8.35
43583,8.35
43584,12.22
43585,12.22
43586,12.22
43587,12.22
43588,16.88
43589,11.88
43590,18.88
43591,18.88
43592,11.95
43593,11.95
43594,11.95
43595,11.95
43596,16.76
43597,16.76
43598,16.76
43599,16.76
43600,18.45
43601,18.45
43602,18.45
43603,18.45
43604,11.11
43605,11.11
43606,11.11
43607,11.11
43608,18.88
43609,16.88
43610,11.88
43611,18.88
43612,15.68
43613,15.68
43614,17.68
43615,15.68
43616,5.67
43617,0.67
43618,5.67
43619,5.67
43620,1.33
43621,1.33
43622,1.33
43623,1.33
43624,4.25
43625,4.25
43626,4.25
43627,4.25
43628,1.45
43629,1.45
43630,1.45
43631,1.45
43632,4.64
43633,4.64
43634,4.64
43635,4.64
43636,3.6
43637,3.6
43638,3.6
43639,3.6
43640,1.19
43641,1.19
43642,1.19
43643,1.19
43644,2.98
43645,2.98
43646,2.98
43647,2.98
43648,4.22
43649,4.22
43650,4.22
43651,4.22
43652,7.24
43653,7.24
43654,7.24
43655,7.24
43656,13.74
43657,6.74
43658,13.74
43659,13.74
43660,5.82
43661,5.82
43662,5.82
43663,5.82
43664,4.05
43665,3.05
43666,4.05
43667,4.05
43668,16.99
43669,16.99
43670,16.99
43671,16.99
43672,8.38
43673,8.38
43674,8.38
43675,8.38
43676,3.35
43677,3.35
43678,3.35
43679,3.35
43680,17.4
43681,17.4
43682,17.4
43683,11.4
43684,9.55
43685,9.55
43686,9.55
43687,9.55
43688,10.67
43689,10.67
43690,10.67
43691,10.67
43692,6.69
43693,6.69
43694,10.69
43695,6.69
43696,3.5
43697,3.5
43698,3.5
43699,3.5
43700,11.66
43701,11.66
43702,11.66
43703,11.66
43704,23.91
43705,22.91
43706,23.91
43707,23.91
43708,9.73
43709,9.73
43710,12.73
43711,9.73
43712,15.02
43713,19.02
43714,15.02
43715,15.02
43716,9.0
43717,11.0
43718,11.0
43719,11.0
43720,8.7
43721,8.7
43722,8.7
43723,8.7
43724,14.61
43725,14.61
43726,14.61
43727,15.61
43728,18.34
43729,18.34
43730,18.34
43731,18.34
43732,6.2
43733,6.2
43734,6.2
43735,8.2
43736,7.88
43737,7.88
43738,7.88
43739,7.88
43740,3.03
43741,3.03
43742,9.03
43743,3.03
43744,2.33
43745,2.33
43746,2.33
43747,2.33
43748,16.42
43749,16.42
43750,16.42
43751,16.42
43752,10.38
43753,10.38
43754,10.38
43755,10.38
43756,12.62
43757,12.62
43758,12.62
43759,12.62
43760,2.31
43761,2.31
43762,2.31
43763,2.31
43764,0.76
43765,0.76
43766,0.76
43767,0.76
43768,18.52
43769,18.52
43770,18.52
43771,18.52
43772,9.02
43773,9.02
43774,9.02
43775,12.02
43776,18.51
43777,18.51
43778,18.51
43779,18.51
43780,4.73
43781,4.73
43782,4.73
43783,4.73
43784,4.83
43785,4.83
43786,4.83
43787,4.83
43788,17.29
43789,5.29
43790,11.29
43791,12.29
43792,1.81
43793,1.81
43794,1.81
43795,1.81
43796,5.54
43797,5.54
43798,5.54
43799,5.54
43800,9.63
43801,9.63
43802,9.63
43803,9.63
43804,3.7
43805,3.7
43806,3.7
43807,4.7
43808,12.53
43809,12.53
43810,12.53
43811,12.53
43812,1.14
43813,1.14
43814,1.14
43815,1.14
43816,9.89
43817,16.89
43818,9.89
43819,9.89
43820,4.38
43821,4.38
43822,4.38
43823,4.38
43824,9.02
43825,9.02
43826,9.02
43827,9.02
43828,6.14
43829,6.14
43830,6.14
43831,6.14
43832,2.79
43833,2.79
43834,2.79
43835,2.79
43836,1.63
43837,1.63
43838,1.63
43839,1.63
43840,12.29
43841,15.29
43842,12.29
43843,12.29
43844,1.3
43845,1.3
43846,1.3
43847,1.3
43848,23.6
43849,21.6
43850,23.6
43851,23.6
43852,17.59
43853,17.59
43854,17.59
43855,17.59
43856,6.65
43857,6.65
43858,6.65
43859,6.65
43860,17.09
43861,17.09
43862,17.09
43863,17.09
43864,14.05
43865,14.05
43866,14.05
43867,14.05
43868,10.61
43869,11.61
43870,11.61
43871,11.61
43872,23.54
43873,23.54
43874,23.54
43875,23.54
43876,17.7
43877,17.7
43878,19.7
43879,17.7
43880,2.25
43881,2.25
43882,2.25
43883,2.25
43884,8.89
43885,8.89
43886,8.89
43887,8.89
43888,14.36
43889,24.36
43890,17.36
43891,12.36
43892,9.61
43893,9.61
43894,7.61
43895,9.61
43896,19.83
43897,20.83
43898,15.83
43899,15.83
43900,19.02
43901,15.02
43902,15.02
43903,15.02
43904,9.99
43905,9.99
43906,9.99
43907,9.99
43908,3.99
43909,3.99
43910,3.99
43911,3.99
43912,14.52
43913,9.52
43914,9.52
43915,10.52
43916,8.48
43917,8.48
43918,8.48
43919,8.48
43920,11.86
43921,11.86
43922,11.86
43923,11.86
43924,16.55
43925,16.55
43926,16.55
43927,16.55
43928,9.72
43929,9.72
43930,9.72
43931,9.72
43932,11.7
43933,11.7
43934,11.7
43935,11.7
43936,10.37
43937,10.37
43938,10.37
43939,10.37
43940,1.26
43941,1.26
43942,1.26
43943,1.26
43944,9.51
43945,9.51
43946,9.51
43947,9.51
43948,1.17
43949,1.17
43950,1.17
43951,1.17
43952,4.19
43953,4.19
43954,4.19
43955,4.19
43956,17.55
43957,11.55
43958,11.55
43959,11.55
43960,8.3
43961,8.3
43962,8.3
43963,8.3
43964,6.44
43965,6.44
43966,6.44
43967,6.44
43968,9.38
43969,9.38
43970,15.38
43971,9.38
43972,4.95
43973,4.95
43974,4.95
43975,4.95
43976,0.98
43977,0.98
43978,0.98
43979,0.98
43980,16.84
43981,17.84
43982,17.84
43983,17.84
43984,8.99
43985,5.99
43986,8.99
43987,8.99
43988,10.51
43989,10.51
43990,10.51
43991,10.51
43992,3.04
43993,3.04
43994,3.04
43995,3.04
43996,13.69
43997,18.69
43998,8.69
43999,13.69
44000,7.35
44001,7.35
44002,10.35
44003,11.35
44004,9.18
44005,9.18
44006,9.18
44007,9.18
44008,13.66
44009,13.66
44010,13.66
44011,13.66
44012,9.42
44013,9.42
44014,9.42
44015,9.42
44016,8.65
44017,8.65
44018,8.65
44019,8.65
44020,16.54
44021,16.54
44022,16.54
44023,16.54
44024,11.28
44025,11.28
44026,11.28
44027,11.28
44028,6.34
44029,6.34
44030,7.34
44031,6.34
44032,17.11
44033,17.11
44034,17.11
44035,17.11
44036,11.02
44037,11.02
44038,11.02
44039,11.02
44040,4.19
44041,4.19
44042,4.19
44043,4.19
44044,11.16
44045,5.16
44046,5.16
44047,1.16
44048,8.03
44049,8.03
44050,8.03
44051,8.03
44052,4.77
44053,4.77
44054,4.77
44055,4.77
44056,18.59
44057,22.59
44058,18.59
44059,18.59
44060,6.87
44061,6.87
44062,6.87
44063,6.87
44064,15.29
44065,9.29
44066,9.29
44067,9.29
44068,16.34
44069,16.34
44070,16.34
44071,16.34
44072,18.92
44073,24.92
44074,18.92
44075,18.92
44076,13.66
44077,13.66
44078,13.66
44079,13.66
44080,10.98
44081,9.98
44082,10.98
44083,5.98
44084,19.92
44085,21.92
44086,19.92
44087,19.92
44088,7.02
44089,7.02
44090,7.02
44091,7.02
44092,11.31
44093,11.31
44094,11.31
44095,11.31
44096,22.06
44097,25.06
44098,19.06
44099,25.06
44100,16.24
44101,16.24
44102,16.24
44103,21.24
44104,26.71
44105,26.71
44106,26.71
44107,26.71
44108,17.37
44109,17.37
44110,17.37
44111,17.37
44112,18.72
44113,18.72
44114,18.72
44115,18.72
44116,12.81
44117,8.81
44118,12.81
44119,12.81
44120,23.25
44121,23.25
44122,23.25
44123,23.25
44124,11.83
44125,11.83
44126,11.83
44127,11.83
44128,10.81
44129,10.81
44130,10.81
44131,10.81
44132,11.0
44133,11.0
44134,11.0
44135,11.0
44136,7.54
44137,7.54
44138,7.54
44139,7.54
44140,15.62
44141,15.62
44142,15.62
44143,15.62
44144,7.65
44145,7.65
44146,6.65
44147,8.65
44148,17.64
44149,17.64
44150,17.64
44151,20.64
44152,5.39
44153,5.39
44154,5.39
44155,5.39
44156,9.78
44157,9.78
44158,9.78
44159,9.78
44160,11.2
44161,11.2
44162,11.2
44163,11.2
44164,1.51
44165,1.51
44166,1.51
44167,1.51
44168,15.27
44169,15.27
44170,15.27
44171,15.27
44172,8.35
44173,8.35
44174,8.35
44175,5.35
44176,15.09
44177,15.09
44178,15.09
44179,15.09
44180,9.08
44181,9.08
44182,9.08
44183,9.08
44184,1.73
44185,1.73
44186,1.73
44187,1.73
44188,11.37
44189,11.37
44190,11.37
44191,11.37
44192,3.96
44193,3.96
44194,3.96
44195,3.96
44196,9.31
44197,9.31
44198,6.31
44199,9.31
44200,10.89
44201,0.89
44202,7.89
44203,7.89
44204,25.92
44205,19.92
44206,19.92
44207,19.92
44208,1.47
44209,1.47
44210,1.47
44211,1.47
44212,10.54
44213,10.54
44214,10.54
44215,10.54
44216,3.55
44217,3.55
44218,3.55
44219,3.55
44220,7.37
44221,7.37
44222,7.37
44223,7.37
44224,9.42
44225,9.42
44226,9.42
44227,9.42
44228,7.97
44229,7.97
44230,7.97
44231,7.97
44232,7.4
44233,7.4
44234,7.4
44235,7.4
44236,7.15
44237,7.15
44238,7.15
44239,12.15
44240,1.12
44241,1.12
44242,1.12
44243,1.12
44244,4.86
44245,4.86
44246,4.86
44247,4.86
44248,7.45
44249,7.45
44250,7.45
44251,7.45
44252,10.62
44253,10.62
44254,4.62
44255,10.62
44256,17.48
44257,17.48
44258,17.48
44259,17.48
44260,25.98
44261,22.98
44262,22.98
44263,23.98
44264,6.99
44265,1.99
44266,6.99
44267,6.99
44268,14.47
44269,14.47
44270,16.47
44271,8.47
44272,7.44
44273,7.44
44274,7.44
44275,7.44
44276,6.29
44277,5.29
44278,5.29
44279,5.29
44280,5.62
44281,5.62
44282,5.62
44283,5.62
44284,9.26
44285,9.26
44286,7.26
44287,9.26
44288,11.04
44289,11.04
44290,11.04
44291,11.04
44292,26.51
44293,27.51
44294,27.51
44295,27.51
44296,5.41
44297,5.41
44298,5.41
44299,5.41
44300,12.93
44301,12.93
44302,12.93
44303,12.93
44304,29.98
44305,29.98
44306,29.98
44307,29.98
44308,11.61
44309,12.61
44310,12.61
44311,12.61
44312,9.94
44313,9.94
44314,9.94
44315,9.94
44316,11.17
44317,11.17
44318,11.17
44319,11.17
44320,15.58
44321,15.58
44322,15.58
44323,15.58
44324,1.46
44325,1.46
44326,1.46
44327,1.46
44328,3.67
44329,3.67
44330,3.67
44331,3.67
44332,8.61
44333,8.61
44334,8.61
44335,8.61
44336,12.8
44337,8.8
44338,1.8
44339,8.8
44340,10.8
44341,10.8
44342,10.8
44343,10.8
44344,12.02
44345,12.02
44346,12.02
44347,6.02
44348,5.99
44349,8.99
44350,5.99
44351,5.99
44352,8.98
44353,8.98
44354,8.98
44355,11.98
44356,7.36
44357,16.36
44358,9.36
44359,9.36
44360,7.6
44361,7.6
44362,7.6
44363,7.6
44364,4.29
44365,4.29
44366,4.29
44367,4.29
44368,25.31
44369,25.31
44370,21.31
44371,25.31
44372,6.78
44373,7.78
44374,6.78
44375,6.78
44376,2.86
44377,2.86
44378,2.86
44379,2.86
44380,7.8
44381,7.8
44382,7.8
44383,7.8
44384,5.4
44385,5.4
44386,5.4
44387,5.4
44388,14.11
44389,14.11
44390,19.11
44391,14.11
44392,7.05
44393,7.05
44394,7.05
44395,7.05
44396,7.84
44397,7.84
44398,7.84
44399,7.84
44400,7.7
44401,7.7
44402,7.7
44403,2.7
44404,28.15
44405,28.15
44406,28.15
44407,28.15
44408,2.85
44409,2.85
44410,2.85
44411,2.85
44412,1.51
44413,1.51
44414,1.51
44415,1.51
44416,17.22
44417,17.22
44418,12.22
44419,17.22
44420,7.4
44421,9.4
44422,9.4
44423,9.4
44424,11.74
44425,11.74
44426,11.74
44427,11.74
44428,16.49
44429,16.49
44430,16.49
44431,16.49
44432,21.83
44433,21.83
44434,21.83
44435,21.83
44436,18.31
44437,18.31
44438,16.31
44439,13.31
44440,11.63
44441,11.63
44442,11.63
44443,11.63
44444,0.95
44445,0.95
44446,8.95
44447,2.95
44448,4.37
44449,4.37
44450,4.37
44451,1.37
44452,4.72
44453,4.72
44454,4.72
44455,4.72
44456,5.01
44457,5.01
44458,5.01
44459,5.01
44460,8.35
44461,8.35
44462,8.35
44463,8.35
44464,7.18
44465,7.18
44466,7.18
44467,7.18
44468,14.73
44469,14.73
44470,14.73
44471,14.73
44472,9.65
44473,17.65
44474,14.65
44475,10.65
44476,11.27
44477,17.27
44478,11.27
44479,11.27
44480,3.81
44481,3.81
44482,3.81
44483,3.81
44484,9.17
44485,9.17
44486,9.17
44487,9.17
44488,10.35
44489,10.35
44490,10.35
44491,10.35
44492,3.28
44493,3.28
44494,3.28
44495,3.28
44496,5.09
44497,5.09
44498,5.09
44499,5.09
44500,29.3
44501,33.3
44502,29.3
44503,31.3
44504,22.14
44505,17.14
44506,23.14
44507,17.14
44508,2.82
44509,2.82
44510,2.82
44511,2.82
44512,11.66
44513,11.66
44514,11.66
44515,11.66
44516,8.2
44517,8.2
44518,8.2
44519,8.2
44520,11.64
44521,7.64
44522,11.64
44523,11.64
44524,5.61
44525,5.61
44526,5.61
44527,5.61
44528,11.67
44529,9.67
44530,13.67
44531,13.67
44532,5.21
44533,5.21
44534,5.21
44535,5.21
44536,10.39
44537,10.39
44538,10.39
44539,10.39
44540,27.29
44541,27.29
44542,27.29
44543,27.29
44544,10.97
44545,10.97
44546,10.97
44547,10.97
44548,1.71
44549,1.71
44550,1.71
44551,1.71
44552,13.7
44553,13.7
44554,13.7
44555,13.7
44556,2.52
44557,2.52
44558,2.52
44559,2.52
44560,18.58
44561,18.58
44562,18.58
44563,18.58
44564,10.06
44565,8.06
44566,10.06
44567,10.06
44568,16.29
44569,16.29
44570,13.29
44571,16.29
44572,9.13
44573,6.13
44574,6.13
44575,6.13
44576,3.5
44577,3.5
44578,3.5
44579,3.5
44580,8.08
44581,8.08
44582,8.08
44583,11.08
44584,11.88
44585,5.88
44586,6.88
44587,5.88
44588,8.24
44589,8.24
44590,8.24
44591,8.24
44592,6.65
44593,6.65
44594,1.65
44595,6.65
44596,10.08
44597,12.08
44598,10.08
44599,10.08
44600,12.01
44601,12.01
44602,12.01
44603,12.01
44604,2.2
44605,2.2
44606,2.2
44607,2.2
44608,11.41
44609,11.41
44610,11.41
44611,12.41
44612,4.74
44613,4.74
44614,4.74
44615,4.74
44616,16.62
44617,10.62
44618,10.62
44619,10.62
44620,1.87
44621,1.87
44622,1.87
44623,1.87
44624,17.55
44625,18.55
44626,17.55
44627,17.55
44628,2.64
44629,2.64
44630,2.64
44631,2.64
44632,8.44
44633,8.44
44634,8.44
44635,8.44
44636,2.67
44637,2.67
44638,2.67
44639,2.67
44640,28.63
44641,28.63
44642,28.63
44643,24.63
44644,5.74
44645,5.74
44646,5.74
44647,5.74
44648,24.31
44649,24.31
44650,24.31
44651,24.31
44652,3.52
44653,3.52
44654,3.52
44655,3.52
44656,19.4
44657,19.4
44658,19.4
44659,19.4
44660,17.55
44661,17.55
44662,17.55
44663,17.55
44664,5.93
44665,5.93
44666,5.93
44667,5.93
44668,22.41
44669,20.41
44670,17.41
44671,20.41
44672,9.08
44673,9.08
44674,9.08
44675,9.08
44676,5.02
44677,9.02
44678,9.02
44679,9.02
44680,1.34
44681,1.34
44682,1.34
44683,1.34
44684,18.07
44685,18.07
44686,18.07
44687,18.07
44688,7.87
44689,7.87
44690,4.87
44691,7.87
44692,11.49
44693,11.49
44694,11.49
44695,11.49
44696,8.81
44697,12.81
44698,15.81
44699,8.81
44700,5.35
44701,12.35
44702,5.35
44703,5.35
44704,7.33
44705,8.33
44706,2.33
44707,7.33
44708,26.97
44709,26.97
44710,25.97
44711,26.97
44712,0.89
44713,0.89
44714,0.89
44715,0.89
44716,8.91
44717,8.91
44718,8.91
44719,8.91
44720,0.41
44721,7.41
44722,7.41
44723,7.41
44724,10.81
44725,10.81
44726,12.81
44727,10.81
44728,5.39
44729,5.39
44730,5.39
44731,5.39
44732,9.61
44733,9.61
44734,9.61
44735,9.61
44736,16.33
44737,16.33
44738,16.33
44739,16.33
44740,9.46
44741,9.46
44742,9.46
44743,9.46
44744,10.77
44745,10.77
44746,10.77
44747,10.77
44748,9.88
44749,9.88
44750,9.88
44751,9.88
44752,5.96
44753,5.96
44754,5.96
44755,5.96
44756,8.31
44757,8.31
44758,8.31
44759,8.31
44760,5.98
44761,14.98
44762,7.98
44763,7.98
44764,17.13
44765,17.13
44766,17.13
44767,17.13
44768,8.69
44769,8.69
44770,8.69
44771,8.69
44772,8.94
44773,8.94
44774,8.94
44775,8.94
44776,18.06
44777,18.06
44778,18.06
44779,23.06
44780,14.1
44781,14.1
44782,14.1
44783,7.1
44784,18.42
44785,19.42
44786,18.42
44787,18.42
44788,25.76
44789,25.76
44790,25.76
44791,25.76
44792,12.6
44793,12.6
44794,8.6
44795,12.6
44796,9.84
44797,9.84
44798,9.84
44799,15.84
44800,21.76
44801,21.76
44802,21.76
44803,21.76
44804,5.53
44805,5.53
44806,5.53
44807,5.53
44808,15.38
44809,15.38
44810,15.38
44811,15.38
44812,9.96
44813,11.96
44814,10.96
44815,9.96
44816,9.54
44817,9.54
44818,9.54
44819,9.54
44820,7.54
44821,7.54
44822,7.54
44823,7.54
44824,12.81
44825,12.81
44826,12.81
44827,12.81
44828,29.21
44829,29.21
44830,27.21
44831,29.21
44832,3.07
44833,3.07
44834,3.07
44835,3.07
44836,10.84
44837,10.84
44838,10.84
44839,10.84
44840,28.55
44841,28.55
44842,30.55
44843,28.55
44844,7.17
44845,7.17
44846,7.17
44847,7.17
44848,2.08
44849,2.08
44850,2.08
44851,2.08
44852,10.43
44853,10.43
44854,10.43
44855,10.43
44856,10.19
44857,10.19
44858,10.19
44859,10.19
44860,11.49
44861,9.49
44862,11.49
44863,11.49
44864,2.57
44865,2.57
44866,2.57
44867,2.57
44868,13.53
44869,13.53
44870,16.53
44871,13.53
44872,2.32
44873,2.32
44874,2.32
44875,2.32
44876,6.81
44877,6.81
44878,6.81
44879,6.81
44880,24.94
44881,24.94
44882,24.94
44883,24.94
44884,22.15
44885,22.15
44886,22.15
44887,22.15
44888,1.2
44889,1.2
44890,4.2
44891,4.2
44892,12.81
44893,12.81
44894,12.81
44895,12.81
44896,5.72
44897,5.72
44898,5.72
44899,5.72
44900,19.7
44901,26.7
44902,19.7
44903,18.7
44904,7.1
44905,7.1
44906,7.1
44907,8.1
44908,15.73
44909,15.73
44910,15.73
44911,12.73
44912,14.81
44913,19.81
44914,18.81
44915,24.81
44916,4.88
44917,8.88
44918,5.88
44919,4.88
44920,7.65
44921,7.65
44922,7.65
44923,7.65
44924,3.32
44925,3.32
44926,3.32
44927,3.32
44928,24.04
44929,23.04
44930,23.04
44931,23.04
44932,3.85
44933,3.85
44934,3.85
44935,3.85
44936,1.49
44937,2.49
44938,1.49
44939,1.49
44940,4.03
44941,4.03
44942,4.03
44943,4.03
44944,10.01
44945,10.01
44946,10.01
44947,10.01
44948,1.59
44949,8.59
44950,1.59
44951,1.59
44952,19.61
44953,19.61
44954,19.61
44955,19.61
44956,14.84
44957,14.84
44958,19.84
44959,14.84
44960,14.32
44961,14.32
44962,14.32
44963,14.32
44964,20.25
44965,20.25
44966,20.25
44967,20.25
44968,6.78
44969,6.78
44970,6.78
44971,6.78
44972,4.8
44973,7.8
44974,7.8
44975,7.8
44976,16.86
44977,17.86
44978,17.86
44979,18.86
44980,11.82
44981,11.82
44982,11.82
44983,11.82
44984,10.17
44985,10.17
44986,10.17
44987,10.17
44988,7.54
44989,7.54
44990,4.54
44991,7.54
44992,5.08
44993,11.08
44994,5.08
44995,5.08
44996,11.87
44997,11.87
44998,11.87
44999,11.87
45000,11.62
45001,11.62
45002,11.62
45003,11.62
45004,14.12
45005,14.12
45006,14.12
45007,12.12
45008,16.25
45009,11.25
45010,15.25
45011,11.25
45012,4.62
45013,4.62
45014,4.62
45015,4.62
45016,25.42
45017,29.42
45018,25.42
45019,27.42
45020,12.76
45021,12.76
45022,12.76
45023,12.76
45024,19.31
45025,18.31
45026,19.31
45027,19.31
45028,17.45
45029,17.45
45030,17.45
45031,17.45
45032,17.12
45033,17.12
45034,17.12
45035,14.12
45036,6.88
45037,6.88
45038,6.88
45039,6.88
45040,7.6
45041,8.6
45042,8.6
45043,9.6
45044,14.6
45045,14.6
45046,14.6
45047,14.6
45048,18.86
45049,19.86
45050,18.86
45051,18.86
45052,9.79
45053,9.79
45054,9.79
45055,9.79
45056,13.55
45057,13.55
45058,13.55
45059,17.55
45060,6.51
45061,6.51
45062,4.51
45063,6.51
45064,11.95
45065,11.95
45066,11.95
45067,11.95
45068,7.43
45069,7.43
45070,10.43
45071,7.43
45072,9.8
45073,9.8
45074,9.8
45075,9.8
45076,10.26
45077,10.26
45078,10.26
45079,10.26
45080,13.22
45081,13.22
45082,13.22
45083,13.22
45084,7.78
45085,7.78
45086,2.78
45087,7.78
45088,2.7
45089,8.7
45090,8.7
45091,4.7
45092,6.21
45093,6.21
45094,6.21
45095,6.21
45096,11.6
45097,11.6
45098,11.6
45099,11.6
45100,11.41
45101,11.41
45102,11.41
45103,11.41
45104,15.59
45105,15.59
45106,15.59
45107,15.59
45108,10.82
45109,10.82
45110,10.82
45111,10.82
45112,7.73
45113,7.73
45114,7.73
45115,7.73
45116,9.73
45117,8.73
45118,3.73
45119,8.73
45120,11.51
45121,11.51
45122,11.51
45123,11.51
45124,18.77
45125,18.77
45126,18.77
45127,20.77
45128,5.17
45129,5.17
45130,5.17
45131,5.17
45132,2.81
45133,2.81
45134,2.81
45135,2.81
45136,26.79
45137,23.79
45138,26.79
45139,26.79
45140,13.58
45141,13.58
45142,13.58
45143,13.58
45144,1.82
45145,1.82
45146,1.82
45147,1.82
45148,8.68
45149,8.68
45150,8.68
45151,8.68
45152,3.28
45153,3.28
45154,3.28
45155,3.28
45156,4.78
45157,4.78
45158,4.78
45159,4.78
45160,11.71
45161,11.71
45162,11.71
45163,5.71
45164,7.89
45165,7.89
45166,7.89
45167,7.89
45168,24.33
45169,24.33
45170,24.33
45171,24.33
45172,16.53
45173,16.53
45174,17.53
45175,16.53
45176,12.36
45177,12.36
45178,12.36
45179,12.36
45180,14.73
45181,14.73
45182,14.73
45183,14.73
45184,10.94
45185,10.94
45186,10.94
45187,10.94
45188,21.83
45189,19.83
45190,21.83
45191,21.83
45192,5.61
45193,5.61
45194,5.61
45195,5.61
45196,3.61
45197,3.61
45198,3.61
45199,3.61
45200,10.39
45201,10.39
45202,10.39
45203,10.39
45204,20.92
45205,20.92
45206,20.92
45207,20.92
45208,6.38
45209,6.38
45210,6.38
45211,6.38
45212,1.43
45213,1.43
45214,6.43
45215,1.43
45216,3.82
45217,3.82
45218,3.82
45219,3.82
45220,10.49
45221,10.49
45222,10.49
45223,10.49
45224,15.8
45225,15.8
45226,15.8
45227,15.8
45228,7.39
45229,7.39
45230,7.39
45231,7.39
45232,16.95
45233,16.95
45234,16.95
45235,16.95
45236,12.54
45237,12.54
45238,12.54
45239,12.54
45240,9.34
45241,2.34
45242,2.34
45243,7.34
45244,8.94
45245,8.94
45246,8.94
45247,8.94
45248,10.1
45249,10.1
45250,10.1
45251,10.1
45252,2.56
45253,2.56
45254,2.56
45255,2.56
45256,15.7
45257,15.7
45258,15.7
45259,15.7
45260,17.46
45261,17.46
45262,17.46
45263,17.46
45264,6.69
45265,8.69
45266,11.69
45267,7.69
45268,10.85
45269,10.85
45270,8.85
45271,10.85
45272,13.5
45273,11.5
45274,8.5
