,Outstanding_Debt
19569,484.98
19570,484.98
19571,484.98
19572,820.04
19573,820.04
19574,820.04
19575,820.04
19576,67.23
19577,67.23
19578,67.23
19579,67.23
19580,1428.04
19581,1428.04
19582,1428.04
19583,1428.04
19584,4254.78
19585,4254.78
19586,4254.78
19587,4254.78
19588,1334.64
19589,1334.64
19590,1334.64
19591,1334.64
19592,2421.12
19593,2421.12
19594,2421.12
19595,2421.12
19596,323.93
19597,323.93
19598,323.93
19599,323.93
19600,4456.34
19601,4456.34
19602,4456.34
19603,4456.34
19604,595.2
19605,595.2
19606,595.2
19607,595.2
19608,1814.78
19609,1814.78
19610,1814.78
19611,1814.78
19612,3750.42
19613,3750.42
19614,3750.42
19615,3750.42
19616,539.96
19617,539.96
19618,539.96
19619,539.96
19620,1999.24
19621,1999.24
19622,1999.24
19623,1999.24
19624,97.99
19625,97.99
19626,97.99
19627,97.99
19628,455.29
19629,455.29
19630,455.29
19631,455.29
19632,1040.09
19633,1040.09
19634,1040.09
19635,1040.09
19636,225.86
19637,225.86
19638,225.86
19639,225.86
19640,2133.53
19641,2133.53
19642,2133.53
19643,2133.53
19644,598.51
19645,598.51
19646,598.51
19647,598.51
19648,1455.88
19649,1455.88
19650,1455.88
19651,1455.88
19652,677.68
19653,677.68
19654,677.68
19655,677.68
19656,746.19
19657,746.19
19658,746.19
19659,746.19
19660,942.71
19661,942.71
19662,942.71
19663,942.71
19664,3912.19
19665,3912.19
19666,3912.19
19667,3912.19
19668,2418.37
19669,2418.37
19670,2418.37
19671,2418.37
19672,64.53
19673,64.53
19674,64.53
19675,64.53
19676,585.77
19677,585.77
19678,585.77
19679,585.77
19680,808.8
19681,808.8
19682,808.8
19683,808.8
19684,1135.31
19685,1135.31
19686,1135.31
19687,1135.31
19688,769.51
19689,769.51
19690,769.51
19691,769.51
19692,1101.26
19693,1101.26
19694,1101.26
19695,1101.26
19696,3201.91
19697,3201.91
19698,3201.91
19699,3201.91
19700,1164.7
19701,1164.7
19702,1164.7
19703,1164.7
19704,1872.78
19705,1872.78
19706,1872.78
19707,1872.78
19708,271.61
19709,271.61
19710,271.61
19711,271.61
19712,681.54
19713,681.54
19714,681.54
19715,681.54
19716,1261.71
19717,1261.71
19718,1261.71
19719,1261.71
19720,1010.15
19721,1010.15
19722,1010.15
19723,1010.15
19724,4561.34
19725,4561.34
19726,4561.34
19727,4561.34
19728,422.72
19729,422.72
19730,422.72
19731,422.72
19732,1660.2
19733,1660.2
19734,1660.2
19735,1660.2
19736,168.33
19737,168.33
19738,168.33
19739,168.33
19740,2394.23
19741,2394.23
19742,2394.23
19743,2394.23
19744,339.17
19745,339.17
19746,339.17
19747,339.17
19748,929.04
19749,929.04
19750,929.04
19751,929.04
19752,1653.14
19753,1653.14
19754,1653.14
19755,1653.14
19756,452.2
19757,452.2
19758,452.2
19759,452.2
19760,2010.01
19761,2010.01
19762,2010.01
19763,2010.01
19764,612.93
19765,612.93
19766,612.93
19767,612.93
19768,847.11
19769,847.11
19770,847.11
19771,847.11
19772,541.7
19773,541.7
19774,541.7
19775,541.7
19776,637.25
19777,637.25
19778,637.25
19779,637.25
19780,187.05
19781,187.05
19782,187.05
19783,187.05
19784,1431.62
19785,1431.62
19786,1431.62
19787,1431.62
19788,556.73
19789,556.73
19790,556.73
19791,556.73
19792,1737.35
19793,1737.35
19794,1737.35
19795,1737.35
19796,1157.08
19797,1157.08
19798,1157.08
19799,1157.08
19800,50.19
19801,50.19
19802,50.19
19803,50.19
19804,248.58
19805,248.58
19806,248.58
19807,248.58
19808,1408.61
19809,1408.61
19810,1408.61
19811,1408.61
19812,2019.55
19813,2019.55
19814,2019.55
19815,2019.55
19816,122.92
19817,122.92
19818,122.92
19819,122.92
19820,834.0
19821,834.0
19822,834.0
19823,834.0
19824,1157.31
19825,1157.31
19826,1157.31
19827,1157.31
19828,1351.71
19829,1351.71
19830,1351.71
19831,1351.71
19832,493.42
19833,493.42
19834,493.42
19835,493.42
19836,1703.39
19837,1703.39
19838,1703.39
19839,1703.39
19840,3436.19
19841,3436.19
19842,3436.19
19843,3436.19
19844,1458.61
19845,1458.61
19846,1458.61
19847,1458.61
19848,306.23
19849,306.23
19850,306.23
19851,306.23
19852,703.05
19853,703.05
19854,703.05
19855,703.05
19856,1241.69
19857,1241.69
19858,1241.69
19859,1241.69
19860,4147.58
19861,4147.58
19862,4147.58
19863,4147.58
19864,1468.46
19865,1468.46
19866,1468.46
19867,1468.46
19868,1484.37
19869,1484.37
19870,1484.37
19871,1484.37
19872,1126.89
19873,1126.89
19874,1126.89
19875,1126.89
19876,3671.25
19877,3671.25
19878,3671.25
19879,3671.25
19880,1325.46
19881,1325.46
19882,1325.46
19883,1325.46
19884,4050.69
19885,4050.69
19886,4050.69
19887,4050.69
19888,4277.82
19889,4277.82
19890,4277.82
19891,4277.82
19892,2439.06
19893,2439.06
19894,2439.06
19895,2439.06
19896,153.48
19897,153.48
19898,153.48
19899,153.48
19900,1282.77
19901,1282.77
19902,1282.77
19903,1282.77
19904,1401.91
19905,1401.91
19906,1401.91
19907,1401.91
19908,271.88
19909,271.88
19910,271.88
19911,271.88
19912,1346.55
19913,1346.55
19914,1346.55
19915,1346.55
19916,439.94
19917,439.94
19918,439.94
19919,439.94
19920,577.79
19921,577.79
19922,577.79
19923,577.79
19924,3566.81
19925,3566.81
19926,3566.81
19927,3566.81
19928,4531.3
19929,4531.3
19930,4531.3
19931,4531.3
19932,1598.32
19933,1598.32
19934,1598.32
19935,1598.32
19936,1198.96
19937,1198.96
19938,1198.96
19939,1198.96
19940,1984.5
19941,1984.5
19942,1984.5
19943,1984.5
19944,509.8
19945,509.8
19946,509.8
19947,509.8
19948,372.17
19949,372.17
19950,372.17
19951,372.17
19952,1379.14
19953,1379.14
19954,1379.14
19955,1379.14
19956,1126.33
19957,1126.33
19958,1126.33
19959,1126.33
19960,1497.68
19961,1497.68
19962,1497.68
19963,1497.68
19964,4753.48
19965,4753.48
19966,4753.48
19967,4753.48
19968,863.63
19969,863.63
19970,863.63
19971,863.63
19972,1460.23
19973,1460.23
19974,1460.23
19975,1460.23
19976,512.05
19977,512.05
19978,512.05
19979,512.05
19980,1852.93
19981,1852.93
19982,1852.93
19983,1852.93
19984,2697.18
19985,2697.18
19986,2697.18
19987,2697.18
19988,519.01
19989,519.01
19990,519.01
19991,519.01
19992,272.6
19993,272.6
19994,272.6
19995,272.6
19996,1422.84
19997,1422.84
19998,1422.84
19999,1422.84
20000,1019.44
20001,1019.44
20002,1019.44
20003,1019.44
20004,2018.85
20005,2018.85
20006,2018.85
20007,2018.85
20008,1885.3
20009,1885.3
20010,1885.3
20011,1885.3
20012,195.62
20013,195.62
20014,195.62
20015,195.62
20016,1160.3
20017,1160.3
20018,1160.3
20019,1160.3
20020,330.7
20021,330.7
20022,330.7
20023,330.7
20024,651.27
20025,651.27
20026,651.27
20027,651.27
20028,1312.43
20029,1312.43
20030,1312.43
20031,1312.43
20032,846.65
20033,846.65
20034,846.65
20035,846.65
20036,461.03
20037,461.03
20038,461.03
20039,461.03
20040,352.92
20041,352.92
20042,352.92
20043,352.92
20044,982.38
20045,982.38
20046,982.38
20047,982.38
20048,2288.04
20049,2288.04
20050,2288.04
20051,2288.04
20052,1254.71
20053,1254.71
20054,1254.71
20055,1254.71
20056,4963.52
20057,4963.52
20058,4963.52
20059,4963.52
20060,2030.51
20061,2030.51
20062,2030.51
20063,2030.51
20064,2600.36
20065,2600.36
20066,2600.36
20067,2600.36
20068,752.86
20069,752.86
20070,752.86
20071,752.86
20072,2090.45
20073,2090.45
20074,2090.45
20075,2090.45
20076,1238.7
20077,1238.7
20078,1238.7
20079,1238.7
20080,794.93
20081,794.93
20082,794.93
20083,794.93
20084,133.99
20085,133.99
20086,133.99
20087,133.99
20088,2440.65
20089,2440.65
20090,2440.65
20091,2440.65
20092,1083.06
20093,1083.06
20094,1083.06
20095,1083.06
20096,2042.65
20097,2042.65
20098,2042.65
20099,2042.65
20100,1395.65
20101,1395.65
20102,1395.65
20103,1395.65
20104,4358.08
20105,4358.08
20106,4358.08
20107,4358.08
20108,781.34
20109,781.34
20110,781.34
20111,781.34
20112,843.59
20113,843.59
20114,843.59
20115,843.59
20116,1462.95
20117,1462.95
20118,1462.95
20119,1462.95
20120,750.39
20121,750.39
20122,750.39
20123,750.39
20124,1945.03
20125,1945.03
20126,1945.03
20127,1945.03
20128,37.71
20129,37.71
20130,37.71
20131,37.71
20132,427.59
20133,427.59
20134,427.59
20135,427.59
20136,1651.16
20137,1651.16
20138,1651.16
20139,1651.16
20140,2329.29
20141,2329.29
20142,2329.29
20143,2329.29
20144,1020.69
20145,1020.69
20146,1020.69
20147,1020.69
20148,3370.74
20149,3370.74
20150,3370.74
20151,3370.74
20152,2882.5
20153,2882.5
20154,2882.5
20155,2882.5
20156,469.99
20157,469.99
20158,469.99
20159,469.99
20160,1027.77
20161,1027.77
20162,1027.77
20163,1027.77
20164,84.22
20165,84.22
20166,84.22
20167,84.22
20168,489.96
20169,489.96
20170,489.96
20171,489.96
20172,899.22
20173,899.22
20174,899.22
20175,899.22
20176,1419.52
20177,1419.52
20178,1419.52
20179,1419.52
20180,2283.16
20181,2283.16
20182,2283.16
20183,2283.16
20184,483.78
20185,483.78
20186,483.78
20187,483.78
20188,2604.83
20189,2604.83
20190,2604.83
20191,2604.83
20192,557.02
20193,557.02
20194,557.02
20195,557.02
20196,991.04
20197,991.04
20198,991.04
20199,991.04
20200,1745.53
20201,1745.53
20202,1745.53
20203,1745.53
20204,3596.37
20205,3596.37
20206,3596.37
20207,3596.37
20208,347.48
20209,347.48
20210,347.48
20211,347.48
20212,854.02
20213,854.02
20214,854.02
20215,854.02
20216,896.1
20217,896.1
20218,896.1
20219,896.1
20220,1429.18
20221,1429.18
20222,1429.18
20223,1429.18
20224,2838.2
20225,2838.2
20226,2838.2
20227,2838.2
20228,36.56
20229,36.56
20230,36.56
20231,36.56
20232,1394.25
20233,1394.25
20234,1394.25
20235,1394.25
20236,3811.31
20237,3811.31
20238,3811.31
20239,3811.31
20240,119.94
20241,119.94
20242,119.94
20243,119.94
20244,943.72
20245,943.72
20246,943.72
20247,943.72
20248,605.65
20249,605.65
20250,605.65
20251,605.65
20252,1145.77
20253,1145.77
20254,1145.77
20255,1145.77
20256,1355.24
20257,1355.24
20258,1355.24
20259,1355.24
20260,696.43
20261,696.43
20262,696.43
20263,696.43
20264,4303.0
20265,4303.0
20266,4303.0
20267,4303.0
20268,2704.68
20269,2704.68
20270,2704.68
20271,2704.68
20272,1300.7
20273,1300.7
20274,1300.7
20275,1300.7
20276,2396.18
20277,2396.18
20278,2396.18
20279,2396.18
20280,687.69
20281,687.69
20282,687.69
20283,687.69
20284,3688.7
20285,3688.7
20286,3688.7
20287,3688.7
20288,3259.17
20289,3259.17
20290,3259.17
20291,3259.17
20292,1270.06
20293,1270.06
20294,1270.06
20295,1270.06
20296,150.14
20297,150.14
20298,150.14
20299,150.14
20300,128.19
20301,128.19
20302,128.19
20303,128.19
20304,36.21
20305,36.21
20306,36.21
20307,36.21
20308,2674.44
20309,2674.44
20310,2674.44
20311,2674.44
20312,450.66
20313,450.66
20314,450.66
20315,450.66
20316,1333.84
20317,1333.84
20318,1333.84
20319,1333.84
20320,491.77
20321,491.77
20322,491.77
20323,491.77
20324,2422.84
20325,2422.84
20326,2422.84
20327,2422.84
20328,1263.11
20329,1263.11
20330,1263.11
20331,1263.11
20332,601.76
20333,601.76
20334,601.76
20335,601.76
20336,1102.14
20337,1102.14
20338,1102.14
20339,1102.14
20340,2945.92
20341,2945.92
20342,2945.92
20343,2945.92
20344,2402.1
20345,2402.1
20346,2402.1
20347,2402.1
20348,1482.46
20349,1482.46
20350,1482.46
20351,1482.46
20352,2704.98
20353,2704.98
20354,2704.98
20355,2704.98
20356,554.31
20357,554.31
20358,554.31
20359,554.31
20360,1012.18
20361,1012.18
20362,1012.18
20363,1012.18
20364,1266.04
20365,1266.04
20366,1266.04
20367,1266.04
20368,2527.33
20369,2527.33
20370,2527.33
20371,2527.33
20372,805.64
20373,805.64
20374,805.64
20375,805.64
20376,2385.46
20377,2385.46
20378,2385.46
20379,2385.46
20380,471.82
20381,471.82
20382,471.82
20383,471.82
20384,345.07
20385,345.07
20386,345.07
20387,345.07
20388,630.25
20389,630.25
20390,630.25
20391,630.25
20392,1041.4
20393,1041.4
20394,1041.4
20395,1041.4
20396,34.26
20397,34.26
20398,34.26
20399,34.26
20400,2015.16
20401,2015.16
20402,2015.16
20403,2015.16
20404,1005.15
20405,1005.15
20406,1005.15
20407,1005.15
20408,476.09
20409,476.09
20410,476.09
20411,476.09
20412,1303.11
20413,1303.11
20414,1303.11
20415,1303.11
20416,319.99
20417,319.99
20418,319.99
20419,319.99
20420,3683.98
20421,3683.98
20422,3683.98
20423,3683.98
20424,1321.92
20425,1321.92
20426,1321.92
20427,1321.92
20428,819.92
20429,819.92
20430,819.92
20431,819.92
20432,2664.21
20433,2664.21
20434,2664.21
20435,2664.21
20436,3796.42
20437,3796.42
20438,3796.42
20439,3796.42
20440,337.9
20441,337.9
20442,337.9
20443,337.9
20444,1744.57
20445,1744.57
20446,1744.57
20447,1744.57
20448,220.4
20449,220.4
20450,220.4
20451,220.4
20452,1014.25
20453,1014.25
20454,1014.25
20455,1014.25
20456,2975.16
20457,2975.16
20458,2975.16
20459,2975.16
20460,1566.54
20461,1566.54
20462,1566.54
20463,1566.54
20464,1513.71
20465,1513.71
20466,1513.71
20467,1513.71
20468,573.77
20469,573.77
20470,573.77
20471,573.77
20472,1234.99
20473,1234.99
20474,1234.99
20475,1234.99
20476,645.24
20477,645.24
20478,645.24
20479,645.24
20480,2050.42
20481,2050.42
20482,2050.42
20483,2050.42
20484,1136.96
20485,1136.96
20486,1136.96
20487,1136.96
20488,940.66
20489,940.66
20490,940.66
20491,940.66
20492,940.83
20493,940.83
20494,940.83
20495,940.83
20496,1926.88
20497,1926.88
20498,1926.88
20499,1926.88
20500,3886.64
20501,3886.64
20502,3886.64
20503,3886.64
20504,2272.16
20505,2272.16
20506,2272.16
20507,2272.16
20508,2483.98
20509,2483.98
20510,2483.98
20511,2483.98
20512,299.91
20513,299.91
20514,299.91
20515,299.91
20516,2469.98
20517,2469.98
20518,2469.98
20519,2469.98
20520,1.3
20521,1.3
20522,1.3
20523,1.3
20524,829.69
20525,829.69
20526,829.69
20527,829.69
20528,2469.99
20529,2469.99
20530,2469.99
20531,2469.99
20532,714.54
20533,714.54
20534,714.54
20535,714.54
20536,329.02
20537,329.02
20538,329.02
20539,329.02
20540,821.74
20541,821.74
20542,821.74
20543,821.74
20544,1152.93
20545,1152.93
20546,1152.93
20547,1152.93
20548,352.83
20549,352.83
20550,352.83
20551,352.83
20552,150.49
20553,150.49
20554,150.49
20555,150.49
20556,1118.51
20557,1118.51
20558,1118.51
20559,1118.51
20560,4738.39
20561,4738.39
20562,4738.39
20563,4738.39
20564,1111.92
20565,1111.92
20566,1111.92
20567,1111.92
20568,1029.31
20569,1029.31
20570,1029.31
20571,1029.31
20572,1428.53
20573,1428.53
20574,1428.53
20575,1428.53
20576,2307.33
20577,2307.33
20578,2307.33
20579,2307.33
20580,345.23
20581,345.23
20582,345.23
20583,345.23
20584,832.68
20585,832.68
20586,832.68
20587,832.68
20588,883.31
20589,883.31
20590,883.31
20591,883.31
20592,4491.22
20593,4491.22
20594,4491.22
20595,4491.22
20596,4903.14
20597,4903.14
20598,4903.14
20599,4903.14
20600,1286.8
20601,1286.8
20602,1286.8
20603,1286.8
20604,863.78
20605,863.78
20606,863.78
20607,863.78
20608,2696.49
20609,2696.49
20610,2696.49
20611,2696.49
20612,2328.08
20613,2328.08
20614,2328.08
20615,2328.08
20616,157.98
20617,157.98
20618,157.98
20619,157.98
20620,3916.73
20621,3916.73
20622,3916.73
20623,3916.73
20624,4591.53
20625,4591.53
20626,4591.53
20627,4591.53
20628,4857.4
20629,4857.4
20630,4857.4
20631,4857.4
20632,1232.63
20633,1232.63
20634,1232.63
20635,1232.63
20636,465.87
20637,465.87
20638,465.87
20639,465.87
20640,1472.07
20641,1472.07
20642,1472.07
20643,1472.07
20644,264.0
20645,264.0
20646,264.0
20647,264.0
20648,653.37
20649,653.37
20650,653.37
20651,653.37
20652,1128.23
20653,1128.23
20654,1128.23
20655,1128.23
20656,4706.9
20657,4706.9
20658,4706.9
20659,4706.9
20660,914.7
20661,914.7
20662,914.7
20663,914.7
20664,3297.71
20665,3297.71
20666,3297.71
20667,3297.71
20668,2120.2
20669,2120.2
20670,2120.2
20671,2120.2
20672,1803.77
20673,1803.77
20674,1803.77
20675,1803.77
20676,592.68
20677,592.68
20678,592.68
20679,592.68
20680,2181.17
20681,2181.17
20682,2181.17
20683,2181.17
20684,1127.35
20685,1127.35
20686,1127.35
20687,1127.35
20688,2357.37
20689,2357.37
20690,2357.37
20691,2357.37
20692,715.37
20693,715.37
20694,715.37
20695,715.37
20696,167.15
20697,167.15
20698,167.15
20699,167.15
20700,799.07
20701,799.07
20702,799.07
20703,799.07
20704,1107.05
20705,1107.05
20706,1107.05
20707,1107.05
20708,2169.86
20709,2169.86
20710,2169.86
20711,2169.86
20712,2213.85
20713,2213.85
20714,2213.85
20715,2213.85
20716,2301.93
20717,2301.93
20718,2301.93
20719,2301.93
20720,1743.43
20721,1743.43
20722,1743.43
20723,1743.43
20724,1611.31
20725,1611.31
20726,1611.31
20727,1611.31
20728,1758.91
20729,1758.91
20730,1758.91
20731,1758.91
20732,771.67
20733,771.67
20734,771.67
20735,771.67
20736,197.39
20737,197.39
20738,197.39
20739,197.39
20740,2481.83
20741,2481.83
20742,2481.83
20743,2481.83
20744,547.05
20745,547.05
20746,547.05
20747,547.05
20748,819.57
20749,819.57
20750,819.57
20751,819.57
20752,1552.66
20753,1552.66
20754,1552.66
20755,1552.66
20756,1036.93
20757,1036.93
20758,1036.93
20759,1036.93
20760,1311.97
20761,1311.97
20762,1311.97
20763,1311.97
20764,329.72
20765,329.72
20766,329.72
20767,329.72
20768,2403.74
20769,2403.74
20770,2403.74
20771,2403.74
20772,878.69
20773,878.69
20774,878.69
20775,878.69
20776,2678.85
20777,2678.85
20778,2678.85
20779,2678.85
20780,173.85
20781,173.85
20782,173.85
20783,173.85
20784,1437.99
20785,1437.99
20786,1437.99
20787,1437.99
20788,395.78
20789,395.78
20790,395.78
20791,395.78
20792,2685.31
20793,2685.31
20794,2685.31
20795,2685.31
20796,3552.52
20797,3552.52
20798,3552.52
20799,3552.52
20800,1434.97
20801,1434.97
20802,1434.97
20803,1434.97
20804,2639.35
20805,2639.35
20806,2639.35
20807,2639.35
20808,423.22
20809,423.22
20810,423.22
20811,423.22
20812,598.94
20813,598.94
20814,598.94
20815,598.94
20816,246.13
20817,246.13
20818,246.13
20819,246.13
20820,201.05
20821,201.05
20822,201.05
20823,201.05
20824,113.12
20825,113.12
20826,113.12
20827,113.12
20828,1193.54
20829,1193.54
20830,1193.54
20831,1193.54
20832,348.96
20833,348.96
20834,348.96
20835,348.96
20836,1308.67
20837,1308.67
20838,1308.67
20839,1308.67
20840,2556.35
20841,2556.35
20842,2556.35
20843,2556.35
20844,553.43
20845,553.43
20846,553.43
20847,553.43
20848,452.85
20849,452.85
20850,452.85
20851,452.85
20852,1471.04
20853,1471.04
20854,1471.04
20855,1471.04
20856,952.39
20857,952.39
20858,952.39
20859,952.39
20860,4192.67
20861,4192.67
20862,4192.67
20863,4192.67
20864,1761.39
20865,1761.39
20866,1761.39
20867,1761.39
20868,1962.19
20869,1962.19
20870,1962.19
20871,1962.19
20872,4496.04
20873,4496.04
20874,4496.04
20875,4496.04
20876,14.56
20877,14.56
20878,14.56
20879,14.56
20880,125.69
20881,125.69
20882,125.69
20883,125.69
20884,1050.97
20885,1050.97
20886,1050.97
20887,1050.97
20888,1129.87
20889,1129.87
20890,1129.87
20891,1129.87
20892,1027.38
20893,1027.38
20894,1027.38
20895,1027.38
20896,1237.42
20897,1237.42
20898,1237.42
20899,1237.42
20900,1571.26
20901,1571.26
20902,1571.26
20903,1571.26
20904,2413.88
20905,2413.88
20906,2413.88
20907,2413.88
20908,482.88
20909,482.88
20910,482.88
20911,482.88
20912,1118.35
20913,1118.35
20914,1118.35
20915,1118.35
20916,3393.48
20917,3393.48
20918,3393.48
20919,3393.48
20920,527.06
20921,527.06
20922,527.06
20923,527.06
20924,935.85
20925,935.85
20926,935.85
20927,935.85
20928,918.62
20929,918.62
20930,918.62
20931,918.62
20932,1084.26
20933,1084.26
20934,1084.26
20935,1084.26
20936,2.43
20937,2.43
20938,2.43
20939,2.43
20940,525.01
20941,525.01
20942,525.01
20943,525.01
20944,1009.38
20945,1009.38
20946,1009.38
20947,1009.38
20948,1362.43
20949,1362.43
20950,1362.43
20951,1362.43
20952,482.57
20953,482.57
20954,482.57
20955,482.57
20956,1493.28
20957,1493.28
20958,1493.28
20959,1493.28
20960,2520.97
20961,2520.97
20962,2520.97
20963,2520.97
20964,2160.91
20965,2160.91
20966,2160.91
20967,2160.91
20968,903.14
20969,903.14
20970,903.14
20971,903.14
20972,717.37
20973,717.37
20974,717.37
20975,717.37
20976,2452.62
20977,2452.62
20978,2452.62
20979,2452.62
20980,2604.66
20981,2604.66
20982,2604.66
20983,2604.66
20984,3408.89
20985,3408.89
20986,3408.89
20987,3408.89
20988,28.85
20989,28.85
20990,28.85
20991,28.85
20992,1481.83
20993,1481.83
20994,1481.83
20995,1481.83
20996,672.08
20997,672.08
20998,672.08
20999,672.08
21000,4444.99
21001,4444.99
21002,4444.99
21003,4444.99
21004,879.87
21005,879.87
21006,879.87
21007,879.87
21008,436.11
21009,436.11
21010,436.11
21011,436.11
21012,2532.02
21013,2532.02
21014,2532.02
21015,2532.02
21016,792.61
21017,792.61
21018,792.61
21019,792.61
21020,4364.82
21021,4364.82
21022,4364.82
21023,4364.82
21024,645.25
21025,645.25
21026,645.25
21027,645.25
21028,1405.26
21029,1405.26
21030,1405.26
21031,1405.26
21032,1213.8
21033,1213.8
21034,1213.8
21035,1213.8
21036,274.48
21037,274.48
21038,274.48
21039,274.48
21040,1180.26
21041,1180.26
21042,1180.26
21043,1180.26
21044,1084.12
21045,1084.12
21046,1084.12
21047,1084.12
21048,1020.66
21049,1020.66
21050,1020.66
21051,1020.66
21052,2089.29
21053,2089.29
21054,2089.29
21055,2089.29
21056,193.58
21057,193.58
21058,193.58
21059,193.58
21060,1074.05
21061,1074.05
21062,1074.05
21063,1074.05
21064,732.51
21065,732.51
21066,732.51
21067,732.51
21068,1728.05
21069,1728.05
21070,1728.05
21071,1728.05
21072,2370.05
21073,2370.05
21074,2370.05
21075,2370.05
21076,740.23
21077,740.23
21078,740.23
21079,740.23
21080,1207.31
21081,1207.31
21082,1207.31
21083,1207.31
21084,1394.62
21085,1394.62
21086,1394.62
21087,1394.62
21088,2520.94
21089,2520.94
21090,2520.94
21091,2520.94
21092,981.69
21093,981.69
21094,981.69
21095,981.69
21096,629.16
21097,629.16
21098,629.16
21099,629.16
21100,673.14
21101,673.14
21102,673.14
21103,673.14
21104,1204.86
21105,1204.86
21106,1204.86
21107,1204.86
21108,4154.81
21109,4154.81
21110,4154.81
21111,4154.81
21112,603.03
21113,603.03
21114,603.03
21115,603.03
21116,1978.87
21117,1978.87
21118,1978.87
21119,1978.87
21120,833.93
21121,833.93
21122,833.93
21123,833.93
21124,302.21
21125,302.21
21126,302.21
21127,302.21
21128,616.95
21129,616.95
21130,616.95
21131,616.95
21132,3008.98
21133,3008.98
21134,3008.98
21135,3008.98
21136,1015.81
21137,1015.81
21138,1015.81
21139,1015.81
21140,769.87
21141,769.87
21142,769.87
21143,769.87
21144,3886.6
21145,3886.6
21146,3886.6
21147,3886.6
21148,1254.76
21149,1254.76
21150,1254.76
21151,1254.76
21152,66.36
21153,66.36
21154,66.36
21155,66.36
21156,210.15
21157,210.15
21158,210.15
21159,210.15
21160,1044.27
21161,1044.27
21162,1044.27
21163,1044.27
21164,1085.51
21165,1085.51
21166,1085.51
21167,1085.51
21168,1034.08
21169,1034.08
21170,1034.08
21171,1034.08
21172,305.09
21173,305.09
21174,305.09
21175,305.09
21176,3830.47
21177,3830.47
21178,3830.47
21179,3830.47
21180,1398.69
21181,1398.69
21182,1398.69
21183,1398.69
21184,1169.18
21185,1169.18
21186,1169.18
21187,1169.18
21188,852.62
21189,852.62
21190,852.62
21191,852.62
21192,1009.12
21193,1009.12
21194,1009.12
21195,1009.12
21196,423.26
21197,423.26
21198,423.26
21199,423.26
21200,820.86
21201,820.86
21202,820.86
21203,820.86
21204,1740.14
21205,1740.14
21206,1740.14
21207,1740.14
21208,316.87
21209,316.87
21210,316.87
21211,316.87
21212,489.94
21213,489.94
21214,489.94
21215,489.94
21216,3168.37
21217,3168.37
21218,3168.37
21219,3168.37
21220,2233.25
21221,2233.25
21222,2233.25
21223,2233.25
21224,1241.94
21225,1241.94
21226,1241.94
21227,1241.94
21228,2670.43
21229,2670.43
21230,2670.43
21231,2670.43
21232,2641.91
21233,2641.91
21234,2641.91
21235,2641.91
21236,1279.64
21237,1279.64
21238,1279.64
21239,1279.64
21240,2663.43
21241,2663.43
21242,2663.43
21243,2663.43
21244,326.16
21245,326.16
21246,326.16
21247,326.16
21248,7.64
21249,7.64
21250,7.64
21251,7.64
21252,1101.71
21253,1101.71
21254,1101.71
21255,1101.71
21256,59.91
21257,59.91
21258,59.91
21259,59.91
21260,2353.97
21261,2353.97
21262,2353.97
21263,2353.97
21264,1362.04
21265,1362.04
21266,1362.04
21267,1362.04
21268,809.59
21269,809.59
21270,809.59
21271,809.59
21272,1194.12
21273,1194.12
21274,1194.12
21275,1194.12
21276,1141.72
21277,1141.72
21278,1141.72
21279,1141.72
21280,13.57
21281,13.57
21282,13.57
21283,13.57
21284,1294.94
21285,1294.94
21286,1294.94
21287,1294.94
21288,1154.51
21289,1154.51
21290,1154.51
21291,1154.51
21292,1306.52
21293,1306.52
21294,1306.52
21295,1306.52
21296,2432.09
21297,2432.09
21298,2432.09
21299,2432.09
21300,1883.89
21301,1883.89
21302,1883.89
21303,1883.89
21304,117.91
21305,117.91
21306,117.91
21307,117.91
21308,1237.88
21309,1237.88
21310,1237.88
21311,1237.88
21312,2402.05
21313,2402.05
21314,2402.05
21315,2402.05
21316,27.94
21317,27.94
21318,27.94
21319,27.94
21320,2735.13
21321,2735.13
21322,2735.13
21323,2735.13
21324,743.41
21325,743.41
21326,743.41
21327,743.41
21328,1364.64
21329,1364.64
21330,1364.64
21331,1364.64
21332,2382.63
21333,2382.63
21334,2382.63
21335,2382.63
21336,2574.41
21337,2574.41
21338,2574.41
21339,2574.41
21340,2511.75
21341,2511.75
21342,2511.75
21343,2511.75
21344,725.97
21345,725.97
21346,725.97
21347,725.97
21348,849.98
21349,849.98
21350,849.98
21351,849.98
21352,437.82
21353,437.82
21354,437.82
21355,437.82
21356,1958.78
21357,1958.78
21358,1958.78
21359,1958.78
21360,747.72
21361,747.72
21362,747.72
21363,747.72
21364,813.45
21365,813.45
21366,813.45
21367,813.45
21368,4247.08
21369,4247.08
21370,4247.08
21371,4247.08
21372,50.69
21373,50.69
21374,50.69
21375,50.69
21376,1294.09
21377,1294.09
21378,1294.09
21379,1294.09
21380,160.3
21381,160.3
21382,160.3
21383,160.3
21384,1602.76
21385,1602.76
21386,1602.76
21387,1602.76
21388,1078.49
21389,1078.49
21390,1078.49
21391,1078.49
21392,1425.2
21393,1425.2
21394,1425.2
21395,1425.2
21396,1171.85
21397,1171.85
21398,1171.85
21399,1171.85
21400,1950.0
21401,1950.0
21402,1950.0
21403,1950.0
21404,424.98
21405,424.98
21406,424.98
21407,424.98
21408,3050.91
21409,3050.91
21410,3050.91
21411,3050.91
