,Monthly_Inhand_Salary
10975,2881.036667
10976,8791.265
10977,8791.265
10978,8791.265
10979,8791.265
10980,3006.27
10981,3006.27
10982,3006.27
10983,3006.27
10984,779.9391667
10985,779.9391667
10986,779.9391667
10987,779.9391667
10988,5637.96
10989,5637.96
10990,5637.96
10991,5637.96
10992,1524.501667
10993,1524.501667
10994,1524.501667
10995,1524.501667
10996,11153.61333
10997,11153.61333
10998,11153.61333
10999,11153.61333
11000,828.10875
11001,828.10875
11002,828.10875
11003,828.10875
11004,3501.5975
11005,3501.5975
11006,3501.5975
11007,3501.5975
11008,8003.351505
11009,8003.351505
11010,8003.351505
11011,8003.351505
11012,4269.41
11013,4269.41
11014,4269.41
11015,4269.41
11016,1440.621667
11017,1440.621667
11018,1440.621667
11019,1440.621667
11020,1655.869167
11021,1655.869167
11022,1655.869167
11023,1655.869167
11024,6335.6275
11025,6335.6275
11026,6335.6275
11027,6335.6275
11028,826.55125
11029,826.55125
11030,826.55125
11031,826.55125
11032,2394.03
11033,2394.03
11034,2394.03
11035,2394.03
11036,1697.876667
11037,1697.876667
11038,1697.876667
11039,1697.876667
11040,7051.435
11041,7051.435
11042,7051.435
11043,7051.435
11044,8900.5075
11045,8900.5075
11046,8900.5075
11047,8900.5075
11048,488.1254167
11049,488.1254167
11050,488.1254167
11051,488.1254167
11052,11415.1
11053,11415.1
11054,11415.1
11055,11415.1
11056,3414.6125
11057,3414.6125
11058,3414.6125
11059,3414.6125
11060,5618.693333
11061,5618.693333
11062,5618.693333
11063,5618.693333
11064,9211.04
11065,9211.04
11066,9211.04
11067,9211.04
11068,1318.548333
11069,1318.548333
11070,1318.548333
11071,1318.548333
11072,3169.0025
11073,3169.0025
11074,3169.0025
11075,3169.0025
11076,8015.87
11077,8015.87
11078,8015.87
11079,8015.87
11080,5485.823333
11081,5485.823333
11082,5485.823333
11083,5485.823333
11084,3397.316667
11085,3397.316667
11086,3397.316667
11087,3397.316667
11088,850.1158333
11089,850.1158333
11090,850.1158333
11091,850.1158333
11092,3650.556667
11093,3650.556667
11094,3650.556667
11095,3650.556667
11096,1699.316667
11097,1699.316667
11098,1699.316667
11099,1699.316667
11100,3476.643333
11101,3476.643333
11102,3476.643333
11103,3476.643333
11104,4618.535
11105,4618.535
11106,4618.535
11107,4618.535
11108,6182.7825
11109,6182.7825
11110,6182.7825
11111,6182.7825
11112,9282.6825
11113,9282.6825
11114,9282.6825
11115,9282.6825
11116,2858.869167
11117,2858.869167
11118,2858.869167
11119,2858.869167
11120,1191.30875
11121,1191.30875
11122,1191.30875
11123,1191.30875
11124,7838.405
11125,7838.405
11126,7838.405
11127,7838.405
11128,5132.226161
11129,5132.226161
11130,5132.226161
11131,5132.226161
11132,3032.155
11133,3032.155
11134,3032.155
11135,3032.155
11136,1678.339167
11137,1678.339167
11138,1678.339167
11139,1678.339167
11140,6234.061667
11141,6234.061667
11142,6234.061667
11143,6234.061667
11144,3878.303333
11145,3878.303333
11146,3878.303333
11147,3878.303333
11148,2421.026667
11149,2421.026667
11150,2421.026667
11151,2421.026667
11152,11580.59
11153,11580.59
11154,11580.59
11155,11580.59
11156,2698.844167
11157,2698.844167
11158,2698.844167
11159,2698.844167
11160,9939.3075
11161,9939.3075
11162,9939.3075
11163,9939.3075
11164,5293.45
11165,5293.45
11166,5293.45
11167,5293.45
11168,2824.875833
11169,2824.875833
11170,2824.875833
11171,2824.875833
11172,829.3854167
11173,829.3854167
11174,829.3854167
11175,829.3854167
11176,2221.828333
11177,2221.828333
11178,2221.828333
11179,2221.828333
11180,6251.12
11181,6251.12
11182,6251.12
11183,6251.12
11184,6170.933333
11185,6170.933333
11186,6170.933333
11187,6170.933333
11188,1467.250833
11189,1467.250833
11190,1467.250833
11191,1467.250833
11192,7281.8625
11193,7281.8625
11194,7281.8625
11195,7281.8625
11196,3672.220833
11197,3672.220833
11198,3672.220833
11199,3672.220833
11200,4387.34
11201,4387.34
11202,4387.34
11203,4387.34
11204,12714.65667
11205,12714.65667
11206,12714.65667
11207,12714.65667
11208,5152.77
11209,5152.77
11210,5152.77
11211,5152.77
11212,3638.47
11213,3638.47
11214,3638.47
11215,3638.47
11216,862.8833333
11217,862.8833333
11218,862.8833333
11219,862.8833333
11220,3313.351667
11221,3313.351667
11222,3313.351667
11223,3313.351667
11224,14601.52
11225,14601.52
11226,14601.52
11227,14601.52
11228,2401.809167
11229,2401.809167
11230,2401.809167
11231,2401.809167
11232,1159.072141
11233,1159.072141
11234,1159.072141
11235,1159.072141
11236,962.4583333
11237,962.4583333
11238,962.4583333
11239,962.4583333
11240,8433.546667
11241,8433.546667
11242,8433.546667
11243,8433.546667
11244,3082.271667
11245,3082.271667
11246,3082.271667
11247,3082.271667
11248,922.5216667
11249,922.5216667
11250,922.5216667
11251,922.5216667
11252,660.1595833
11253,660.1595833
11254,660.1595833
11255,660.1595833
11256,1420.586667
11257,1420.586667
11258,1420.586667
11259,1420.586667
11260,5885.13
11261,5885.13
11262,5885.13
11263,5885.13
11264,8816.325
11265,8816.325
11266,8816.325
11267,8816.325
11268,1807.263333
11269,1807.263333
11270,1807.263333
11271,1807.263333
11272,4679.215
11273,4679.215
11274,4679.215
11275,4679.215
11276,1419.848333
11277,1419.848333
11278,1419.848333
11279,1419.848333
11280,3247.718333
11281,3247.718333
11282,3247.718333
11283,3247.718333
11284,5067.593333
11285,5067.593333
11286,5067.593333
11287,5067.593333
11288,2217.924167
11289,2217.924167
11290,2217.924167
11291,2217.924167
11292,2375.074167
11293,2375.074167
11294,2375.074167
11295,2375.074167
11296,1072.590833
11297,1072.590833
11298,1072.590833
11299,1072.590833
11300,9040.96
11301,9040.96
11302,9040.96
11303,9040.96
11304,1414.553333
11305,1414.553333
11306,1414.553333
11307,1414.553333
11308,1256.207083
11309,1256.207083
11310,1256.207083
11311,1256.207083
11312,1572.2575
11313,1572.2575
11314,1572.2575
11315,1572.2575
11316,2528.626262
11317,2528.626262
11318,2528.626262
11319,2528.626262
11320,1628.569167
11321,1628.569167
11322,1628.569167
11323,1628.569167
11324,1555.795
11325,1555.795
11326,1555.795
11327,1555.795
11328,2239.615833
11329,2239.615833
11330,2239.615833
11331,2239.615833
11332,1417.110833
11333,1417.110833
11334,1417.110833
11335,1417.110833
11336,2734.271667
11337,2734.271667
11338,2734.271667
11339,2734.271667
11340,825.2395833
11341,825.2395833
11342,825.2395833
11343,825.2395833
11344,3440.244167
11345,3440.244167
11346,3440.244167
11347,3440.244167
11348,2650.25
11349,2650.25
11350,2650.25
11351,2650.25
11352,5872.071667
11353,5872.071667
11354,5872.071667
11355,5872.071667
11356,6139.11
11357,6139.11
11358,6139.11
11359,6139.11
11360,1660.354167
11361,1660.354167
11362,1660.354167
11363,1660.354167
11364,7626.143333
11365,7626.143333
11366,7626.143333
11367,7626.143333
11368,6764.74
11369,6764.74
11370,6764.74
11371,6764.74
11372,5971.79
11373,5971.79
11374,5971.79
11375,5971.79
11376,3048.93
11377,3048.93
11378,3048.93
11379,3048.93
11380,751.4133333
11381,751.4133333
11382,751.4133333
11383,751.4133333
11384,3724.1525
11385,3724.1525
11386,3724.1525
11387,3724.1525
11388,7617.8125
11389,7617.8125
11390,7617.8125
11391,7617.8125
11392,2578.6575
11393,2578.6575
11394,2578.6575
11395,2578.6575
11396,1995.68
11397,1995.68
11398,1995.68
11399,1995.68
11400,3831.346667
11401,3831.346667
11402,3831.346667
11403,3831.346667
11404,973.6366667
11405,973.6366667
11406,973.6366667
11407,973.6366667
11408,1373.576667
11409,1373.576667
11410,1373.576667
11411,1373.576667
11412,1181.559167
11413,1181.559167
11414,1181.559167
11415,1181.559167
11416,4051.4375
11417,4051.4375
11418,4051.4375
11419,4051.4375
11420,12888.07667
11421,12888.07667
11422,12888.07667
11423,12888.07667
11424,6646.58
11425,6646.58
11426,6646.58
11427,6646.58
11428,1534.166667
11429,1534.166667
11430,1534.166667
11431,1534.166667
11432,6029.336667
11433,6029.336667
11434,6029.336667
11435,6029.336667
11436,1531.383333
11437,1531.383333
11438,1531.383333
11439,1531.383333
11440,3420.990833
11441,3420.990833
11442,3420.990833
11443,3420.990833
11444,3706.155
11445,3706.155
11446,3706.155
11447,3706.155
11448,1762.670833
11449,1762.670833
11450,1762.670833
11451,1762.670833
11452,3627.391667
11453,3627.391667
11454,3627.391667
11455,3627.391667
11456,4715.0325
11457,4715.0325
11458,4715.0325
11459,4715.0325
11460,1420.742917
11461,1420.742917
11462,1420.742917
11463,1420.742917
11464,6233.076667
11465,6233.076667
11466,6233.076667
11467,6233.076667
11468,3128.535833
11469,3128.535833
11470,3128.535833
11471,3128.535833
11472,11748.07667
11473,11748.07667
11474,11748.07667
11475,11748.07667
11476,5016.655
11477,5016.655
11478,5016.655
11479,5016.655
11480,6595.488333
11481,6595.488333
11482,6595.488333
11483,6595.488333
11484,1023.99125
11485,1023.99125
11486,1023.99125
11487,1023.99125
11488,2913.6025
11489,2913.6025
11490,2913.6025
11491,2913.6025
11492,2907.944167
11493,2907.944167
11494,2907.944167
11495,2907.944167
11496,5220.298333
11497,5220.298333
11498,5220.298333
11499,5220.298333
11500,4628.9075
11501,4628.9075
11502,4628.9075
11503,4628.9075
11504,7199.9225
11505,7199.9225
11506,7199.9225
11507,7199.9225
11508,3413.14
11509,3413.14
11510,3413.14
11511,3413.14
11512,4777.915
11513,4777.915
11514,4777.915
11515,4777.915
11516,2625.300546
11517,2625.300546
11518,2625.300546
11519,2625.300546
11520,3355.005
11521,3355.005
11522,3355.005
11523,3355.005
11524,2320.563333
11525,2320.563333
11526,2320.563333
11527,2320.563333
11528,2269.043333
11529,2269.043333
11530,2269.043333
11531,2269.043333
11532,1062.320417
11533,1062.320417
11534,1062.320417
11535,1062.320417
11536,2011.245833
11537,2011.245833
11538,2011.245833
11539,2011.245833
11540,7162.46
11541,7162.46
11542,7162.46
11543,7162.46
11544,872.21625
11545,872.21625
11546,872.21625
11547,872.21625
11548,7809.106667
11549,7809.106667
11550,7809.106667
11551,7809.106667
11552,3733.835833
11553,3733.835833
11554,3733.835833
11555,3733.835833
11556,6458.776667
11557,6458.776667
11558,6458.776667
11559,6458.776667
11560,8773.7175
11561,8773.7175
11562,8773.7175
11563,8773.7175
11564,10084.11333
11565,10084.11333
11566,10084.11333
11567,10084.11333
11568,6775.17
11569,6775.17
11570,6775.17
11571,6775.17
11572,3757.369167
11573,3757.369167
11574,3757.369167
11575,3757.369167
11576,1820.106635
11577,1820.106635
11578,1820.106635
11579,1820.106635
11580,1274.586667
11581,1274.586667
11582,1274.586667
11583,1274.586667
11584,6475.4375
11585,6475.4375
11586,6475.4375
11587,6475.4375
11588,2840.445833
11589,2840.445833
11590,2840.445833
11591,2840.445833
11592,1669.878333
11593,1669.878333
11594,1669.878333
11595,1669.878333
11596,4031.575
11597,4031.575
11598,4031.575
11599,4031.575
11600,2810.276667
11601,2810.276667
11602,2810.276667
11603,2810.276667
11604,768.91875
11605,768.91875
11606,768.91875
11607,768.91875
11608,12568.04667
11609,12568.04667
11610,12568.04667
11611,12568.04667
11612,2490.054167
11613,2490.054167
11614,2490.054167
11615,2490.054167
11616,3811.335
11617,3811.335
11618,3811.335
11619,3811.335
11620,1656.789167
11621,1656.789167
11622,1656.789167
11623,1656.789167
11624,4522.131667
11625,4522.131667
11626,4522.131667
11627,4522.131667
11628,1943.840833
11629,1943.840833
11630,1943.840833
11631,1943.840833
11632,7133.64
11633,7133.64
11634,7133.64
11635,7133.64
11636,4458.013333
11637,4458.013333
11638,4458.013333
11639,4458.013333
11640,2898.265833
11641,2898.265833
11642,2898.265833
11643,2898.265833
11644,4617.975
11645,4617.975
11646,4617.975
11647,4617.975
11648,6130.986667
11649,6130.986667
11650,6130.986667
11651,6130.986667
11652,1091.705
11653,1091.705
11654,1091.705
11655,1091.705
11656,3096.378333
11657,3096.378333
11658,3096.378333
11659,3096.378333
11660,2151.293333
11661,2151.293333
11662,2151.293333
11663,2151.293333
11664,1938.303333
11665,1938.303333
11666,1938.303333
11667,1938.303333
11668,4676.008333
11669,4676.008333
11670,4676.008333
11671,4676.008333
11672,817.0995833
11673,817.0995833
11674,817.0995833
11675,817.0995833
11676,2607.131667
11677,2607.131667
11678,2607.131667
11679,2607.131667
11680,7836.788821
11681,7836.788821
11682,7836.788821
11683,7836.788821
11684,409.8791667
11685,409.8791667
11686,409.8791667
11687,409.8791667
11688,5109.44
11689,5109.44
11690,5109.44
11691,5109.44
11692,7113.763333
11693,7113.763333
11694,7113.763333
11695,7113.763333
11696,1183.377917
11697,1183.377917
11698,1183.377917
11699,1183.377917
11700,1022.133333
11701,1022.133333
11702,1022.133333
11703,1022.133333
11704,2599.341667
11705,2599.341667
11706,2599.341667
11707,2599.341667
11708,5351.113333
11709,5351.113333
11710,5351.113333
11711,5351.113333
11712,2268.275
11713,2268.275
11714,2268.275
11715,2268.275
11716,4455.8975
11717,4455.8975
11718,4455.8975
11719,4455.8975
11720,4240.071008
11721,4240.071008
11722,4240.071008
11723,4240.071008
11724,3347.773333
11725,3347.773333
11726,3347.773333
11727,3347.773333
11728,1047.221667
11729,1047.221667
11730,1047.221667
11731,1047.221667
11732,3655.066667
11733,3655.066667
11734,3655.066667
11735,3655.066667
11736,660.1358333
11737,660.1358333
11738,660.1358333
11739,660.1358333
11740,3151.256667
11741,3151.256667
11742,3151.256667
11743,3151.256667
11744,5345.36
11745,5345.36
11746,5345.36
11747,5345.36
11748,1470.554167
11749,1470.554167
11750,1470.554167
11751,1470.554167
11752,1486.128333
11753,1486.128333
11754,1486.128333
11755,1486.128333
11756,6120.078333
11757,6120.078333
11758,6120.078333
11759,6120.078333
11760,5809.7225
11761,5809.7225
11762,5809.7225
11763,5809.7225
11764,2704.643333
11765,2704.643333
11766,2704.643333
11767,2704.643333
11768,1549.034167
11769,1549.034167
11770,1549.034167
11771,1549.034167
11772,1536.315417
11773,1536.315417
11774,1536.315417
11775,1536.315417
11776,1932.2825
11777,1932.2825
11778,1932.2825
11779,1932.2825
11780,1541.515833
11781,1541.515833
11782,1541.515833
11783,1541.515833
11784,6770.5525
11785,6770.5525
11786,6770.5525
11787,6770.5525
11788,1870.037917
11789,1870.037917
11790,1870.037917
11791,1870.037917
11792,1022.8325
11793,1022.8325
11794,1022.8325
11795,1022.8325
11796,13293.13
11797,13293.13
11798,13293.13
11799,13293.13
11800,1046.116667
11801,1046.116667
11802,1046.116667
11803,1046.116667
11804,5227.831667
11805,5227.831667
11806,5227.831667
11807,5227.831667
11808,8002.35
11809,8002.35
11810,8002.35
11811,8002.35
11812,2007.02
11813,2007.02
11814,2007.02
11815,2007.02
11816,5910.96
11817,5910.96
11818,5910.96
11819,5910.96
11820,2500.614167
11821,2500.614167
11822,2500.614167
11823,2500.614167
11824,7842.3225
11825,7842.3225
11826,7842.3225
11827,7842.3225
11828,8745.7725
11829,8745.7725
11830,8745.7725
11831,8745.7725
11832,1873.976667
11833,1873.976667
11834,1873.976667
11835,1873.976667
11836,4643.6275
11837,4643.6275
11838,4643.6275
11839,4643.6275
11840,4713.751667
11841,4713.751667
11842,4713.751667
11843,4713.751667
11844,5717.2375
11845,5717.2375
11846,5717.2375
11847,5717.2375
11848,1507.335833
11849,1507.335833
11850,1507.335833
11851,1507.335833
11852,6884.918333
11853,6884.918333
11854,6884.918333
11855,6884.918333
11856,1747.659167
11857,1747.659167
11858,1747.659167
11859,1747.659167
11860,12392.36
11861,12392.36
11862,12392.36
11863,12392.36
11864,7135.5475
11865,7135.5475
11866,7135.5475
11867,7135.5475
11868,4855.41
11869,4855.41
11870,4855.41
11871,4855.41
11872,1379.524167
11873,1379.524167
11874,1379.524167
11875,1379.524167
11876,12869.02667
11877,12869.02667
11878,12869.02667
11879,12869.02667
11880,1315.3025
11881,1315.3025
11882,1315.3025
11883,1315.3025
11884,1387.277278
11885,1387.277278
11886,1387.277278
11887,1387.277278
11888,818.45375
11889,818.45375
11890,818.45375
11891,818.45375
11892,8658.0175
11893,8658.0175
11894,8658.0175
11895,8658.0175
11896,11066.98
11897,11066.98
11898,11066.98
11899,11066.98
11900,1474.625417
11901,1474.625417
11902,1474.625417
11903,1474.625417
11904,7525.1925
11905,7525.1925
11906,7525.1925
11907,7525.1925
11908,521.8095833
11909,521.8095833
11910,521.8095833
11911,521.8095833
11912,1466.486708
11913,1466.486708
11914,1466.486708
11915,1466.486708
11916,6484.56
11917,6484.56
11918,6484.56
11919,6484.56
11920,9641.48
11921,9641.48
11922,9641.48
11923,9641.48
11924,333.5966667
11925,333.5966667
11926,333.5966667
11927,333.5966667
11928,1095.9175
11929,1095.9175
11930,1095.9175
11931,1095.9175
11932,2340.412777
11933,2340.412777
11934,2340.412777
11935,2340.412777
11936,6016.678333
11937,6016.678333
11938,6016.678333
11939,6016.678333
11940,2338.73
11941,2338.73
11942,2338.73
11943,2338.73
11944,1721.569167
11945,1721.569167
11946,1721.569167
11947,1721.569167
11948,7090.4
11949,7090.4
11950,7090.4
11951,7090.4
11952,3558.7075
11953,3558.7075
11954,3558.7075
11955,3558.7075
11956,1937.579167
11957,1937.579167
11958,1937.579167
11959,1937.579167
11960,2456.450833
11961,2456.450833
11962,2456.450833
11963,2456.450833
11964,4527.145
11965,4527.145
11966,4527.145
11967,4527.145
11968,2834.454167
11969,2834.454167
11970,2834.454167
11971,2834.454167
11972,6846.74
11973,6846.74
11974,6846.74
11975,6846.74
11976,2824.335
11977,2824.335
11978,2824.335
11979,2824.335
11980,3492.45339
11981,3492.45339
11982,3492.45339
11983,3492.45339
11984,1336.56
11985,1336.56
11986,1336.56
11987,1336.56
11988,6322.633333
11989,6322.633333
11990,6322.633333
11991,6322.633333
11992,10174.8125
11993,9664.428058
11994,9664.428058
11995,9664.428058
11996,1085.480417
11997,1085.480417
11998,1085.480417
11999,1085.480417
12000,1828.206667
12001,1828.206667
12002,1828.206667
12003,1828.206667
12004,831.99375
12005,831.99375
12006,831.99375
12007,831.99375
12008,2756.1675
12009,2756.1675
12010,2756.1675
12011,2756.1675
12012,5159.18
12013,5159.18
12014,5159.18
12015,5159.18
12016,959.34625
12017,959.34625
12018,959.34625
12019,959.34625
12020,10001.15
12021,10001.15
12022,10001.15
12023,10001.15
12024,1881.235
12025,1881.235
12026,1881.235
12027,1881.235
12028,517.4583333
12029,517.4583333
12030,517.4583333
12031,517.4583333
12032,1258.101667
12033,1258.101667
12034,1258.101667
12035,1258.101667
12036,3993.499167
12037,3993.499167
12038,3993.499167
12039,3993.499167
12040,1892.049167
12041,1892.049167
12042,1892.049167
12043,1892.049167
12044,9637.173333
12045,9637.173333
12046,9637.173333
12047,9637.173333
12048,696.5683333
12049,696.5683333
12050,696.5683333
12051,696.5683333
12052,7504.455
12053,7504.455
12054,7504.455
12055,7504.455
12056,840.4516667
12057,840.4516667
12058,840.4516667
12059,840.4516667
12060,1409.944167
12061,1409.944167
12062,1409.944167
12063,1409.944167
12064,11947.12
12065,11947.12
12066,11947.12
12067,11947.12
12068,1343.797083
12069,1343.797083
12070,1343.797083
12071,1343.797083
12072,2302.733333
12073,2302.733333
12074,2302.733333
12075,2302.733333
12076,887.9733798
12077,887.9733798
12078,887.9733798
12079,887.9733798
12080,4668.42
12081,4668.42
12082,4668.42
12083,4668.42
12084,1233.2475
12085,1233.2475
12086,1233.2475
12087,1233.2475
12088,6973.085
12089,6973.085
12090,6973.085
12091,6973.085
12092,4653.913333
12093,4653.913333
12094,4653.913333
12095,4653.913333
12096,4270.850879
12097,4270.850879
12098,4270.850879
12099,4270.850879
12100,6841.420287
12101,6841.420287
12102,6841.420287
12103,6841.420287
12104,1572.2625
12105,1572.2625
12106,1572.2625
12107,1572.2625
12108,4901.92
12109,4901.92
12110,4901.92
12111,4901.92
12112,955.60875
12113,955.60875
12114,955.60875
12115,955.60875
12116,6598.396667
12117,6598.396667
12118,6598.396667
12119,6598.396667
12120,2742.116667
12121,2742.116667
12122,2742.116667
12123,2742.116667
12124,6601.061123
12125,6601.061123
12126,6601.061123
12127,6601.061123
12128,2296.494167
12129,2296.494167
12130,2296.494167
12131,2296.494167
12132,7176.955
12133,7176.955
12134,7176.955
12135,7176.955
12136,1037.8975
12137,1037.8975
12138,1037.8975
12139,1037.8975
12140,5674.691667
12141,5674.691667
12142,5674.691667
12143,5674.691667
12144,6078.743333
12145,6078.743333
12146,6078.743333
12147,6078.743333
12148,2654.8825
12149,2654.8825
12150,2654.8825
12151,2654.8825
12152,4238.838333
12153,4238.838333
12154,4238.838333
12155,4238.838333
12156,6520.255
12157,6520.255
12158,6520.255
12159,6520.255
12160,2863.345833
12161,2863.345833
12162,2863.345833
12163,2863.345833
12164,6727.77
12165,6727.77
12166,6727.77
12167,6727.77
12168,662.09375
12169,662.09375
12170,662.09375
12171,662.09375
12172,2597.59
12173,2597.59
12174,2597.59
12175,2597.59
12176,1506.366667
12177,1506.366667
12178,1506.366667
12179,1506.366667
12180,994.4958247
12181,994.4958247
12182,994.4958247
12183,994.4958247
12184,6224.731667
12185,6224.731667
12186,6224.731667
12187,6224.731667
12188,2605.820833
12189,2605.820833
12190,2605.820833
12191,2605.820833
12192,4039.5375
12193,4039.5375
12194,4039.5375
12195,4039.5375
12196,2162.428333
12197,2162.428333
12198,2162.428333
12199,2162.428333
12200,595.7291667
12201,595.7291667
12202,595.7291667
12203,595.7291667
12204,1713.849583
12205,1713.849583
12206,1713.849583
12207,1713.849583
12208,3882.8725
12209,3882.8725
12210,3882.8725
12211,3882.8725
12212,1396.679167
12213,1396.679167
12214,1396.679167
12215,1396.679167
12216,4249.57
12217,4249.57
12218,4249.57
12219,4249.57
12220,13780.77464
12221,13780.77464
12222,13780.77464
12223,13780.77464
12224,2453.9825
12225,2453.9825
12226,2453.9825
12227,2453.9825
12228,6416.3375
12229,6416.3375
12230,6416.3375
12231,6416.3375
12232,829.9135225
12233,829.9135225
12234,829.9135225
12235,829.9135225
12236,5722.21
12237,5722.21
12238,5722.21
12239,5722.21
12240,1634.404167
12241,1634.404167
12242,1634.404167
12243,1634.404167
12244,11708.29333
12245,11708.29333
12246,11708.29333
12247,11708.29333
12248,9529.11
12249,9529.11
12250,9529.11
12251,9529.11
12252,6055.0225
12253,6055.0225
12254,6055.0225
12255,6055.0225
12256,8591.07
12257,8591.07
12258,8591.07
12259,8591.07
12260,1814.685
12261,1814.685
12262,1814.685
12263,1814.685
12264,2348.124388
12265,2348.124388
12266,2348.124388
12267,2348.124388
12268,10918.025
12269,10918.025
12270,10918.025
12271,10918.025
12272,2477.496667
12273,2477.496667
12274,2477.496667
12275,2477.496667
12276,1111.329223
12277,1111.329223
12278,1111.329223
12279,1111.329223
12280,2100.265
12281,2100.265
12282,2100.265
12283,2100.265
12284,7366.868333
12285,7366.868333
12286,7366.868333
12287,7366.868333
12288,4540.174389
12289,4540.174389
12290,4540.174389
12291,4540.174389
12292,3535.711667
12293,3535.711667
12294,3535.711667
12295,3535.711667
12296,5331.1975
12297,5331.1975
12298,5331.1975
12299,5331.1975
12300,2591.3475
12301,2591.3475
12302,2591.3475
12303,2591.3475
12304,2976.435
12305,2976.435
12306,2976.435
12307,2976.435
12308,8311.0225
12309,8311.0225
12310,8311.0225
12311,8311.0225
12312,1440.140833
12313,1440.140833
12314,1440.140833
12315,1440.140833
12316,8074.465
12317,8074.465
12318,8074.465
12319,8074.465
12320,4260.2675
12321,4260.2675
12322,4260.2675
12323,4260.2675
12324,7098.993333
12325,7098.993333
12326,7098.993333
12327,7098.993333
12328,1679.055833
12329,1679.055833
12330,1679.055833
12331,1679.055833
12332,9047.1075
12333,9047.1075
12334,9047.1075
12335,9047.1075
12336,2970.405833
12337,2970.405833
12338,2970.405833
12339,2970.405833
12340,467.2304167
12341,467.2304167
12342,467.2304167
12343,467.2304167
12344,886.8075
12345,886.8075
12346,886.8075
12347,886.8075
12348,428.9241667
12349,428.9241667
12350,428.9241667
12351,428.9241667
12352,1904.738333
12353,1904.738333
12354,1904.738333
12355,1904.738333
12356,2677.973333
12357,2677.973333
12358,2677.973333
12359,2677.973333
12360,1480.365
12361,1480.365
12362,1480.365
12363,1480.365
12364,1213.419167
12365,1213.419167
12366,1213.419167
12367,1213.419167
12368,14615.23667
12369,14615.23667
12370,14615.23667
12371,14615.23667
12372,1688.198333
12373,1688.198333
12374,1688.198333
12375,1688.198333
12376,3593.222193
12377,3593.222193
12378,3593.222193
12379,3593.222193
12380,762.7633333
12381,762.7633333
12382,762.7633333
12383,762.7633333
12384,1075.212083
12385,1075.212083
12386,1075.212083
12387,1075.212083
12388,4788.776667
12389,4788.776667
12390,4788.776667
12391,4788.776667
12392,2807.2025
12393,2807.2025
12394,2807.2025
12395,2807.2025
12396,2760.596667
12397,2760.596667
12398,2760.596667
12399,2760.596667
12400,2459.06
12401,2459.06
12402,2459.06
12403,2459.06
12404,2514.291667
12405,2514.291667
12406,2514.291667
12407,2514.291667
12408,4943.6025
12409,4943.6025
12410,4943.6025
12411,4943.6025
12412,8976.396667
12413,8976.396667
12414,8976.396667
12415,8976.396667
12416,1404.928333
12417,1404.928333
12418,1404.928333
12419,1404.928333
12420,7483.548333
12421,7483.548333
12422,7483.548333
12423,7483.548333
12424,10520.7
12425,10520.7
12426,10520.7
12427,10520.7
12428,13773.34667
12429,13773.34667
12430,13773.34667
12431,13773.34667
12432,2611.245
12433,2611.245
12434,2611.245
12435,2611.245
12436,3327.598333
12437,3327.598333
12438,3327.598333
12439,3327.598333
12440,1554.35375
12441,1554.35375
12442,1554.35375
12443,1554.35375
12444,1147.6225
12445,1147.6225
12446,1147.6225
12447,1147.6225
12448,11193.77
12449,11193.77
12450,11193.77
12451,11193.77
12452,2353.175
12453,2353.175
12454,2353.175
12455,2353.175
12456,3011.8825
12457,3011.8825
12458,3011.8825
12459,3011.8825
12460,2953.63
12461,2953.63
12462,2953.63
12463,2953.63
12464,7034.4675
12465,7034.4675
12466,7034.4675
12467,7034.4675
12468,1716.879167
12469,1716.879167
12470,1716.879167
12471,1716.879167
12472,1087.153659
12473,1087.153659
12474,1087.153659
12475,1087.153659
12476,2718.155
12477,2718.155
12478,2718.155
12479,2718.155
12480,2444.059167
12481,2444.059167
12482,2444.059167
12483,2444.059167
12484,4665.8675
12485,4665.8675
12486,4665.8675
12487,4665.8675
12488,3261.708333
12489,3261.708333
12490,3261.708333
12491,3261.708333
12492,1563.674167
12493,1563.674167
12494,1563.674167
12495,1563.674167
12496,2003.288333
12497,2003.288333
12498,2003.288333
12499,2003.288333
12500,1467.482917
12501,1467.482917
12502,1467.482917
12503,1467.482917
12504,973.4416667
12505,973.4416667
12506,973.4416667
12507,973.4416667
12508,8167.37
12509,8167.37
12510,8167.37
12511,8167.37
12512,3342.493333
12513,3342.493333
12514,3342.493333
12515,3342.493333
12516,1868.235833
12517,1868.235833
12518,1868.235833
12519,1868.235833
12520,1531.994167
12521,1531.994167
12522,1531.994167
12523,1531.994167
12524,5777.471667
12525,5777.471667
12526,5777.471667
12527,5777.471667
12528,7336.866667
12529,7336.866667
12530,7336.866667
12531,7336.866667
12532,3534.393333
12533,3534.393333
12534,3534.393333
12535,3534.393333
12536,840.6245833
12537,840.6245833
12538,840.6245833
12539,840.6245833
12540,4006.44
12541,4006.44
12542,4006.44
12543,4006.44
12544,2493.239167
12545,2493.239167
12546,2493.239167
12547,2493.239167
12548,5908.35
12549,5908.35
12550,5908.35
12551,5908.35
12552,3288.3075
12553,3288.3075
12554,3288.3075
12555,3288.3075
12556,5196.85
12557,5196.85
12558,5196.85
12559,5196.85
12560,4593.825
12561,4593.825
12562,4593.825
12563,4593.825
12564,9114.102944
12565,9114.102944
12566,9114.102944
12567,9114.102944
12568,1991.9125
12569,1991.9125
12570,1991.9125
12571,1991.9125
12572,2430.135
12573,2430.135
12574,2430.135
12575,2430.135
