,Monthly_Balance
8822,300.476817
8823,63.15461689
8824,286.7799805
8825,282.4317741
8826,299.1384499
8827,299.9594573
8828,298.1914398
8829,300.2136193
8830,267.1348868
8831,315.8109416
8832,79.4425685
8833,79.4425685
8834,79.4425685
8835,79.4425685
8836,285.3162002
8837,371.5889411
8838,283.5745649
8839,386.0065491
8840,302.3924955
8841,311.8317899
8842,309.8864502
8843,302.9348452
8844,251.2369464
8845,320.2591419
8846,297.3552212
8847,291.103093
8848,341.5120828
8849,373.4214426
8850,291.1279607
8851,384.0215029
8852,673.8286975
8853,664.5499665
8854,659.7060703
8855,495.4586407
8856,476.1917621
8857,489.8436966
8858,498.7346405
8859,452.6486405
8860,354.6069521
8861,353.2402426
8862,311.1034036
8863,218.473223
8864,328.8101978
8865,347.0729146
8866,351.1235203
8867,349.3381477
8868,83.51786567
8869,83.51786567
8870,83.51786567
8871,83.51786567
8872,970.8272646
8873,571.6688298
8874,800.9196728
8875,407.170131
8876,199.8070867
8877,281.6751267
8878,270.4710625
8879,201.7232903
8880,251.2455102
8881,267.3922878
8882,336.0089944
8883,339.39975
8884,268.9741014
8885,291.0730388
8886,288.531172
8887,278.4170604
8888,496.851976
8889,297.7529922
8890,432.2146827
8891,411.83023
8892,721.3850574
8893,616.7782276
8894,180.8907811
8895,637.427344
8896,185.0685289
8897,185.0685289
8898,185.0685289
8899,185.0685289
8900,547.0592749
8901,451.0953605
8902,365.1793826
8903,58.99921492
8904,400.9198666
8905,415.1644754
8906,369.6390159
8907,213.6659332
8908,423.0939004
8909,420.9065469
8910,387.0089997
8911,291.5355778
8912,122.6840912
8913,122.6840912
8914,122.6840912
8915,122.6840912
8916,431.2292056
8917,166.7285222
8918,335.9245496
8919,445.1960755
8920,175.3092882
8921,391.0669014
8922,247.3402433
8923,307.5651732
8924,315.2351154
8925,287.306524
8926,302.6551211
8927,312.171688
8928,441.7428314
8929,546.3824868
8930,622.1306844
8931,525.6237751
8932,288.4181173
8933,279.511267
8934,288.4765379
8935,310.2516935
8936,348.0745472
8937,299.9601305
8938,316.5636231
8939,266.4456971
8940,224.9499475
8941,251.1046669
8942,260.7236145
8943,129.7278548
8944,285.907522
8945,275.3994665
8946,306.8189948
8947,309.7862857
8948,244.4309579
8949,301.4444787
8950,238.3672021
8951,279.3606664
8952,160.4771797
8953,160.4771797
8954,160.4771797
8955,160.4771797
8956,253.8357528
8957,265.6629672
8958,308.8758117
8959,227.6050043
8960,602.5798238
8961,409.7524718
8962,560.2134961
8963,900.201165
8964,315.7829412
8965,221.3283756
8966,254.8813987
8967,334.4318365
8968,386.6116554
8969,460.0568413
8970,420.8287051
8971,324.3495673
8972,313.7539482
8973,330.9198098
8974,335.1787342
8975,293.3838321
8976,333.0368105
8977,242.6380402
8978,125.8592198
8979,366.7409802
8980,365.4122403
8981,186.4053461
8982,380.7027687
8983,360.4106412
8984,235.31151
8985,158.9586029
8986,276.5134543
8987,259.8497252
8988,274.8634572
8989,352.2782222
8990,161.2650909
8991,323.9017464
8992,291.6716445
8993,312.9337179
8994,266.928112
8995,273.9715949
8996,322.1493856
8997,329.9720307
8998,434.3680754
8999,392.112969
9000,158.1317694
9001,296.3549406
9002,229.4640004
9003,265.954846
9004,263.5154785
9005,237.4677596
9006,284.6421211
9007,187.6562812
9008,353.3760705
9009,324.236187
9010,326.5978295
9011,330.9445082
9012,227.6996202
9013,941.8283065
9014,1141.52267
9015,1269.562313
9016,277.2877802
9017,318.7423062
9018,277.6781625
9019,254.4563599
9020,732.7804863
9021,556.5668598
9022,292.3315242
9023,819.0363053
9024,813.5656271
9025,1016.830742
9026,1010.687105
9027,103.4689527
9028,506.3644841
9029,676.4904397
9030,319.1133983
9031,584.7553578
9032,316.5028833
9033,334.2900118
9034,250.1009902
9035,338.2138549
9036,298.6831745
9037,368.4519173
9038,364.2977782
9039,375.6602034
9040,380.7596077
9041,380.7596077
9042,380.7596077
9043,380.7596077
9044,269.9746215
9045,306.6328925
9046,294.062537
9047,313.7941083
9048,377.4532792
9049,391.7887343
9050,286.5659726
9051,364.5342232
9052,485.0237799
9053,619.3251407
9054,561.8575416
9055,49.46934302
9056,241.9901657
9057,357.8334864
9058,359.5525013
9059,258.9841674
9060,218.5552455
9061,218.5552455
9062,218.5552455
9063,218.5552455
9064,129.6942368
9065,129.6942368
9066,129.6942368
9067,129.6942368
9068,896.3417776
9069,979.0396602
9070,322.787486
9071,1081.222714
9072,328.0254932
9073,311.6917463
9074,354.6136228
9075,190.6254951
9076,359.5197197
9077,344.4853202
9078,353.5597461
9079,309.1433732
9080,317.8703234
9081,267.2759546
9082,207.4441597
9083,352.5892488
9084,308.025761
9085,271.0299265
9086,331.9381049
9087,307.4971949
9088,325.1684063
9089,381.9513708
9090,320.0740902
9091,327.2262944
9092,250.2479693
9093,229.2555567
9094,140.8283345
9095,235.0038896
9096,480.1503639
9097,475.6840357
9098,419.0508622
9099,448.6232994
9100,240.6729241
9101,177.5370603
9102,238.6855213
9103,447.9126023
9104,850.0247138
9105,962.8193106
9106,1017.901829
9107,939.3309333
9108,407.4496004
9109,471.0212476
9110,470.5994401
9111,456.5269911
9112,686.5329435
9113,663.9984802
9114,679.8809773
9115,590.6514028
9116,95.31701435
9117,95.31701435
9118,95.31701435
9119,95.31701435
9120,264.7344718
9121,254.3615488
9122,253.5536743
9123,240.4265679
9124,291.08896
9125,353.5832742
9126,214.6814897
9127,332.3682999
9128,65.37021562
9129,515.9777071
9130,521.5613073
9131,500.0132321
9132,328.155316
9133,706.670644
9134,741.0957763
9135,959.0058461
9136,488.9137262
9137,604.5349692
9138,379.0179899
9139,644.7651765
9140,330.3040547
9141,317.3793299
9142,328.3901351
9143,278.5830745
9144,248.1560843
9145,387.7262028
9146,400.1214727
9147,316.2560257
9148,442.8826304
9149,413.9539987
9150,345.7481643
9151,431.9269628
9152,325.0481516
9153,304.8469627
9154,253.9405622
9155,301.9968372
9156,394.7817037
9157,281.009324
9158,261.9562329
9159,281.8432007
9160,549.0720331
9161,521.9731126
9162,185.1004799
9163,514.0753432
9164,376.8876855
9165,365.8890761
9166,387.3077256
9167,313.1323855
9168,307.7904525
9169,254.2399565
9170,291.8070609
9171,279.4951999
9172,316.1613907
9173,300.06762
9174,289.4443262
9175,355.7224627
9176,307.9188303
9177,230.9104274
9178,306.5114291
9179,296.8351302
9180,324.174758
9181,364.0521964
9182,299.6058548
9183,286.595483
9184,796.9555467
9185,914.7737645
9186,883.1888368
9187,776.0201277
9188,664.2262315
9189,788.1028403
9190,844.6382942
9191,858.9514615
9192,566.5206623
9193,1067.469592
9194,1123.512379
9195,865.7646216
9196,995.2349528
9197,1098.747129
9198,892.4222947
9199,786.5536597
9200,128.2269454
9201,372.6448645
9202,514.3340715
9203,506.8162602
9204,239.2268683
9205,256.9146422
9206,244.8752252
9207,234.3385202
9208,295.5287608
9209,333.1457093
9210,259.2827972
9211,290.5475596
9212,328.4931902
9213,445.8575979
9214,378.2190588
9215,407.2829857
9216,394.9614096
9217,174.9668691
9218,447.4628595
9219,447.6525768
9220,325.6547498
9221,260.5453415
9222,217.1369346
9223,228.8467267
9224,917.8447046
9225,917.8447046
9226,917.8447046
9227,917.8447046
9228,323.9345545
9229,312.488396
9230,176.5857245
9231,267.7075686
9232,260.1113276
9233,893.9631429
9234,301.4587973
9235,353.860933
9236,428.632105
9237,302.0755743
9238,348.1896053
9239,341.7981956
9240,259.3818658
9241,344.712557
9242,337.5165521
9243,308.7446453
9244,6.966100628
9245,6.966100628
9246,6.966100628
9247,6.966100628
9248,685.1732977
9249,541.8529301
9250,899.8918466
9251,696.9146569
9252,297.933486
9253,272.5292532
9254,279.5545122
9255,294.6882977
9256,0.103402231
9257,0.103402231
9258,0.103402231
9259,0.103402231
9260,643.2569208
9261,763.4373178
9262,741.9054122
9263,895.4027772
9264,332.485796
9265,289.7334583
9266,258.0580871
9267,298.8838473
9268,302.2969764
9269,218.8051074
9270,305.3162769
9271,225.2067033
9272,376.6370971
9273,200.7052395
9274,304.5695241
9275,239.8053928
9276,214.5651263
9277,313.6064977
9278,278.638972
9279,281.2267263
9280,429.6246576
9281,226.3912844
9282,448.5262528
9283,362.969955
9284,243.5089946
9285,237.574523
9286,252.7455042
9287,248.2608899
9288,244.9863988
9289,250.7362397
9290,249.047121
9291,259.5096019
9292,251.0969834
9293,257.9213535
9294,280.8105422
9295,338.0457461
9296,41.49164396
9297,41.49164396
9298,41.49164396
9299,41.49164396
9300,271.1580508
9301,231.7406261
9302,218.6375888
9303,169.6191608
9304,470.2955093
9305,418.6455142
9306,378.8035425
9307,397.4396853
9308,460.674663
9309,244.693534
9310,284.1612632
9311,450.9179911
9312,353.3945981
9313,390.4016256
9314,371.1623535
9315,276.3525424
9316,336.7270579
9317,357.812822
9318,360.3577969
9319,319.297916
9320,340.9650893
9321,329.0433673
9322,372.811785
9323,442.6395745
9324,15.39588191
9325,15.39588191
9326,15.39588191
9327,15.39588191
9328,266.2451336
9329,295.1240951
9330,267.183938
9331,297.8978199
9332,295.4714177
9333,202.973137
9334,215.6730805
9335,279.383383
9336,331.2212716
9337,446.4048251
9338,395.5578293
9339,458.4349928
9340,261.7415209
9341,101.7828218
9342,290.8424234
9343,236.7035863
9344,421.0660136
9345,349.3712195
9346,392.2113842
9347,369.6329666
9348,178.8928925
9349,353.8861834
9350,340.1820865
9351,309.0427051
9352,94.77868504
9353,94.77868504
9354,94.77868504
9355,94.77868504
9356,180.0266607
9357,400.9815113
9358,533.2610425
9359,514.9989276
9360,553.6060973
9361,448.2355731
9362,526.7804783
9363,466.3977414
9364,237.4083631
9365,149.5407932
9366,351.1001907
9367,269.477345
9368,163.0704731
9369,396.9387029
9370,569.4552067
9371,561.7122492
9372,279.7524809
9373,294.8242936
9374,265.6212542
9375,288.5489678
9376,606.1536541
9377,636.297764
9378,557.9769834
9379,511.1739521
9380,76.44882577
9381,872.694532
9382,577.018385
9383,944.2699511
9384,417.9062722
9385,430.9985521
9386,283.7656219
9387,280.4442779
9388,82.93355949
9389,82.93355949
9390,82.93355949
9391,82.93355949
9392,280.1291671
9393,308.7949692
9394,322.8387724
9395,287.9305067
9396,999.4367649
9397,913.9516273
9398,908.864089
9399,1053.569108
9400,416.9730823
9401,431.1295555
9402,429.5979548
9403,401.0905919
9404,284.3956726
9405,245.1432225
9406,328.1082181
9407,364.3495291
9408,285.3451549
9409,278.6704157
9410,301.3253648
9411,268.2032142
9412,386.9833365
9413,384.4080723
9414,350.4839742
9415,132.129113
9416,142.1141185
9417,142.1141185
9418,142.1141185
9419,142.1141185
9420,309.9598077
9421,306.2896129
9422,279.6597509
9423,321.6150737
9424,359.4196598
9425,204.7124755
9426,271.4110447
9427,363.7945415
9428,590.052802
9429,454.1980877
9430,186.2055798
9431,403.1323458
9432,142.0322859
9433,217.6999832
9434,162.9270422
9435,180.6301544
9436,784.4040464
9437,42.14670177
9438,437.682785
9439,819.35328
9440,330.8516315
9441,248.2485571
9442,395.5062701
9443,218.2705632
9444,40.33041157
9445,40.33041157
9446,40.33041157
9447,40.33041157
9448,326.1189351
9449,360.3365563
9450,312.1317706
9451,334.2272726
9452,464.4097923
9453,477.3826135
9454,439.5096589
9455,558.9060703
9456,251.3302934
9457,287.9551984
9458,270.5207396
9459,305.8275573
9460,443.9855315
9461,488.4330369
9462,393.8305198
9463,424.2537451
9464,340.4501179
9465,322.0705467
9466,332.7791461
9467,285.0999647
9468,522.7131375
9469,501.0834677
9470,490.2356885
9471,483.2202398
9472,660.6896297
9473,656.759193
9474,364.956097
9475,565.7902524
9476,28.72215012
9477,28.72215012
9478,28.72215012
9479,28.72215012
9480,279.1781111
9481,481.4614987
9482,269.6454728
9483,476.973025
9484,330.774985
9485,348.3945634
9486,133.4145427
9487,324.2031871
9488,378.8466678
9489,245.6578252
9490,566.9167378
9491,798.3624757
9492,217.2677062
9493,211.1286508
9494,359.1531071
9495,222.1492107
9496,311.0638329
9497,298.061225
9498,329.5788837
9499,256.8188455
9500,296.0351437
9501,289.4545764
9502,276.5995128
9503,328.8760437
9504,549.754762
9505,332.6662552
9506,352.94884
9507,550.167211
9508,430.1115531
9509,234.7670259
9510,455.0597964
9511,163.3147738
9512,274.3864559
9513,284.718716
9514,289.0070724
9515,300.9343745
9516,382.7110451
9517,485.3924111
9518,265.7679203
9519,195.9125373
9520,216.3806638
9521,372.6027015
9522,357.68603
9523,413.3859779
9524,416.816081
9525,382.0296265
9526,391.5183188
9527,420.3526661
9528,1092.804299
9529,1325.803449
9530,557.3492835
9531,1222.043798
9532,69.8646612
9533,69.8646612
9534,69.8646612
9535,69.8646612
9536,324.4055887
9537,328.5621765
9538,273.9082222
9539,347.9602338
9540,283.0267412
9541,240.130589
9542,223.808353
9543,292.0887121
9544,6.736601219
9545,6.736601219
9546,6.736601219
9547,6.736601219
9548,231.1042797
9549,289.5359329
9550,288.0090841
9551,328.8241114
9552,275.1627611
9553,284.4825024
9554,284.6747509
9555,246.4571954
9556,166.1613082
9557,466.418115
9558,508.065139
9559,561.5650812
9560,187.9165964
9561,293.6723518
9562,307.4173062
9563,287.9935389
9564,106.1187519
9565,106.1187519
9566,106.1187519
9567,106.1187519
9568,315.487111
9569,385.9592474
9570,293.053233
9571,406.306856
9572,865.5336926
9573,673.0454755
9574,382.8534512
9575,745.4334949
9576,653.6922493
9577,369.2334969
9578,584.2223707
9579,553.6998038
9580,434.2860588
9581,347.8834517
9582,446.9160229
9583,268.5589742
9584,535.2235467
9585,363.3757989
9586,575.4997808
9587,541.6858683
9588,259.4655347
9589,269.482059
9590,281.0103863
9591,258.9361439
9592,499.7832379
9593,573.7543151
9594,503.236355
9595,318.6054964
9596,635.6001524
9597,705.5264597
9598,201.8145325
9599,340.4136221
9600,415.0240725
9601,428.3106463
9602,329.8614622
9603,367.0011282
9604,167.0765833
9605,369.6420061
9606,169.7324748
9607,170.3105161
9608,281.0962081
9609,356.0851745
9610,350.0923742
9611,262.3352855
9612,713.5373995
9613,963.515327
9614,763.1097098
9615,1039.382456
9616,299.0973176
9617,299.0973176
9618,299.0973176
9619,299.0973176
9620,272.1984741
9621,265.3457811
9622,270.9786581
9623,251.0156728
9624,338.3250455
9625,314.9976491
9626,264.9410523
9627,295.1730785
9628,521.9874665
9629,553.7987305
9630,535.0775198
9631,514.1339658
9632,142.1643857
9633,142.1643857
9634,142.1643857
9635,142.1643857
9636,288.973517
9637,250.5625319
9638,294.7905574
9639,259.8337629
9640,478.5973081
9641,621.3464875
9642,522.8059325
9643,599.3658674
9644,482.1769601
9645,401.0160726
9646,487.3614182
9647,464.0025867
9648,615.3351401
9649,697.2280888
9650,565.7237846
9651,392.6518313
9652,360.8883971
9653,335.90884
9654,348.5241041
9655,360.7802174
9656,573.3718393
9657,731.3564874
9658,210.665463
9659,163.6453904
9660,191.5424317
9661,247.9748914
9662,313.0387161
9663,292.3306562
9664,286.6072552
9665,380.1474681
9666,356.4574168
9667,306.074121
9668,390.2495089
9669,459.1719014
9670,302.5135952
9671,310.2823622
9672,233.063746
9673,263.5510496
9674,220.3920654
9675,248.9797367
9676,292.451112
9677,387.125629
9678,421.1080608
9679,423.9082217
9680,430.9833521
9681,382.8334315
9682,286.3499997
9683,281.2245231
9684,363.902934
9685,368.3233156
9686,331.9484306
9687,375.3508762
9688,266.792475
9689,266.792475
9690,266.792475
9691,266.792475
9692,703.6512668
9693,886.0840504
9694,1026.608896
9695,909.484928
9696,311.7906096
9697,421.9530762
9698,356.9251657
9699,425.6468313
9700,96.46903347
9701,96.46903347
9702,96.46903347
9703,96.46903347
9704,314.8944715
9705,314.8944715
9706,314.8944715
9707,314.8944715
9708,694.0598478
9709,976.5251646
9710,1002.101366
9711,802.6264307
9712,87.38329908
9713,353.249188
9714,340.3161199
9715,142.1692325
9716,323.9062912
9717,255.1366462
9718,197.4154958
9719,262.103445
9720,723.6890358
9721,623.4099035
9722,684.5367217
9723,540.0855442
9724,44.10489207
9725,431.5288927
9726,570.9439556
9727,591.6022801
9728,271.2513426
9729,708.4172974
9730,542.4504452
9731,433.5403641
9732,294.6383243
9733,296.2943143
9734,365.6208114
9735,364.7290873
9736,289.8117318
9737,267.0071053
9738,319.4980423
9739,267.1391934
9740,651.2757444
9741,576.173484
9742,266.8496028
9743,681.2454639
9744,332.2693236
9745,263.8245474
9746,400.4671423
9747,312.090496
9748,288.5509074
9749,323.6183893
9750,297.2103465
9751,277.369988
9752,294.45073
9753,335.3235931
9754,330.5593787
9755,307.6221058
9756,254.3662154
9757,414.0354746
9758,379.1182423
9759,430.4513422
9760,360.7138882
9761,255.1341569
9762,342.9630623
9763,303.7234043
9764,345.8346837
9765,264.1253513
9766,217.3224714
9767,404.6276418
9768,570.1836782
9769,237.9917987
9770,694.706033
9771,328.1508767
9772,405.6392264
9773,408.7881587
9774,312.2170269
9775,309.6502141
9776,258.0736108
9777,220.7337082
9778,214.0609705
9779,254.2211774
9780,452.1571912
9781,430.3569283
9782,179.0258908
9783,360.8425603
9784,882.1579431
9785,884.0548623
9786,913.2211379
9787,261.3218564
9788,221.5839365
9789,301.905777
9790,238.5424973
9791,238.6365961
9792,622.3112491
9793,764.1897476
9794,966.8770355
9795,1052.263855
9796,656.2692788
9797,835.366394
9798,845.7939179
9799,730.2742771
9800,142.8661476
9801,142.8661476
9802,142.8661476
9803,142.8661476
9804,250.2815206
9805,308.5100694
9806,313.7606949
9807,253.1056447
9808,797.7087599
9809,829.5627911
9810,602.4458273
9811,343.5235213
9812,113.9335403
9813,113.9335403
9814,113.9335403
9815,113.9335403
9816,395.3824242
9817,337.0995544
9818,159.0471258
9819,139.2031313
9820,219.7051565
9821,359.1290576
9822,452.1925809
9823,335.6278813
9824,255.7938761
9825,268.1664759
9826,269.2365541
9827,192.9301953
9828,302.6856542
9829,317.9634511
9830,267.104354
9831,195.7857834
9832,270.2141844
9833,270.2141844
9834,270.2141844
9835,270.2141844
9836,188.0211902
9837,448.106297
9838,390.5384523
9839,463.9414713
9840,349.2534734
9841,317.3126437
9842,282.6038766
9843,315.7176426
9844,469.231076
9845,341.9556965
9846,309.3474704
9847,275.0863771
9848,259.1160893
9849,411.2751591
9850,350.8867676
9851,299.6004874
9852,87.21591166
9853,282.7509806
9854,361.0448111
9855,399.8663596
9856,136.2746821
9857,136.2746821
9858,136.2746821
9859,136.2746821
9860,720.6318945
9861,755.3879938
9862,690.8728031
9863,693.2560987
9864,208.1739605
9865,652.8130192
9866,620.1488191
9867,536.4566429
9868,654.1146381
9869,684.3841002
9870,569.4765111
9871,189.5404601
9872,340.7126956
9873,414.3127697
9874,386.7290045
9875,278.252492
9876,336.5213796
9877,335.689864
9878,304.4466013
9879,217.540187
9880,289.5729929
9881,902.7287892
9882,973.3174282
9883,561.2963324
9884,9.184130209
9885,9.184130209
9886,9.184130209
9887,9.184130209
9888,322.2906648
9889,312.4861421
9890,292.7730578
9891,254.5545092
9892,227.2880845
9893,242.3729241
9894,276.0093354
9895,232.5098428
9896,316.2218609
9897,234.1291475
9898,274.604101
9899,239.3091125
9900,383.7183295
9901,229.2072419
9902,446.5192374
9903,297.7749323
9904,252.9065163
9905,291.2555245
9906,286.9801029
9907,249.1643975
9908,308.8709939
9909,251.0452225
9910,167.589754
9911,297.6154652
9912,283.8625166
9913,270.3536084
9914,267.0480999
9915,259.1184387
9916,68.81977566
9917,68.81977566
9918,68.81977566
9919,68.81977566
9920,371.4099298
9921,324.0333823
9922,378.3530688
9923,267.6487575
9924,210.8568641
9925,252.8425075
9926,269.6707237
9927,374.0129849
9928,497.7567086
9929,494.6890341
9930,495.2077951
9931,168.6143395
9932,271.7569869
9933,271.7569869
9934,271.7569869
9935,271.7569869
9936,54.3726727
9937,54.3726727
9938,54.3726727
9939,54.3726727
9940,292.2863777
9941,304.8210936
9942,286.6001505
9943,288.7362595
9944,304.0189426
9945,239.2560471
9946,287.2983336
9947,269.6280986
9948,903.4408362
9949,1022.260135
9950,855.1733962
9951,1049.366629
9952,409.9435489
9953,480.8281013
9954,257.6067771
9955,527.522641
9956,148.6740059
9957,632.3009505
9958,607.4507065
9959,434.0666085
9960,254.9876665
9961,268.9923627
9962,266.8954317
9963,281.705167
9964,355.4609637
9965,391.298355
9966,379.7663291
9967,364.4913276
9968,779.6910937
9969,763.8340914
9970,691.4174233
9971,675.4001192
9972,327.063997
9973,321.6292369
9974,243.3424566
9975,249.1961642
9976,937.9224777
9977,524.9504147
9978,980.1454335
9979,420.4301492
9980,516.3859102
9981,89.97588246
9982,473.6707143
9983,232.3480835
9984,286.6278169
9985,261.3488123
9986,255.6013718
9987,273.2495574
9988,310.955382
9989,406.9115511
9990,411.0232099
9991,445.0090994
9992,1223.795566
9993,1036.403887
9994,436.6084119
9995,1048.031989
9996,270.9187972
9997,318.8127866
9998,302.4116693
9999,318.9027143
10000,494.0308063
10001,468.3631271
10002,508.5931811
10003,484.710777
10004,246.8093119
10005,292.8728083
10006,317.916962
10007,231.6360202
10008,199.628642
10009,396.7454496
10010,479.3996209
10011,669.4709759
10012,678.0471101
10013,282.4123084
10014,540.1727496
10015,357.2853152
10016,422.1169813
10017,329.9478295
10018,415.3932461
10019,418.5855171
10020,710.7515025
10021,688.5984669
10022,256.5952085
10023,753.7774711
10024,343.638383
10025,285.3904149
10026,346.8944542
10027,245.6040988
10028,588.2416316
10029,577.9820888
10030,516.3750297
10031,476.6771744
10032,326.553544
10033,289.3164906
10034,231.0798279
10035,191.4549677
10036,929.5438812
10037,904.5098402
10038,860.8696029
10039,870.9554714
10040,610.6713341
10041,109.7937996
10042,659.4977959
10043,727.5602619
10044,79.90310351
10045,79.90310351
10046,79.90310351
10047,79.90310351
10048,665.5670327
10049,398.2289009
10050,631.098913
10051,624.0013262
10052,336.6325905
10053,443.4987642
10054,487.6020508
10055,362.4668498
10056,202.2195501
10057,348.0878198
10058,315.7322944
10059,229.0077415
10060,423.9440013
10061,188.009215
10062,410.9789137
10063,421.6613977
10064,292.5117093
10065,379.3214757
10066,350.9143072
10067,364.7931693
10068,99.11265858
10069,99.11265858
10070,99.11265858
10071,99.11265858
10072,719.7184322
10073,630.7398567
10074,297.5621056
10075,656.5881688
10076,330.7691802
10077,215.7057964
10078,314.3901939
10079,319.4299942
10080,213.9757112
10081,305.2014137
10082,282.5739872
10083,238.1421379
10084,316.0393416
10085,319.7222184
10086,302.4221241
10087,278.6559697
10088,279.731493
10089,309.9189758
10090,260.6829111
10091,327.4797552
10092,131.9066001
10093,131.9066001
10094,131.9066001
10095,131.9066001
10096,235.5267358
10097,220.6908517
10098,355.8208889
10099,281.932697
10100,716.1565333
10101,1032.280121
10102,1135.208559
10103,810.6662874
10104,618.3870636
10105,550.7212828
10106,414.5657964
10107,556.3911972
10108,312.8715117
10109,280.4120433
10110,329.9715358
10111,279.1315022
10112,262.4541254
10113,262.4541254
10114,262.4541254
10115,262.4541254
10116,631.4197334
10117,650.6199284
10118,608.7207838
10119,651.7212521
10120,669.3163259
10121,640.3556092
10122,748.1991443
10123,759.6824254
10124,296.4494069
10125,273.7832723
10126,333.4077343
10127,341.8828591
10128,285.7789195
10129,315.6547759
10130,321.2439472
10131,302.124816
10132,549.7445213
10133,598.956494
10134,467.5506187
10135,527.93353
10136,363.8201154
10137,354.9849038
10138,228.8260771
10139,274.1328166
10140,328.2136808
10141,316.749574
10142,147.6965985
10143,346.1582976
10144,297.9565725
10145,316.9605334
10146,300.1795633
10147,323.106299
10148,279.166221
10149,280.2316455
10150,288.9984624
10151,217.5098899
10152,336.6434227
10153,206.5568027
10154,288.4315867
10155,162.4419005
10156,216.6591586
10157,248.5654948
10158,219.0166452
10159,236.6051593
10160,963.1383238
10161,1023.568825
10162,456.7106818
10163,890.6554357
10164,80.06723867
10165,80.06723867
10166,80.06723867
10167,80.06723867
10168,284.5462057
10169,297.7627396
10170,230.9075368
10171,262.3132205
10172,947.7515475
10173,1008.250665
10174,1013.329267
10175,944.4198098
10176,416.8150492
10177,168.856386
10178,463.9611897
10179,426.675086
10180,9.957716721
10181,9.957716721
10182,9.957716721
10183,9.957716721
10184,251.5727347
10185,313.5470596
10186,335.5993063
10187,336.3300305
10188,1056.726722
10189,866.0344338
10190,375.4731038
10191,1333.659159
10192,353.953226
10193,280.5097439
10194,432.4689882
10195,589.3337087
10196,478.7681295
10197,108.6028386
10198,8.755626706
10199,334.1472719
10200,292.3201934
10201,355.2856304
10202,333.4863805
10203,295.3215358
10204,321.3312679
10205,717.484048
10206,692.6296136
10207,703.8032711
10208,221.9750801
10209,474.7134342
10210,204.1642062
10211,562.1299756
10212,310.9655945
10213,273.0234157
10214,256.7189337
10215,302.8715393
10216,217.3941096
10217,442.3652678
10218,436.0710206
10219,328.3412081
10220,248.3681079
10221,209.1893666
10222,272.1436711
10223,222.7276157
10224,480.8350764
10225,276.1666876
10226,439.1470282
10227,451.8899663
10228,152.8885115
10229,152.8885115
10230,152.8885115
10231,152.8885115
10232,413.2572929
10233,179.4199
10234,546.1463726
10235,499.5509947
10236,488.7853162
10237,459.4021773
10238,460.8493344
10239,168.3049252
10240,256.0142463
10241,304.3829747
10242,251.4939745
10243,301.9507384
10244,196.4554013
10245,297.5259347
10246,335.4146251
10247,277.8850126
10248,1076.556956
10249,1116.62076
10250,478.4650889
10251,699.4962324
10252,370.4201208
10253,305.1828281
10254,260.5290261
10255,277.6564515
10256,565.3644619
10257,589.8950752
10258,620.422278
10259,583.7842778
10260,337.6064363
10261,347.176316
10262,396.4335395
10263,394.8676199
10264,327.0197129
10265,327.7648171
10266,270.6627433
10267,306.1278277
10268,250.2659374
10269,252.892213
10270,190.8116411
10271,296.113334
10272,53.02747267
10273,348.2971522
10274,375.1031291
10275,159.9411853
10276,221.1109674
10277,325.4374059
10278,331.1529326
10279,279.9948087
10280,1045.097201
10281,944.2626925
10282,1016.94293
10283,942.4469376
10284,388.7702256
10285,387.3576208
10286,455.2605579
10287,415.9597845
10288,383.2670718
10289,334.4588002
10290,380.4491034
10291,280.8494409
10292,265.9734702
10293,163.2528544
10294,414.7335601
10295,426.5117096
10296,300.680852
10297,292.5362942
10298,245.085348
10299,273.0278234
10300,483.7993925
10301,550.551722
10302,314.6285986
10303,530.4945918
10304,285.2449813
10305,346.6814458
10306,189.265535
10307,371.9215598
10308,372.2697108
10309,334.9335401
10310,216.2170935
10311,233.6498655
10312,289.7801528
10313,302.0054797
10314,282.7738275
10315,270.846485
10316,343.9418196
10317,250.8826556
10318,295.0917641
10319,339.2083553
10320,495.6494567
10321,516.0628503
10322,501.0761938
10323,482.8196473
10324,7.22972691
10325,7.22972691
10326,7.22972691
10327,7.22972691
10328,972.5252415
10329,783.2702679
10330,936.8871377
10331,690.3952279
10332,303.7212211
10333,237.357047
10334,240.430096
10335,279.3009925
10336,303.4693392
10337,392.709491
10338,182.2165254
10339,415.7933404
10340,289.9310859
10341,256.5781964
10342,253.9305588
10343,225.5351338
10344,348.7345444
10345,320.5145869
10346,362.7674065
10347,202.304342
10348,364.5341325
10349,753.5110224
10350,695.1383817
10351,721.3513085
10352,26.38313344
10353,26.38313344
10354,26.38313344
10355,26.38313344
10356,318.7472607
10357,262.036381
10358,239.6741803
10359,405.5040568
10360,351.7270807
10361,230.6979458
10362,263.5531811
10363,178.1744054
10364,308.2991708
10365,387.5699248
10366,314.6048864
10367,257.7501436
10368,318.398645
10369,250.2420904
10370,310.1320209
10371,307.5831664
10372,428.3514395
10373,518.2507767
10374,200.0209678
10375,570.8568336
10376,241.775622
10377,242.796603
10378,252.9944924
10379,265.9893138
10380,259.0046895
10381,241.153505
10382,290.3659672
10383,263.2545493
10384,353.0468455
10385,280.6112434
10386,351.8060995
10387,355.0924237
10388,213.8777494
10389,207.6972075
10390,227.1503569
10391,247.6309456
10392,417.6252089
