,Annual_Income
30729,7309.6
30730,7309.6
30731,7309.6
30732,28681.95
30733,28681.95
30734,28681.95
30735,28681.95
30736,162688.28
30737,162688.28
30738,162688.28
30739,162688.28
30740,84050.5
30741,84050.5
30742,84050.5
30743,84050.5
30744,18995.115
30745,18995.115
30746,18995.115
30747,18995.115
30748,73773.48
30749,73773.48
30750,73773.48
30751,73773.48
30752,48305.18
30753,
30754,48305.18
30755,48305.18
30756,15668.4
30757,15668.4
30758,15668.4
30759,15668.4
30760,10494.44
30761,10494.44
30762,10494.44
30763,10494.44
30764,38047.31
30765,38047.31
30766,38047.31
30767,38047.31
30768,7889.11
30769,7889.11
30770,7889.11
30771,7889.11
30772,69895.56
30773,69895.56
30774,69895.56
30775,69895.56
30776,43922.32
30777,43922.32
30778,43922.32
30779,
30780,36585.12
30781,36585.12
30782,36585.12
30783,36585.12
30784,58728.06
30785,58728.06
30786,58728.06
30787,58728.06
30788,50657.58
30789,50657.58
30790,50657.58
30791,50657.58
30792,14013.165
30793,14013.165
30794,14013.165
30795,14013.165
30796,21960.095
30797,21960.095
30798,
30799,21960.095
30800,15081.42
30801,15081.42
30802,15081.42
30803,15081.42
30804,120404.22
30805,120404.22
30806,120404.22
30807,120404.22
30808,14432.87
30809,14432.87
30810,14432.87
30811,14432.87
30812,35911.33
30813,35911.33
30814,35911.33
30815,
30816,127160.94
30817,127160.94
30818,127160.94
30819,127160.94
30820,8446.24
30821,8446.24
30822,8446.24
30823,8446.24
30824,16931.7
30825,16931.7
30826,16931.7
30827,16931.7
30828,15685.095
30829,15685.095
30830,15685.095
30831,15685.095
30832,21585.13
30833,21585.13
30834,21585.13
30835,21585.13
30836,93898.05
30837,93898.05
30838,93898.05
30839,93898.05
30840,124564.6
30841,124564.6
30842,124564.6
30843,124564.6
30844,95596.35
30845,95596.35
30846,95596.35
30847,95596.35
30848,
30849,82194.02
30850,82194.02
30851,82194.02
30852,130173.93
30853,130173.93
30854,130173.93
30855,130173.93
30856,36549.68
30857,36549.68
30858,36549.68
30859,36549.68
30860,
30861,15381.59
30862,15381.59
30863,15381.59
30864,55235.76
30865,
30866,55235.76
30867,55235.76
30868,69905.36
30869,
30870,69905.36
30871,69905.36
30872,42235.77
30873,42235.77
30874,42235.77
30875,42235.77
30876,10651.65
30877,10651.65
30878,10651.65
30879,10651.65
30880,17641.87
30881,17641.87
30882,17641.87
30883,17641.87
30884,43183.56
30885,43183.56
30886,43183.56
30887,43183.56
30888,19677.0
30889,19677.0
30890,19677.0
30891,19677.0
30892,9667.645
30893,9667.645
30894,9667.645
30895,9667.645
30896,116156.1
30897,116156.1
30898,116156.1
30899,116156.1
30900,70913.4
30901,70913.4
30902,70913.4
30903,70913.4
30904,29043.01
30905,29043.01
30906,29043.01
30907,29043.01
30908,20251.96
30909,20251.96
30910,20251.96
30911,20251.96
30912,150256.72
30913,150256.72
30914,150256.72
30915,
30916,17153.69
30917,
30918,17153.69
30919,17153.69
30920,32420.82
30921,32420.82
30922,32420.82
30923,32420.82
30924,145175.4
30925,145175.4
30926,145175.4
30927,145175.4
30928,106882.84
30929,106882.84
30930,106882.84
30931,106882.84
30932,99363.88
30933,99363.88
30934,99363.88
30935,99363.88
30936,58176.6
30937,58176.6
30938,58176.6
30939,58176.6
30940,9221.875
30941,9221.875
30942,9221.875
30943,9221.875
30944,14528.37
30945,14528.37
30946,14528.37
30947,14528.37
30948,61181.88
30949,61181.88
30950,61181.88
30951,61181.88
30952,13961.155
30953,13961.155
30954,13961.155
30955,13961.155
30956,67691.12
30957,67691.12
30958,67691.12
30959,67691.12
30960,20884.58
30961,20884.58
30962,20884.58
30963,20884.58
30964,29570.45
30965,29570.45
30966,29570.45
30967,29570.45
30968,110138.4
30969,110138.4
30970,110138.4
30971,110138.4
30972,11169.595
30973,11169.595
30974,11169.595
30975,11169.595
30976,11688.93
30977,11688.93
30978,11688.93
30979,11688.93
30980,67413.2
30981,
30982,67413.2
30983,67413.2
30984,25659.34
30985,25659.34
30986,25659.34
30987,25659.34
30988,20574.87
30989,20574.87
30990,20574.87
30991,20574.87
30992,73366.36
30993,73366.36
30994,73366.36
30995,73366.36
30996,82405.98
30997,82405.98
30998,82405.98
30999,82405.98
31000,30804.39
31001,30804.39
31002,30804.39
31003,30804.39
31004,19148.93
31005,19148.93
31006,19148.93
31007,19148.93
31008,85583.02
31009,85583.02
31010,85583.02
31011,85583.02
31012,121698.48
31013,121698.48
31014,121698.48
31015,121698.48
31016,65735.46
31017,65735.46
31018,65735.46
31019,65735.46
31020,20940.64
31021,20940.64
31022,
31023,20940.64
31024,17732.92
31025,17732.92
31026,17732.92
31027,17732.92
31028,150625.48
31029,150625.48
31030,150625.48
31031,150625.48
31032,18708.73
31033,18708.73
31034,18708.73
31035,18708.73
31036,79090.74
31037,79090.74
31038,79090.74
31039,79090.74
31040,52754.28
31041,52754.28
31042,52754.28
31043,
31044,35917.34
31045,35917.34
31046,35917.34
31047,35917.34
31048,11924.59
31049,11924.59
31050,11924.59
31051,11924.59
31052,108457.74
31053,108457.74
31054,108457.74
31055,108457.74
31056,7709.355
31057,7709.355
31058,7709.355
31059,7709.355
31060,84001.66
31061,84001.66
31062,84001.66
31063,84001.66
31064,42121.92
31065,42121.92
31066,42121.92
31067,42121.92
31068,19489.28
31069,19489.28
31070,19489.28
31071,19489.28
31072,18729.06
31073,18729.06
31074,18729.06
31075,18729.06
31076,21370.185
31077,21370.185
31078,21370.185
31079,21370.185
31080,115724.4
31081,115724.4
31082,115724.4
31083,115724.4
31084,28623.51
31085,28623.51
31086,28623.51
31087,28623.51
31088,57872.7
31089,57872.7
31090,57872.7
31091,57872.7
31092,36825.11
31093,
31094,36825.11
31095,36825.11
31096,28835.68
31097,28835.68
31098,28835.68
31099,28835.68
31100,88062.28
31101,88062.28
31102,88062.28
31103,88062.28
31104,17097.565
31105,17097.565
31106,17097.565
31107,17097.565
31108,61035.39
31109,61035.39
31110,61035.39
31111,61035.39
31112,19949.34
31113,19949.34
31114,19949.34
31115,19949.34
31116,14828.19
31117,14828.19
31118,14828.19
31119,14828.19
31120,81583.0
31121,81583.0
31122,81583.0
31123,81583.0
31124,37605.04
31125,37605.04
31126,37605.04
31127,37605.04
31128,40739.49
31129,40739.49
31130,40739.49
31131,40739.49
31132,86255.8
31133,86255.8
31134,86255.8
31135,86255.8
31136,15382.875
31137,15382.875
31138,15382.875
31139,15382.875
31140,34565.73
31141,34565.73
31142,
31143,
31144,57260.5
31145,57260.5
31146,57260.5
31147,57260.5
31148,135200.12
31149,135200.12
31150,135200.12
31151,135200.12
31152,177947.28
31153,177947.28
31154,177947.28
31155,177947.28
31156,14667.26
31157,14667.26
31158,14667.26
31159,14667.26
31160,33346.92
31161,33346.92
31162,33346.92
31163,
31164,91223.48
31165,91223.48
31166,91223.48
31167,91223.48
31168,122434.23
31169,122434.23
31170,122434.23
31171,122434.23
31172,44143.08
31173,44143.08
31174,44143.08
31175,44143.08
31176,33732.0
31177,33732.0
31178,33732.0
31179,33732.0
31180,
31181,7472.54
31182,7472.54
31183,7472.54
31184,60865.05
31185,60865.05
31186,60865.05
31187,60865.05
31188,50794.18
31189,50794.18
31190,50794.18
31191,50794.18
31192,16873.115
31193,16873.115
31194,16873.115
31195,16873.115
31196,18538.55
31197,18538.55
31198,18538.55
31199,18538.55
31200,37679.19
31201,37679.19
31202,
31203,37679.19
31204,57738.06
31205,57738.06
31206,57738.06
31207,57738.06
31208,
31209,59714.2
31210,59714.2
31211,59714.2
31212,19192.14
31213,19192.14
31214,
31215,19192.14
31216,34996.86
31217,34996.86
31218,34996.86
31219,34996.86
31220,20833.08
31221,20833.08
31222,20833.08
31223,20833.08
31224,62008.35
31225,62008.35
31226,62008.35
31227,62008.35
31228,17831.05
31229,17831.05
31230,17831.05
31231,17831.05
31232,77565.57
31233,77565.57
31234,77565.57
31235,77565.57
31236,29346.17
31237,29346.17
31238,29346.17
31239,29346.17
31240,136726.68
31241,136726.68
31242,136726.68
31243,136726.68
31244,21884.0
31245,
31246,21884.0
31247,21884.0
31248,65410.68
31249,65410.68
31250,65410.68
31251,65410.68
31252,19695.09
31253,19695.09
31254,19695.09
31255,19695.09
31256,
31257,36379.24
31258,36379.24
31259,36379.24
31260,17228.775
31261,17228.775
31262,17228.775
31263,17228.775
31264,97635.87
31265,97635.87
31266,97635.87
31267,
31268,23265.78
31269,23265.78
31270,23265.78
31271,23265.78
31272,82183.34
31273,82183.34
31274,82183.34
31275,82183.34
31276,14146.59
31277,14146.59
31278,14146.59
31279,14146.59
31280,10525.355
31281,10525.355
31282,10525.355
31283,10525.355
31284,19633.03
31285,19633.03
31286,19633.03
31287,19633.03
31288,44895.61
31289,44895.61
31290,44895.61
31291,44895.61
31292,20175.44
31293,20175.44
31294,20175.44
31295,20175.44
31296,15125.64
31297,15125.64
31298,
31299,15125.64
31300,112924.72
31301,112924.72
31302,112924.72
31303,112924.72
31304,17075.22
31305,17075.22
31306,17075.22
31307,
31308,98136.72
31309,98136.72
31310,98136.72
31311,98136.72
31312,24879.05
31313,24879.05
31314,24879.05
31315,24879.05
31316,95685.21
31317,95685.21
31318,95685.21
31319,95685.21
31320,89937.72
31321,89937.72
31322,89937.72
31323,89937.72
31324,53451.48
31325,53451.48
31326,53451.48
31327,53451.48
31328,9566.58
31329,9566.58
31330,9566.58
31331,9566.58
31332,16726.62
31333,16726.62
31334,16726.62
31335,16726.62
31336,62616.99
31337,62616.99
31338,
31339,62616.99
31340,7890.515
31341,7890.515
31342,7890.515
31343,7890.515
31344,20946.94
31345,20946.94
31346,20946.94
31347,20946.94
31348,67218.98
31349,67218.98
31350,67218.98
31351,
31352,132284.67
31353,132284.67
31354,132284.67
31355,132284.67
31356,19375.76
31357,19375.76
31358,19375.76
31359,19375.76
31360,8137.58
31361,8137.58
31362,8137.58
31363,8137.58
31364,179239.6
31365,179239.6
31366,179239.6
31367,179239.6
31368,22171.25
31369,
31370,22171.25
31371,22171.25
31372,29647.92
31373,29647.92
31374,29647.92
31375,29647.92
31376,30296.0
31377,30296.0
31378,30296.0
31379,30296.0
31380,41391.06
31381,41391.06
31382,41391.06
31383,41391.06
31384,26065.91
31385,26065.91
31386,26065.91
31387,26065.91
31388,8291.845
31389,8291.845
31390,8291.845
31391,8291.845
31392,99337.28
31393,99337.28
31394,99337.28
31395,99337.28
31396,
31397,10197.525
31398,10197.525
31399,10197.525
31400,109901.58
31401,109901.58
31402,109901.58
31403,
31404,20039.58
31405,20039.58
31406,20039.58
31407,20039.58
31408,14728.21
31409,14728.21
31410,14728.21
31411,14728.21
31412,
31413,24390.29
31414,24390.29
31415,24390.29
31416,
31417,32125.54
31418,32125.54
31419,32125.54
31420,39135.0
31421,39135.0
31422,
31423,39135.0
31424,73020.54
31425,73020.54
31426,73020.54
31427,73020.54
31428,16310.21
31429,16310.21
31430,16310.21
31431,
31432,16227.03
31433,16227.03
31434,
31435,16227.03
31436,17565.58
31437,17565.58
31438,17565.58
31439,17565.58
31440,58609.64
31441,58609.64
31442,58609.64
31443,58609.64
31444,23054.08
31445,23054.08
31446,23054.08
31447,23054.08
31448,63402.2
31449,63402.2
31450,63402.2
31451,63402.2
31452,16021.14
31453,16021.14
31454,16021.14
31455,16021.14
31456,29704.64
31457,29704.64
31458,29704.64
31459,
31460,27738.99
31461,27738.99
31462,27738.99
31463,27738.99
31464,132727.92
31465,132727.92
31466,132727.92
31467,132727.92
31468,31816.07
31469,31816.07
31470,31816.07
31471,31816.07
31472,59893.26
31473,59893.26
31474,59893.26
31475,59893.26
31476,177846.68
31477,177846.68
31478,177846.68
31479,177846.68
31480,63523.48
31481,63523.48
31482,63523.48
31483,
31484,56751.72
31485,56751.72
31486,56751.72
31487,56751.72
31488,132324.18
31489,132324.18
31490,132324.18
31491,132324.18
31492,66882.74
31493,66882.74
31494,66882.74
31495,66882.74
31496,124534.38
31497,124534.38
31498,124534.38
31499,124534.38
31500,14542.3
31501,14542.3
31502,14542.3
31503,
31504,24446.05
31505,24446.05
31506,24446.05
31507,24446.05
31508,146729.64
31509,146729.64
31510,146729.64
31511,146729.64
31512,30386.2
31513,30386.2
31514,
31515,30386.2
31516,30117.42
31517,30117.42
31518,30117.42
31519,30117.42
31520,30560.73
31521,
31522,30560.73
31523,30560.73
31524,15785.04
31525,15785.04
31526,15785.04
31527,15785.04
31528,132370.2
31529,132370.2
31530,132370.2
31531,132370.2
31532,63371.56
31533,63371.56
31534,63371.56
31535,63371.56
31536,18504.72
31537,18504.72
31538,18504.72
31539,18504.72
31540,49652.52
31541,49652.52
31542,49652.52
31543,49652.52
31544,89864.28
31545,89864.28
31546,89864.28
31547,89864.28
31548,131253.81
31549,131253.81
31550,131253.81
31551,131253.81
31552,73948.04
31553,73948.04
31554,73948.04
31555,73948.04
31556,139631.08
31557,139631.08
31558,139631.08
31559,
31560,68474.64
31561,68474.64
31562,68474.64
31563,68474.64
31564,127708.48
31565,127708.48
31566,127708.48
31567,127708.48
31568,9737.045
31569,9737.045
31570,9737.045
31571,9737.045
31572,16416.38
31573,16416.38
31574,16416.38
31575,16416.38
31576,160057.96
31577,160057.96
31578,160057.96
31579,160057.96
31580,35255.26
31581,35255.26
31582,35255.26
31583,35255.26
31584,118717.64
31585,118717.64
31586,118717.64
31587,118717.64
31588,44264.41
31589,44264.41
31590,44264.41
31591,44264.41
31592,31346.22
31593,31346.22
31594,31346.22
31595,31346.22
31596,93622.5
31597,93622.5
31598,93622.5
31599,93622.5
31600,76726.64
31601,76726.64
31602,76726.64
31603,76726.64
31604,74203.38
31605,74203.38
31606,74203.38
31607,74203.38
31608,
31609,137048.56
31610,137048.56
31611,
31612,21765.99
31613,21765.99
31614,21765.99
31615,21765.99
31616,7844.045
31617,
31618,7844.045
31619,7844.045
31620,73665.33
31621,73665.33
31622,73665.33
31623,73665.33
31624,36178.94
31625,36178.94
31626,36178.94
31627,36178.94
31628,62016.76
31629,62016.76
31630,62016.76
31631,62016.76
31632,12421.12
31633,12421.12
31634,12421.12
31635,12421.12
31636,42387.54
31637,42387.54
31638,42387.54
31639,42387.54
31640,87939.04
31641,87939.04
31642,87939.04
31643,87939.04
31644,29375.68
31645,29375.68
31646,29375.68
31647,
31648,40735.3
31649,40735.3
31650,40735.3
31651,40735.3
31652,29709.73
31653,29709.73
31654,29709.73
31655,29709.73
31656,8477.51
31657,8477.51
31658,8477.51
31659,8477.51
31660,38047.79
31661,38047.79
31662,38047.79
31663,
31664,74264.92
31665,
31666,74264.92
31667,74264.92
31668,73937.4
31669,73937.4
31670,73937.4
31671,
31672,72307.32
31673,72307.32
31674,72307.32
31675,72307.32
31676,27621.23
31677,27621.23
31678,27621.23
31679,27621.23
31680,167664.88
31681,167664.88
31682,167664.88
31683,167664.88
31684,18083.64
31685,18083.64
31686,18083.64
31687,
31688,60362.88
31689,60362.88
31690,60362.88
31691,60362.88
31692,14968.48
31693,14968.48
31694,14968.48
31695,14968.48
31696,36229.54
31697,36229.54
31698,36229.54
31699,36229.54
31700,39910.48
31701,39910.48
31702,39910.48
31703,39910.48
31704,33199.8
31705,33199.8
31706,33199.8
31707,33199.8
31708,144686.0
31709,144686.0
31710,144686.0
31711,
31712,47183.94
31713,47183.94
31714,47183.94
31715,47183.94
31716,31589.9
31717,31589.9
31718,31589.9
31719,31589.9
31720,107572.72
31721,107572.72
31722,107572.72
31723,107572.72
31724,104428.08
31725,104428.08
31726,104428.08
31727,104428.08
31728,51211.26
31729,51211.26
31730,51211.26
31731,51211.26
31732,106694.82
31733,106694.82
31734,106694.82
31735,106694.82
31736,33131.6
31737,33131.6
31738,33131.6
31739,33131.6
31740,9615.095
31741,9615.095
31742,9615.095
31743,9615.095
31744,18184.81
31745,18184.81
31746,18184.81
31747,18184.81
31748,67978.8
31749,67978.8
31750,67978.8
31751,
31752,72301.62
31753,72301.62
31754,72301.62
31755,72301.62
31756,24755.99
31757,24755.99
31758,24755.99
31759,24755.99
31760,68926.36
31761,68926.36
31762,68926.36
31763,68926.36
31764,58558.86
31765,58558.86
31766,58558.86
31767,58558.86
31768,100358.73
31769,100358.73
31770,
31771,100358.73
31772,
31773,62200.6
31774,62200.6
31775,62200.6
31776,40341.38
31777,40341.38
31778,40341.38
31779,40341.38
31780,
31781,30773.87
31782,30773.87
31783,30773.87
31784,126253.65
31785,126253.65
31786,126253.65
31787,126253.65
31788,15682.145
31789,15682.145
31790,15682.145
31791,15682.145
31792,57847.1
31793,57847.1
31794,57847.1
31795,57847.1
31796,28485.76
31797,28485.76
31798,28485.76
31799,28485.76
31800,21578.575
31801,21578.575
31802,21578.575
31803,21578.575
31804,
31805,58372.92
31806,58372.92
31807,58372.92
31808,50010.9
31809,50010.9
31810,50010.9
31811,50010.9
31812,16970.75
31813,16970.75
31814,16970.75
31815,16970.75
31816,36446.26
31817,36446.26
31818,36446.26
31819,36446.26
31820,8605.54
31821,8605.54
31822,8605.54
31823,8605.54
31824,16678.77
31825,16678.77
31826,16678.77
31827,16678.77
31828,56425.6
31829,56425.6
31830,56425.6
31831,56425.6
31832,33127.31
31833,33127.31
31834,33127.31
31835,33127.31
31836,
31837,
31838,57724.36
31839,
31840,37813.29
31841,37813.29
31842,37813.29
31843,37813.29
31844,102046.83
31845,102046.83
31846,102046.83
31847,102046.83
31848,42664.56
31849,42664.56
31850,42664.56
31851,42664.56
31852,87876.27
31853,87876.27
31854,87876.27
31855,87876.27
31856,15363.115
31857,15363.115
31858,15363.115
31859,
31860,14613.65
31861,14613.65
31862,14613.65
31863,
31864,58170.76
31865,58170.76
31866,58170.76
31867,58170.76
31868,122782.95
31869,122782.95
31870,122782.95
31871,122782.95
31872,35263.09
31873,35263.09
31874,35263.09
31875,35263.09
31876,59226.15
31877,59226.15
31878,59226.15
31879,59226.15
31880,125049.78
31881,125049.78
31882,125049.78
31883,125049.78
31884,40575.26
31885,40575.26
31886,40575.26
31887,
31888,115104.72
31889,115104.72
31890,115104.72
31891,115104.72
31892,32167.36
31893,32167.36
31894,32167.36
31895,32167.36
31896,56414.52
31897,56414.52
31898,56414.52
31899,56414.52
31900,30256.85
31901,30256.85
31902,30256.85
31903,30256.85
31904,66289.36
31905,66289.36
31906,66289.36
31907,66289.36
31908,15566.55
31909,15566.55
31910,15566.55
31911,15566.55
31912,65047.53
31913,65047.53
31914,65047.53
31915,65047.53
31916,
31917,14709.335
31918,
31919,
31920,
31921,15806.84
31922,15806.84
31923,15806.84
31924,19621.94
31925,19621.94
31926,19621.94
31927,19621.94
31928,70554.22
31929,70554.22
31930,
31931,70554.22
31932,127672.24
31933,127672.24
31934,127672.24
31935,127672.24
31936,19617.02
31937,19617.02
31938,19617.02
31939,
31940,29951.57
31941,29951.57
31942,29951.57
31943,
31944,16477.55
31945,16477.55
31946,16477.55
31947,16477.55
31948,30874.43
31949,30874.43
31950,30874.43
31951,30874.43
31952,8171.11
31953,8171.11
31954,8171.11
31955,8171.11
31956,37612.54
31957,37612.54
31958,37612.54
31959,37612.54
31960,17443.94
31961,17443.94
31962,17443.94
31963,17443.94
31964,31199.43
31965,31199.43
31966,31199.43
31967,31199.43
31968,17096.25
31969,17096.25
31970,17096.25
31971,17096.25
31972,56089.95
31973,56089.95
31974,56089.95
31975,56089.95
31976,17971.0
31977,17971.0
31978,17971.0
31979,17971.0
31980,19104.75
31981,19104.75
31982,19104.75
31983,19104.75
31984,125977.6
31985,125977.6
31986,125977.6
31987,125977.6
31988,134124.0
31989,134124.0
31990,134124.0
31991,134124.0
31992,34613.16
31993,34613.16
31994,34613.16
31995,
31996,122135.12
31997,122135.12
31998,122135.12
31999,122135.12
32000,60530.7
32001,60530.7
32002,60530.7
32003,60530.7
32004,17426.71
32005,17426.71
32006,17426.71
32007,17426.71
32008,116098.12
32009,116098.12
32010,116098.12
32011,116098.12
32012,71203.4
32013,71203.4
32014,71203.4
32015,71203.4
32016,15576.36
32017,15576.36
32018,15576.36
32019,15576.36
32020,87438.03
32021,87438.03
32022,87438.03
32023,87438.03
32024,125179.95
32025,125179.95
32026,125179.95
32027,125179.95
32028,20723.8
32029,20723.8
32030,20723.8
32031,20723.8
32032,118151.16
32033,118151.16
32034,118151.16
32035,118151.16
32036,35854.31
32037,
32038,35854.31
32039,35854.31
32040,81259.36
32041,81259.36
32042,81259.36
32043,81259.36
32044,13207.76
32045,13207.76
32046,13207.76
32047,13207.76
32048,65544.12
32049,65544.12
32050,65544.12
32051,65544.12
32052,33498.8
32053,33498.8
32054,33498.8
32055,33498.8
32056,
32057,35389.89
32058,35389.89
32059,35389.89
32060,57810.68
32061,57810.68
32062,57810.68
32063,
32064,17214.01
32065,17214.01
32066,17214.01
32067,17214.01
32068,133628.52
32069,133628.52
32070,133628.52
32071,133628.52
32072,81538.76
32073,81538.76
32074,81538.76
32075,81538.76
32076,40626.05
32077,40626.05
32078,40626.05
32079,40626.05
32080,7710.84
32081,7710.84
32082,7710.84
32083,7710.84
32084,73047.96
32085,73047.96
32086,73047.96
32087,73047.96
32088,25773.73
32089,25773.73
32090,25773.73
32091,25773.73
32092,17685.73
32093,17685.73
32094,17685.73
32095,17685.73
32096,31944.72
32097,
32098,31944.72
32099,31944.72
32100,15005.31
32101,15005.31
32102,15005.31
32103,15005.31
32104,
32105,57563.94
32106,57563.94
32107,57563.94
32108,60323.34
32109,60323.34
32110,60323.34
32111,60323.34
32112,56052.42
32113,56052.42
32114,56052.42
32115,56052.42
32116,18374.32
32117,18374.32
32118,
32119,18374.32
32120,17951.3
32121,17951.3
32122,17951.3
32123,17951.3
32124,19047.36
32125,19047.36
32126,19047.36
32127,19047.36
32128,103136.76
32129,103136.76
32130,103136.76
32131,103136.76
32132,69563.34
32133,69563.34
32134,69563.34
32135,69563.34
32136,16176.835
32137,16176.835
32138,16176.835
32139,16176.835
32140,40896.9
32141,40896.9
32142,40896.9
32143,40896.9
32144,21115.99
32145,21115.99
32146,21115.99
32147,21115.99
32148,
32149,83332.88
32150,83332.88
32151,83332.88
32152,144446.72
32153,144446.72
32154,144446.72
32155,144446.72
32156,14957.52
32157,14957.52
32158,14957.52
32159,14957.52
32160,39110.82
32161,39110.82
32162,39110.82
32163,39110.82
32164,80595.48
32165,80595.48
32166,
32167,80595.48
32168,87337.08
32169,87337.08
32170,87337.08
32171,87337.08
32172,18331.415
32173,18331.415
32174,18331.415
32175,18331.415
32176,
32177,55877.54
32178,55877.54
32179,55877.54
32180,29663.56
32181,29663.56
32182,29663.56
32183,29663.56
32184,31527.53
32185,31527.53
32186,31527.53
32187,31527.53
32188,14311.59
32189,14311.59
32190,14311.59
32191,14311.59
32192,75569.1
32193,75569.1
32194,75569.1
32195,75569.1
32196,24859.96
32197,24859.96
32198,24859.96
32199,24859.96
32200,164189.48
32201,164189.48
32202,164189.48
32203,164189.48
32204,45848.86
32205,45848.86
32206,45848.86
32207,45848.86
32208,34199.94
32209,34199.94
32210,34199.94
32211,34199.94
32212,36186.85
32213,
32214,36186.85
32215,
32216,106002.32
32217,106002.32
32218,106002.32
32219,106002.32
32220,37824.96
32221,37824.96
32222,37824.96
32223,37824.96
32224,9607.53
32225,9607.53
32226,9607.53
32227,9607.53
32228,92459.1
32229,92459.1
32230,92459.1
32231,92459.1
32232,68917.94
32233,68917.94
32234,68917.94
32235,68917.94
32236,75436.72
32237,75436.72
32238,75436.72
32239,75436.72
32240,28690.97
32241,28690.97
32242,28690.97
32243,28690.97
32244,9464.405
32245,9464.405
32246,9464.405
32247,9464.405
32248,64416.46
32249,
32250,64416.46
32251,64416.46
32252,7991.33
32253,7991.33
32254,7991.33
32255,7991.33
32256,7798.79
32257,7798.79
32258,7798.79
32259,7798.79
32260,11949.505
32261,11949.505
32262,11949.505
32263,
32264,32300.85
32265,32300.85
32266,32300.85
32267,32300.85
32268,29902.22
32269,29902.22
32270,29902.22
32271,29902.22
32272,78096.39
32273,78096.39
32274,78096.39
32275,78096.39
32276,56580.63
32277,56580.63
32278,56580.63
32279,56580.63
32280,28472.92
32281,28472.92
32282,28472.92
32283,28472.92
32284,11183.865
32285,11183.865
32286,11183.865
32287,11183.865
32288,143829.16
32289,143829.16
32290,143829.16
32291,143829.16
32292,45827.74
32293,45827.74
32294,45827.74
32295,45827.74
32296,
32297,20668.71
32298,20668.71
32299,20668.71
32300,10316.45
32301,10316.45
32302,10316.45
32303,10316.45
32304,20785.41
32305,20785.41
32306,20785.41
32307,20785.41
32308,16481.715
32309,16481.715
32310,
32311,16481.715
32312,16826.495
32313,16826.495
32314,16826.495
32315,16826.495
32316,9622.625
32317,9622.625
32318,9622.625
32319,9622.625
32320,17059.21
32321,17059.21
32322,
32323,17059.21
32324,39369.68
32325,39369.68
32326,39369.68
32327,
32328,18490.14
32329,18490.14
32330,18490.14
32331,18490.14
32332,19556.16
32333,
32334,19556.16
32335,19556.16
32336,19396.5
32337,19396.5
32338,
32339,19396.5
32340,20417.48
32341,20417.48
32342,20417.48
32343,20417.48
32344,76689.8
32345,76689.8
32346,
32347,76689.8
32348,14759.53
32349,14759.53
32350,14759.53
32351,14759.53
32352,16293.385
32353,16293.385
32354,16293.385
32355,16293.385
32356,43995.49
32357,43995.49
32358,43995.49
32359,
32360,57864.6
32361,57864.6
32362,57864.6
32363,57864.6
32364,106520.68
32365,106520.68
32366,106520.68
32367,106520.68
32368,16956.72
32369,16956.72
32370,16956.72
32371,16956.72
32372,52830.0
32373,52830.0
32374,52830.0
32375,52830.0
32376,50600.01
32377,50600.01
32378,50600.01
32379,50600.01
32380,67818.86
32381,67818.86
32382,
32383,67818.86
32384,10805.56
32385,10805.56
32386,10805.56
32387,10805.56
32388,83210.28
32389,83210.28
32390,83210.28
32391,
32392,19975.13
32393,19975.13
32394,19975.13
32395,19975.13
32396,77672.34
32397,77672.34
32398,77672.34
32399,77672.34
32400,70097.54
32401,70097.54
32402,70097.54
32403,70097.54
32404,52639.65
32405,52639.65
32406,52639.65
32407,52639.65
32408,62827.47
32409,62827.47
32410,62827.47
32411,62827.47
32412,37443.81
32413,37443.81
32414,37443.81
32415,37443.81
32416,15135.96
32417,15135.96
32418,15135.96
32419,15135.96
32420,
32421,25990.16
32422,25990.16
32423,25990.16
32424,80230.68
32425,80230.68
32426,80230.68
32427,80230.68
32428,88402.96
32429,88402.96
32430,88402.96
32431,
32432,106529.8
32433,106529.8
32434,106529.8
32435,106529.8
32436,39491.26
32437,39491.26
32438,39491.26
32439,39491.26
32440,29777.3
32441,29777.3
32442,29777.3
32443,29777.3
32444,74961.72
32445,74961.72
32446,74961.72
32447,74961.72
32448,39979.96
32449,39979.96
32450,39979.96
32451,39979.96
32452,72412.84
32453,72412.84
32454,
32455,
32456,34486.08
32457,34486.08
32458,34486.08
32459,34486.08
32460,36966.76
32461,36966.76
32462,36966.76
32463,36966.76
32464,12875.73
32465,12875.73
32466,12875.73
32467,12875.73
32468,
32469,12860.845
32470,12860.845
32471,12860.845
32472,
32473,22283.07
32474,22283.07
32475,22283.07
32476,124296.27
32477,124296.27
32478,124296.27
32479,124296.27
32480,36898.38
32481,
32482,36898.38
32483,36898.38
32484,34319.66
32485,34319.66
32486,34319.66
32487,34319.66
32488,
32489,17273.83
32490,17273.83
32491,17273.83
32492,32265.26
32493,32265.26
32494,32265.26
32495,32265.26
32496,29988.93
32497,29988.93
32498,29988.93
32499,29988.93
32500,32078.72
32501,32078.72
32502,
32503,
32504,10265.69
32505,10265.69
32506,10265.69
32507,10265.69
32508,18426.025
32509,18426.025
32510,18426.025
32511,18426.025
32512,
32513,17756.42
32514,17756.42
32515,17756.42
32516,34689.26
32517,34689.26
32518,34689.26
32519,34689.26
32520,42735.93
32521,42735.93
32522,42735.93
32523,42735.93
32524,63851.24
32525,63851.24
32526,63851.24
32527,63851.24
32528,47400.2
32529,47400.2
